 	ancora	non	mi	sono	vestito	</S>
a	0.9822758	0.01097315975	0.00638056755	0.000318564245	3.0430596e-05	2.150992545e-05
n	0.96920839	0.0179024514167	0.00438520438333	0.003074287265	0.00441215019267	0.00101753417878
k	0.848989353333	0.0239405704722	0.00733838412778	0.00500770648833	0.0545981053976	0.0601258249596
ò	0.722005217778	0.109269973491	0.0187140893759	0.00406758446278	0.0669786431125	0.0789643935599
r	0.762430572593	0.146953151164	0.0278657154586	0.0108740177209	0.0253761916842	0.0265003035033
a	0.567152039198	0.205280940388	0.18610589182	0.0181839245736	0.0127635173281	0.0105136682444
e	0.214344955066	0.319987753463	0.328948730607	0.121535846858	0.00955982520937	0.00562288084813
n	0.079903643622	0.241961751154	0.272060980202	0.286089138953	0.116443980403	0.00354053488271
e	0.0273110420073	0.116537900385	0.201226133401	0.374015146318	0.185029976801	0.0958798147942
n	0.00972741190243	0.0512893754617	0.1308114578	0.397797855439	0.266486102267	0.143887784931
d	0.00502208933414	0.0198818463872	0.0604447579333	0.32906707848	0.490586597422	0.094997664977
ì	0.00355347351138	0.0153131223624	0.0312074296444	0.443922862827	0.443533035807	0.0624700953257
s	0.00312614190379	0.0149291041208	0.0208977595481	0.531347924276	0.365252735269	0.0644462921086
i	0.00833985230126	0.00912930510693	0.0120804991827	0.310404249759	0.31831314009	0.34173290737
m	0.00837495423375	0.00449418859231	0.0083811846609	0.164037038253	0.393180488363	0.421532109123
o	0.00289914748792	0.00192081372077	0.0036373249203	0.103880723751	0.444255719454	0.443406243041
</S>	0.00150378465896	0.00151947991039	0.00231038711015	0.0626412283755	0.299180974727	0.63284412152
