 	voglio	che	Maria	venga	domani	</S>
i	0.964507525	0.028251076	0.006495298125	0.000546030935	0.00018955667	1.047480525e-05
t	0.911665641667	0.0796804396667	0.00781702990833	0.000546170634333	0.000266322826667	2.43973225833e-05
è	0.892230713889	0.102183208222	0.00512326856944	0.000244418967444	0.000192026182222	2.63637993944e-05
l	0.866989037963	0.123887211074	0.00885053725648	0.000152985459148	0.000109715667407	1.05277836648e-05
o	0.609989372654	0.293010803691	0.0894116754188	0.00705653702305	0.000318341359136	0.000213277839888
i	0.268792910218	0.358339427897	0.362231058473	0.00980150404102	0.000549451153045	0.000285630864963
M	0.0936659984393	0.220779255966	0.482864252824	0.00563676761367	0.181259015018	0.0157947136567
a	0.0320854781131	0.112240673322	0.561709850941	0.0303503987712	0.241926913639	0.0216866641189
r	0.011695266871	0.0590666044407	0.695148430314	0.0450442312571	0.163526996513	0.0255184249396
ì	0.00469737124367	0.0289885051469	0.701927710105	0.0954270870857	0.141854086838	0.0271052059132
a	0.0138806781346	0.014491877049	0.532238450035	0.306249549029	0.0807264936127	0.0524129429044
n	0.0166682793832	0.00794609575967	0.238015327678	0.312391444676	0.349422981204	0.0755558843015
a	0.00581146931273	0.00438400866322	0.154579010226	0.300343309892	0.425635061735	0.109247158101
r	0.00220043313091	0.00300244517107	0.116410070575	0.303822628297	0.361195108578	0.213369329367
t	0.00077503865097	0.00117438083369	0.0498777486917	0.122326716432	0.641673956193	0.184172166789
i	0.00033664846099	0.000625542454563	0.0266579922306	0.0972507508107	0.584249185398	0.290879879263
à	0.000626921436997	0.000427293568188	0.0214485254102	0.135669306937	0.491941295133	0.349886623088
v	0.000666176647999	0.000261805127729	0.0161463646267	0.120352510979	0.712777498378	0.149795615029
v	0.00349131825167	0.000199124927576	0.00576802093223	0.068996120993	0.689279972793	0.23226543901
r	0.00454209806056	0.000206456532525	0.00228725151074	0.0447120456643	0.641750417598	0.30650172967
i	0.00194622816352	0.000127823274175	0.00102830584358	0.0376774808881	0.485584219866	0.473635936557
</S>	0.00143552433176	9.79864670875e-05	0.00053272398179	0.0296757839441	0.252331850933	0.715926118278
