 	Marika	non	ha	mangiato	mai	un	rustico	</S>
e	0.87989929	0.111020738	0.00799098572	0.000955791117	7.85772163e-05	5.20383825e-05	2.01530187e-06	5.4633842e-07
M	0.909855073333	0.0721708836667	0.0166763905733	0.00112472020567	9.38164264333e-05	5.35206438333e-05	2.43514891567e-05	1.21795295333e-06
à	0.893978377778	0.0683372888889	0.0369250961911	0.00065809170189	4.83887001444e-05	2.06442774111e-05	3.08329319522e-05	1.27315835444e-06
r	0.782755012593	0.066206664463	0.15038122073	0.000612951967297	2.10318680481e-05	8.6093536037e-06	1.38502725507e-05	6.67483464813e-07
i	0.516581934198	0.239894984321	0.22667373691	0.0157075479558	0.000819166547016	0.000289263744201	2.84848585169e-05	4.8864130316e-06
k	0.235783738066	0.34251801144	0.39191540897	0.0280148669853	0.00124588084901	0.000422355134734	9.33062461723e-05	6.4052975772e-06
a	0.106767006022	0.232190433813	0.59519261299	0.0646008133284	0.000918408816337	0.000230667441578	9.70381232908e-05	2.98080202573e-06
e	0.0432331260073	0.209437181271	0.536102027663	0.209035384443	0.00193971137211	0.000173650513859	7.60628323303e-05	2.82932250858e-06
n	0.0189480938024	0.15343873709	0.432142079221	0.359855704814	0.0108513448907	0.00091555067462	0.0237968696408	5.15698024029e-05
è	0.00878668306747	0.0757946028633	0.305178953074	0.559474801605	0.0178041169636	0.00122799410154	0.0316662163919	6.6608018551e-05
f	0.00415247322249	0.0298503367878	0.196619314358	0.733771693868	0.0217266789879	0.00250367974385	0.011335930409	3.9923608267e-05
a	0.0037277326075	0.0243691242626	0.127606422119	0.727479577956	0.106925372996	0.00523042854795	0.004625855413	3.5544063089e-05
m	0.0035745741025	0.0205948407542	0.051013337373	0.559330592652	0.225881034332	0.0108178912827	0.128227121981	0.000560646340363
è	0.00170960682083	0.00886405908473	0.023925799791	0.459971684217	0.312373494777	0.0230507094276	0.169372837069	0.000731824507888
n	0.00134360402694	0.0112404218616	0.016524582597	0.437761314739	0.342885638259	0.0961584414759	0.0903946237647	0.00369140006373
a	0.00965061487565	0.0152900809539	0.0154042113657	0.266545434246	0.427307212753	0.193289347159	0.0677605852549	0.00475252244458
m	0.0119111478819	0.00968287424797	0.00869574855523	0.115875996082	0.510171284251	0.21743379572	0.122718887418	0.00351024773819
a	0.00420274012197	0.00341369675599	0.00340505707174	0.0527828143607	0.465766268084	0.328889991907	0.138431736639	0.00310768007606
i	0.00324692994532	0.00236392962866	0.00154824744391	0.0239158246536	0.325705946028	0.482685810636	0.155555973046	0.00497735102202
a	0.00583999831511	0.00262407584289	0.0021782372813	0.0121490597512	0.178585008676	0.611893790212	0.180148447015	0.00658140540734
r	0.00492153697304	0.00160734110363	0.00205571469877	0.0067654661004	0.101242844892	0.522140313404	0.336819458338	0.0244473337024
ù	0.00173600179568	0.000569896920543	0.00075964155459	0.00245957250347	0.039790430464	0.283334881135	0.636338939446	0.0350106135675
s	0.000637647007427	0.000221564005648	0.000296241219797	0.000929013109623	0.0154476798447	0.155130511378	0.807036013149	0.0203013071892
t	0.000217306308009	7.39648827893e-05	0.000102122037199	0.000312718582441	0.0052124814969	0.0544828511993	0.925846984383	0.0137515830631
i	8.82289693363e-05	3.05137377031e-05	4.32618013997e-05	0.000111420399914	0.00175422704997	0.0183937467798	0.865371374794	0.114207242688
k	4.15443344788e-05	1.60172122044e-05	2.22470099999e-05	4.52158653047e-05	0.000666834692323	0.0149144505666	0.835557991598	0.148735713896
o	4.06594795263e-05	2.14702543715e-05	2.22159515333e-05	2.92128197682e-05	0.000306622225441	0.0136908384455	0.660151797199	0.325737220965
</S>	6.00803247632e-05	3.48707501857e-05	3.15699987667e-05	3.28930813841e-05	0.00017175537972	0.00695372910775	0.423217048599	0.569498110482
