 	mia	figlia	vuole	andare	</S>
i	0.63319002	0.36425758075	0.002423729764	0.00012435887	4.29165235e-06
k	0.623840793333	0.372535999583	0.00278173115467	0.0008253917	1.60487081167e-05
i	0.534333159978	0.462759272528	0.00190672155156	0.000982824284633	1.80017106722e-05
a	0.181117209826	0.816369790843	0.00217392811719	0.000332396447844	6.7113444574e-06
t	0.063127512242	0.912020043614	0.0235962459391	0.00106873325095	0.000187491696752
è	0.0233871571273	0.939025361205	0.036027929313	0.00131176228908	0.000247786211251
r	0.0087210770891	0.968259853735	0.022473588771	0.000462263161793	8.32367708503e-05
a	0.0298474586964	0.748900317912	0.21737847659	0.00323681691393	0.000636963578383
m	0.0376631958988	0.401621529304	0.522839208863	0.0355584879713	0.00231759799279
u	0.0142440042096	0.205744038768	0.730337919621	0.0457518686571	0.0039221871976
i	0.00625401944653	0.0891406379227	0.857503629874	0.0433072688857	0.0037944821992
t	0.00358866841551	0.0341631247742	0.794463399958	0.141263019629	0.0265218153331
è	0.00164693598517	0.0181638860581	0.692871966653	0.25098632321	0.036330897111
l	0.00121124637506	0.021602717686	0.580097148884	0.37935979107	0.0177291221703
i	0.0120504377917	0.0202592592287	0.328583383295	0.55438896369	0.0847180031901
n	0.0154488058206	0.0101297567429	0.124735661765	0.731459174563	0.11822663773
a	0.00563763619687	0.0042621016343	0.0497472129883	0.762713164854	0.177639909243
p	0.00224598206429	0.0015869927691	0.0191647750628	0.767561708285	0.209440581414
à	0.000770532903097	0.0005569460807	0.0081348985876	0.891205136095	0.099332535138
i	0.00182798821737	0.000771039580233	0.00333672106253	0.640847798032	0.353216474713
</S>	0.00326110310868	0.00123402914012	0.00205084048127	0.342375228016	0.651078787357
