 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.607851805	0.00919198745	0.36054639054	0.0184640532834	0.0026074700305	8.3017841461e-05	0.00109513759001	3.9597130363e-05	2.4723582375e-06	9.12012134365e-05	3.037757135e-06	6.8953674878e-06	3.9064236902e-06	8.788131035e-07	3.9683697425e-06	7.0630957475e-07	4.1705940285e-07	7.038114995e-06
ò	0.550079028333	0.0668686854833	0.360635543013	0.0184686603085	0.00260914150067	8.31138237403e-05	0.00109535278064	3.97537325877e-05	2.4930994725e-06	9.12526078555e-05	3.06651834033e-06	6.89334374593e-06	3.9856544834e-06	8.83941015167e-07	3.9658068245e-06	7.10089791583e-07	4.17737265617e-07	7.051197947e-06
t	0.700282256111	0.168939195161	0.123233680171	0.00621260037683	0.00087509356139	2.81221415168e-05	0.000372925576513	1.36288837626e-05	8.969276075e-07	3.20027977618e-05	1.08785051544e-06	2.50102839864e-06	1.4469114358e-06	3.19466801056e-07	1.42477401183e-06	2.52362033861e-07	1.44418197539e-07	2.470881891e-06
t	0.652631418704	0.29293978172	0.0512388757237	0.00260591618561	0.000329605084463	1.82716838556e-05	0.000143942267171	7.75516802087e-06	3.27133682583e-06	2.23587556873e-05	3.71331701181e-06	1.06937403662e-05	4.2988431666e-06	2.98127274902e-06	2.07075898306e-05	1.55549911462e-06	7.6830562018e-07	1.40968705903e-05
i	0.445817959568	0.50869492724	0.0409638889079	0.00339794096187	0.000884523521488	3.64135159519e-05	7.71794617237e-05	2.11072053403e-05	4.90876600861e-06	1.98793908958e-05	5.66258740394e-06	1.33310170287e-05	8.87064438887e-06	4.01042355967e-06	2.71495884769e-05	2.10787073821e-06	1.08422736673e-06	1.90228088968e-05
i	0.211183335523	0.74306305908	0.0411522863026	0.00335856966396	0.0010920151805	3.5343225984e-05	4.59324625746e-05	2.38898992801e-05	2.56601731287e-06	9.0348718386e-06	3.03165655965e-06	4.56696501623e-06	6.75340897296e-06	1.50506296889e-06	9.1756661123e-06	8.3874014607e-07	4.8775870391e-07	7.5694017856e-06
v	0.0847965041743	0.79724948636	0.108998754434	0.00767912399799	0.0008602265335	0.000104939170995	0.000187140579525	7.97717229267e-05	6.75227268096e-06	1.64942701529e-05	3.03172321155e-06	6.02791310541e-06	2.89150856765e-06	1.08769102863e-06	4.40577095743e-06	4.37699292023e-07	1.9935980297e-07	2.67089265187e-06
ò	0.0317567713914	0.656051155453	0.300327918145	0.0106008259993	0.0007643149845	0.000127022745265	0.000231587475675	9.72678416089e-05	8.11960661032e-06	1.8881432111e-05	3.00726510385e-06	6.5010179618e-06	1.48099289322e-06	9.44756035043e-07	2.80725839261e-06	3.00540620008e-07	8.855737709e-08	9.53104406623e-07
e	0.0128861941305	0.532500878484	0.444641119382	0.00923167066643	0.000536673678167	4.51681391883e-05	0.000106718787725	3.4058520603e-05	2.79503696344e-06	8.83637376367e-06	1.11208520462e-06	2.2030776256e-06	6.8385348174e-07	3.35960322848e-07	9.65921601003e-07	1.14216590003e-07	3.35969847967e-08	4.59088021541e-07
g	0.0059184422735	0.372431516161	0.589519806461	0.0315542962221	0.000465871936056	1.91753830294e-05	6.76378769083e-05	1.29543917677e-05	1.04098861781e-06	6.54889592122e-06	4.79684067207e-07	1.02831979687e-06	4.0477001858e-07	1.34797897283e-07	4.07606597001e-07	4.9251732001e-08	1.45679349656e-08	2.8821223128e-07
h	0.00216151672117	0.159243876054	0.796351002154	0.041897206074	0.000264677775352	2.39070771431e-05	3.94847433028e-05	6.31023738923e-06	8.75450692603e-07	4.79723677374e-06	6.52404118069e-07	1.49522180896e-06	7.57251917527e-07	2.62272679761e-07	1.364315699e-06	1.06353662e-07	4.18748286885e-08	1.77616966786e-06
è	0.00093335368039	0.0726022393513	0.892459767385	0.0335960636913	0.000337700088451	2.56609766477e-05	2.96643507676e-05	4.18532912974e-06	8.01008507534e-07	3.26150385791e-06	7.10837765023e-07	1.39272553942e-06	8.87349645842e-07	3.00971161254e-07	1.62647494267e-06	1.26129521133e-07	5.10394029628e-08	2.27764288395e-06
n	0.00147906410013	0.119698113117	0.786990489128	0.0905442888971	0.000982189562817	0.000155620767816	6.69960132559e-05	1.85784250432e-05	9.06599554584e-06	2.24939327526e-05	2.94283841401e-06	1.58710031162e-05	1.81750028861e-06	1.30348224508e-06	7.65467569056e-06	2.65897054178e-07	6.24195043876e-08	3.17822362265e-06
