 	dove	aveva	per	stare	non	aveva	</S>
p	0.899363725	0.0975730795	0.0002772237665	0.001758206538	9.714459e-06	0.0010163148757	1.86164206e-06
u	0.588156428333	0.406631273167	0.0016651421555	0.001801691486	0.000723376963	0.0010174286253	4.72327435333e-06
ì	0.220615342778	0.767394991056	0.00571691805183	0.00134639616867	0.00457393265433	0.000343642162167	8.75347411778e-06
c	0.0789043570593	0.896738487019	0.0135277496839	0.00550396265622	0.00514265255344	0.000173064874389	9.65707617259e-06
h	0.0302833873864	0.940723365673	0.017637967228	0.00945450355207	0.00173062354481	0.000159167531463	1.09301921909e-05
e	0.0132746417288	0.711736711891	0.245352647409	0.027279810184	0.00188990553994	0.000424160750488	4.2116103397e-05
n	0.00532919214293	0.321181581964	0.56360688247	0.105060816728	0.00194167181431	0.00282637615016	5.34879971323e-05
a	0.00376630078098	0.117222420455	0.528542060823	0.316821392243	0.0276132269058	0.00559571005005	0.000438928158377
s	0.00299249847366	0.0450408616183	0.402239233608	0.493406334081	0.0365189934019	0.0189473416834	0.000854793636126
t	0.00113479204122	0.0232898948728	0.385906804536	0.457323114694	0.0139167975006	0.114709831561	0.00371876866204
a	0.000606402570407	0.0130231131243	0.321476548179	0.409914444898	0.0347981911002	0.21213732052	0.00804396888735
s	0.000502868163469	0.0192197465414	0.242364599393	0.380096814966	0.0448549187001	0.285909330173	0.0270517522958
ì	0.000391955581156	0.0208394078805	0.144184599364	0.268297191655	0.246900414567	0.269328956724	0.0500575190986
e	0.00157781490039	0.00925982266017	0.051943511688	0.147475807885	0.477887988189	0.214384508908	0.0974705713662
n	0.00196939061346	0.00532661005339	0.0195544957293	0.093252243295	0.334358596396	0.430673106303	0.114865583789
ì	0.00079212822782	0.0020731800078	0.00711610629977	0.0637622320983	0.132606838132	0.717302892101	0.0763466745963
c	0.000333816667273	0.000834317238267	0.00242651618326	0.0252753787994	0.061022222044	0.862930824034	0.0471769471988
h	0.000129738416091	0.000297205822422	0.00084295956992	0.0100311354998	0.0229651794347	0.943145091345	0.0225886815329
e	0.00012128355103	0.000174825301474	0.000286846194473	0.0038538907266	0.00964327023157	0.661221198448	0.324698670644
</S>	0.000169987725515	0.000195122695737	0.000148435130736	0.0021672305033	0.00778392311578	0.353335101224	0.636200185322
