 	non	ti	dimentichiamo	mai	</S>
e	0.539580845	0.45658188	0.002894507175	0.00089786942	4.4881085e-05
s	0.316167338333	0.63093074	0.0514217041583	0.00141457454	6.5639615e-05
e	0.168102990111	0.72018967	0.109989778053	0.00164345874667	7.40987183333e-05
a	0.0633634238703	0.563352061333	0.369918402684	0.00325569298222	0.000110426656111
l	0.0223710481901	0.251211731778	0.712777567561	0.0121519977274	0.00148768606537
l	0.00877050563003	0.129326432593	0.84033662252	0.0194357272425	0.00213077659846
i	0.0212223533767	0.0706521438643	0.680420417507	0.197586730748	0.0301184173428
m	0.0251365329822	0.0326993552881	0.637647682502	0.263853644916	0.0406628016476
o	0.0094477450174	0.0173671802294	0.533292593167	0.418426049639	0.0214664037492
n	0.00444566329247	0.0092654672098	0.270804270056	0.67325344988	0.0422310925831
ù	0.00181913695749	0.0058715373366	0.175966410185	0.773210266627	0.0431325977944
m	0.00092601657583	0.0056496267122	0.061277943695	0.915977888876	0.0161684771981
e	0.00099849830861	0.0059412288374	0.028529309365	0.885775579625	0.0787553253994
m	0.00077918558287	0.00309666476247	0.0199255857883	0.869669773208	0.106528729466
à	0.000325165300957	0.00151664461082	0.0115424321294	0.934078624403	0.052537090822
i	0.000518040726986	0.000987871053607	0.00487904564313	0.645637960801	0.347977056941
</S>	0.000796946963493	0.000978389591803	0.00342004192157	0.3382426294	0.656561978471
