 	può	che	sono	ancora	svegli	</S>
i	0.96389163	0.0321211925	0.003206541622	0.000593161605	0.0001855951265	1.9031215e-06
s	0.92935638	0.0661233641667	0.00370751500733	0.000595517115667	0.000215327722167	1.8865114e-06
ò	0.92458939	0.0724393373889	0.00263868353578	0.000215381720222	0.000115664548722	1.51610869e-06
z	0.741639063333	0.228205471796	0.0298843160119	0.000194348457741	7.59496709073e-05	8.30688353333e-07
i	0.377489877778	0.476988857265	0.136998185337	0.00704654236925	0.0014565759503	1.99152494844e-05
k	0.144325673826	0.509401552422	0.334590128446	0.00951395678975	0.0021424274501	2.62275527615e-05
a	0.050882438442	0.337024964141	0.600437829482	0.0105412539299	0.00110206274337	1.14378213205e-05
ì	0.0189389484807	0.142981174047	0.816711763161	0.0207402709766	0.00061317232779	1.46672082402e-05
n	0.00915867356023	0.057254972349	0.90341518772	0.0266220286589	0.00343991382926	0.000109200767747
e	0.0377007788534	0.044873981783	0.686236755907	0.206956400553	0.0236195814431	0.000612469832582
a	0.0461396997178	0.0355659186943	0.306975806302	0.581535666851	0.029066087681	0.000716811425861
n	0.0170357891393	0.0128496364314	0.136102213101	0.681910482284	0.150545866427	0.00155601439029
k	0.117426185513	0.0072298382438	0.076077485367	0.433832144095	0.347670872142	0.0177635081301
ò	0.164198256171	0.0060052946146	0.040139212789	0.401928154698	0.365603307381	0.0221258020434
r	0.069250910737	0.0034172134382	0.0258798449297	0.672180968233	0.221309811127	0.00796124921447
a	0.115782887926	0.0061346151794	0.0159888189766	0.614202169411	0.179401845709	0.0684896356048
a	0.131721300809	0.00702626503647	0.0115162029789	0.33526703647	0.41173854857	0.102730653535
t	0.0444766501863	0.00236360054516	0.00440312097963	0.204127222157	0.65461160619	0.090017842845
s	0.0149496625354	0.000800075339387	0.00205835205321	0.122199547386	0.758272992063	0.101719360948
ù	0.00512156647013	0.000277854774462	0.000841225067737	0.0825705657953	0.823937464021	0.0872512469827
n	0.00178900266504	0.000105003745487	0.000347064027912	0.0639220685984	0.878291934674	0.0555448351609
n	0.00100757806168	4.5582966829e-05	0.000160170047637	0.0476016965328	0.919498124891	0.031686771887
i	0.000979105587227	2.1707788943e-05	6.06282557457e-05	0.0229460563443	0.92879192163	0.0472005479623
t	0.000600932059642	9.28457444767e-06	2.53542954486e-05	0.0114097426148	0.924255253877	0.0636994613208
i	0.000329513703781	1.03501729492e-05	1.56460951495e-05	0.00673406027827	0.637071476292	0.355838979107
</S>	0.000356758081891	1.53418549746e-05	1.44115525747e-05	0.00346622924913	0.347875375646	0.648271889554
