 	io	non	ho	niente	da	mangiare	</S>
e	0.925957135	0.069768009	0.00160984815	0.002586617797	6.667592015e-05	1.01074175e-05	1.5898609e-06
v	0.874173691667	0.0953563823333	0.00385099271667	0.024673844799	0.00126239199005	0.000253517089167	0.0004291344067
ò	0.549458182889	0.397953447444	0.0173702375056	0.032387256733	0.00184638266335	0.000394876153056	0.0005896015089
e	0.202758105296	0.742888349148	0.0310368298352	0.0216054540443	0.00126977622112	0.000221186224352	0.0002202713713
n	0.082604356432	0.574793776383	0.296088000612	0.0383073646814	0.00357442407371	0.00449658080812	0.000135412918767
è	0.0301361719773	0.233332832128	0.380823054537	0.34488006156	0.00481576659124	0.00590838345537	0.000103618525922
c	0.0110513946924	0.095523412376	0.379676239179	0.50016490052	0.0113086317637	0.00222878157112	4.65565573073e-05
h	0.00415409419747	0.0357008040587	0.383231424726	0.562148213507	0.0136528715546	0.00106400225371	4.85806814358e-05
o	0.00268371909916	0.0382192929529	0.153134299909	0.742931881169	0.0614212941515	0.0013251742479	0.000284351027145
t	0.00216853778639	0.039082144051	0.069821125303	0.635539037056	0.248302971384	0.00472201308263	0.000364148049048
ì	0.000835727015463	0.0144244067503	0.0293848412677	0.480256479019	0.465546113795	0.00933239636088	0.000220033409683
p	0.000404982107821	0.0061632809401	0.0121816757892	0.302182473006	0.637686027932	0.0411313631203	0.000250216706561
o	0.00205991120527	0.00916738167003	0.00695452886307	0.133068208335	0.700041609311	0.129369014373	0.0193393405189
t	0.00259531597464	0.0100507554487	0.00361318625102	0.0597961407783	0.620019056437	0.276951634791	0.0269738865063
i	0.00100726193776	0.00351858266157	0.00131132985701	0.0298417863928	0.492791752146	0.402569538264	0.0689597101688
n	0.00047990091592	0.00137214842186	0.00059760291567	0.0145522199309	0.416627547382	0.466815106088	0.0995554560563
a	0.000232075441973	0.000548414445287	0.00034637399689	0.0087374370603	0.286808242461	0.596851168696	0.106476291352
f	0.000149504084558	0.000238478877496	0.00015104256963	0.00320834003677	0.118033232154	0.700636789565	0.177582623784
à	5.5789451086e-05	0.000103252670232	6.75271908767e-05	0.00129506691826	0.0519235314847	0.795182029855	0.151372819595
o	0.000112765369362	0.000113981232077	6.28068789589e-05	0.000504197212087	0.0182626099616	0.608161156618	0.372782474865
</S>	0.000192084924681	0.000142035071038	8.45571094794e-05	0.000349655006044	0.0092419350308	0.328218998309	0.661770702433
