 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.74374573	0.237949455	0.014665317333	0.0034724236501	9.5822192875e-06	3.52027496e-06	0.000120466660935	1.053862889e-06	3.0025673205e-05	1.6490374635e-06	2.329268449e-07	5.10708557e-07
m	0.72024263	0.249495470667	0.023861965111	0.00421634568337	0.0017354030741	0.000274401977553	0.000133828946978	3.155705163e-06	3.03995345683e-05	4.81993988783e-06	8.78077074967e-07	6.77101672333e-07
a	0.629402843333	0.172299265889	0.19305480837	0.00249655676112	0.00230440179913	0.000362438037968	5.97517011593e-05	3.160128448e-06	1.06033090494e-05	4.79150096828e-06	9.40189733856e-07	4.45930300778e-07
r	0.301047367444	0.143418897963	0.546842659457	0.00631833965371	0.00187138317414	0.000441553174773	4.22570525531e-05	3.235163543e-06	3.86403087647e-06	9.27864982843e-06	8.94891120152e-07	2.90481410259e-07
ì	0.110551274981	0.0640473349877	0.813998309819	0.00915389005124	0.00172759307361	0.000468102681571	3.6603403651e-05	3.270876196e-06	1.75872574549e-06	1.07835274628e-05	8.80867963151e-07	2.06033021086e-07
o	0.0433947664937	0.0326211463292	0.909803303273	0.0132787761837	0.000598207673437	0.000173945263837	0.00012077033735	1.252145497e-06	2.8114733685e-06	4.21495104093e-06	3.23935090817e-07	4.96497371362e-07
t	0.0180704024312	0.0196306955097	0.916720901091	0.0447541150612	0.000549739724479	0.000118153097946	0.000149558246783	6.23301442333e-07	2.9846951095e-06	2.13549599031e-06	1.44630144606e-07	5.81899842687e-07
è	0.0063903970004	0.0075188783699	0.90640291703	0.0790113763537	0.000529943004826	8.44171093153e-05	5.90965875943e-05	3.08563470778e-07	1.54822882317e-06	8.75733650103e-07	5.96119108687e-08	2.01550319796e-07
l	0.00302901032347	0.0036352543233	0.880659822343	0.112144878785	0.000413701631609	7.42540664384e-05	4.07000881981e-05	2.75495320259e-07	1.10999229439e-06	6.20714926701e-07	1.62231941956e-07	2.10211326599e-07
i	0.0216665141745	0.0117928411744	0.620599020781	0.340521172928	0.0015726002772	0.00140909543881	0.00232367719407	7.30461814009e-06	7.83978271515e-05	2.53833929756e-05	1.05640685732e-06	2.9733990422e-06
