 	è	che	è	entrato	da	qui	</S>
è	0.656155795	0.283621849	0.05812988805	0.0014316526735	0.0006335798241	2.11536942e-05	6.0918868e-06
n	0.459153105	0.470105593	0.0600258347833	0.0093274722245	0.000962836741367	0.000416251639733	8.9151836e-06
a	0.292281248	0.506737671	0.187589397028	0.0118534042415	0.000853627013789	0.000632803963244	5.18387998667e-05
m	0.103158786167	0.371112070333	0.234534194676	0.274370939581	0.00892243483793	0.00652065950441	0.00138089204329
b	0.0359737827223	0.169447158444	0.087884960892	0.680696846527	0.013955755946	0.0102138896681	0.0018276330411
ì	0.0256995244074	0.102448687815	0.307312370631	0.550905120176	0.00770926771533	0.00526318973603	0.0006618482767
k	0.0259134541358	0.082740474605	0.382338622877	0.488246944725	0.00738819797178	0.00566475925868	0.0077075745619
e	0.0211959057119	0.143789786868	0.261641023626	0.475112076908	0.0576646409906	0.0268852907529	0.0137113455206
a	0.017348037104	0.160868136623	0.232854298875	0.210742567636	0.308002483664	0.0538091135843	0.0163754148402
p	0.008041619637	0.0585703643943	0.0943116118917	0.149379951212	0.594370394555	0.0587707138614	0.0365553739467
ò	0.00277081082467	0.0219326959848	0.0338961485639	0.0898623290707	0.567760888185	0.243757613954	0.0400195213156
t	0.00101533908256	0.00974271971827	0.013420009988	0.0529543630236	0.572034519395	0.325822944651	0.0250101151052
t	0.000350693114187	0.00347842898609	0.00465688810767	0.0484455266745	0.551345573132	0.337933434884	0.0537894697017
u	0.000410556860396	0.00140830896536	0.00161390740756	0.0254045384048	0.282300699711	0.451395768295	0.237466243234
</S>	0.000635854430198	0.00091840640268	0.00087354929378	0.0130717899724	0.148366762856	0.446095519148	0.390038146617
