 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.752625865	0.2196390485	0.025627239595	0.0017940029575	0.0003110065655	2.81826995e-06
s	0.536233455	0.371730362833	0.0896013615317	0.00210305856917	0.000329094973167	2.67679255e-06
o	0.387521868333	0.408105414278	0.189177807177	0.0109749767064	0.00418279294239	3.719503325e-05
s	0.225556998244	0.330624698093	0.421243102392	0.0170275499021	0.00549912382413	4.859799647e-05
e	0.0774748010147	0.194946419364	0.706954300797	0.0183329913007	0.00226910465138	2.24267495433e-05
è	0.0296806656382	0.107536861788	0.838596090266	0.0227382867669	0.00141376381713	3.43750851811e-05
m	0.0122093173494	0.0613742304627	0.906999403422	0.018591855589	0.000790450209043	3.4774549727e-05
b	0.00841582608647	0.0330009530209	0.871152717807	0.082304981863	0.00431494027301	0.000810574924576
i	0.0160122063622	0.0330832013403	0.569081257602	0.341218427288	0.039188871091	0.00141599144153
à	0.0192907201207	0.0239442074468	0.248542580867	0.642297195763	0.064005973697	0.00191931598051
t	0.0115020637036	0.0103411790156	0.141089643622	0.785971531921	0.0492666795657	0.00182892640684
t	0.0042866695312	0.00461946793853	0.0872471725407	0.848610643974	0.0536921148552	0.00154394098228
i	0.00364582024373	0.00237617654618	0.0343977035136	0.694422634658	0.253835348285	0.0113223473274
f	0.00301334211391	0.00107624471539	0.0158397533712	0.433748664886	0.527893616095	0.0184284191091
i	0.00102822186597	0.000462076213463	0.0072505549304	0.240609277629	0.661764405365	0.088885497703
n	0.00038853650399	0.000281690636154	0.0026792853168	0.0943899458763	0.780459925122	0.121800624568
è	0.00017882949333	0.000246535828718	0.0011284350296	0.0442552776254	0.896809031707	0.057381870856
s	9.15701477767e-05	0.000122656574239	0.000413481388867	0.0170424145085	0.943166923902	0.0391629176187
t	0.000130045080592	6.6810004413e-05	0.000174421171789	0.0066345876695	0.953400187967	0.0395939418729
r	0.000132821563197	3.8906423471e-05	6.39848240963e-05	0.0030804988065	0.973413949322	0.023269865091
a	0.000104157570732	2.21615054903e-05	2.79048405321e-05	0.00135964807217	0.666540718774	0.331945430164
</S>	0.000139834635366	2.08144287451e-05	2.06658995161e-05	0.000742981166085	0.348177832887	0.650897895082
