 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.8338998	0.149895479	0.015685934585	0.0002045729745	1.921293045e-05	1.20906103e-05	0.000266445189	2.840545125e-06	1.183527985e-05	2.683934525e-07	1.903763875e-07	7.26976641e-07	1.477839385e-07	4.4015899e-07
n	0.51101381	0.441856859667	0.043827408195	0.00223535986817	0.00036545694615	0.000156247804433	0.000267091243833	0.000120893118708	0.000153678868617	4.96175784167e-07	8.00438835833e-07	1.21114408033e-06	2.01838896167e-07	5.2412027e-07
ì	0.1747377792	0.776368619889	0.044980155065	0.00279522432272	0.00046982211755	0.000196808953211	9.62128794443e-05	0.000159170498203	0.000193656042306	3.97724042856e-07	8.81173767511e-07	9.14339635777e-07	1.25240224022e-07	2.89065043e-07
c	0.0595640947	0.89614282663	0.042664392355	0.00123216722757	0.000168158012683	6.80745264703e-05	3.77716497248e-05	5.39429728343e-05	6.77369335353e-05	1.39435825752e-07	3.0248319207e-07	3.22321499926e-07	4.34002021073e-08	1.04738324e-07
h	0.0209755172333	0.922631318877	0.0554641864517	0.00077680237919	6.92296222277e-05	2.51015564234e-05	1.29514422849e-05	1.83885437681e-05	2.61667699784e-05	6.34313999173e-08	1.14706371357e-07	1.14583003142e-07	2.33283095024e-08	8.9404548e-08
e	0.0095843821111	0.729624319626	0.257345646151	0.00312022184306	0.000183075627409	6.15334394078e-05	3.41077005616e-05	1.74977412794e-05	2.88392501261e-05	5.30136026391e-08	7.03129637857e-08	1.56494175214e-07	1.99987458341e-08	1.08251989333e-07
t	0.00524677748837	0.392757609875	0.545684348717	0.0545414716144	0.0015182700158	0.000149687559803	4.15899792872e-05	2.69238657598e-05	3.29578303754e-05	4.74700735464e-08	6.46667062619e-08	1.92944275071e-07	1.22277459447e-08	6.5417457311e-08
o	0.00208661894746	0.208550671958	0.648474869572	0.134599357205	0.00568830727193	0.000326285443268	0.000228772538862	2.83122685866e-05	1.63483328585e-05	3.04018485155e-08	4.62533904206e-08	2.47384705024e-07	7.9941178149e-09	1.25568826637e-07
r	0.00103824782582	0.115853755986	0.574962296524	0.280163262402	0.025067714424	0.00236804838109	0.000312801006287	0.000164797882862	6.67427046862e-05	3.23276495505e-07	4.35036546807e-07	1.42437464834e-06	1.63416204383e-08	1.50272570212e-07
ì	0.000540347295273	0.0795380319953	0.421282738841	0.426851910801	0.0591170804747	0.00710628746036	0.00526190082876	0.000216549847621	8.24241339954e-05	4.23232718835e-07	5.63507315602e-07	1.68257033945e-06	1.89397108128e-08	7.34969007373e-08
