 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.564431855	0.426054695	0.00886763652	0.000613478455	2.02716068e-05	9.17728475e-06	6.8226918e-07	2.1773318e-06
t	0.315621841667	0.668312421667	0.0153018665067	0.000676285351667	7.09940009333e-05	9.19967415e-06	4.82792104667e-06	2.5385398e-06
è	0.153599643222	0.831866963889	0.0141152336022	0.000329752527222	7.57984384111e-05	4.36833636333e-06	6.04067242889e-06	2.19415589333e-06
l	0.054391132174	0.919512121296	0.0256600613007	0.000394578869074	3.72161955704e-05	1.78799829444e-06	2.29635192296e-06	8.0244046111e-07
i	0.034243780158	0.692523693765	0.262922104434	0.0101153762397	9.09358331901e-05	8.83476063581e-05	1.40754747432e-06	1.4343861557e-05
f	0.0269382815527	0.398841151255	0.554595768145	0.0187703947466	0.000702126071063	0.000129041923119	3.78112662477e-06	1.94087496523e-05
a	0.0102336521176	0.234041814752	0.738571736048	0.0162458132489	0.000840105199788	5.53682159063e-05	4.21072046092e-06	7.28048476077e-06
m	0.00511433860587	0.0971181909173	0.850964812016	0.0400511204163	0.00565300450936	0.000371967592502	0.000393638932073	0.000332938734997
o	0.00366085296862	0.0477379353058	0.840775470672	0.0990913248054	0.00728977232145	0.000479220797734	0.000523474070324	0.000441957746099
n	0.00361876808954	0.0206415504353	0.641732773557	0.294498278268	0.0345473572588	0.00418867999948	0.000435193616408	0.0003373911498
o	0.00321407672985	0.0101042218118	0.363777724519	0.572294839423	0.0443813979529	0.00551640537983	0.000405887440836	0.000305438577933
f	0.00169633444995	0.00494399840393	0.240650658173	0.690568709808	0.057194524851	0.00249310007328	0.00127744738231	0.00117526018731
a	0.000802718389983	0.00279961382798	0.158675946058	0.769757286603	0.063431056617	0.00150228943109	0.0015680054381	0.00146312713417
m	0.000609374996661	0.00210701260266	0.0850213553527	0.758723748868	0.146661143872	0.00307151011703	0.00209110679003	0.00171475934979
è	0.000529492275554	0.00202855966755	0.0489694517842	0.751437969623	0.189100529624	0.00386762667234	0.00226770168901	0.0017986547366
n	0.00597417443518	0.0156229882559	0.0553615805947	0.788867889874	0.121767481541	0.00585271139078	0.004257747322	0.0022954066322
o	0.0255948484784	0.030289504752	0.0605095318649	0.588333579958	0.22803996718	0.0584444364636	0.00525713440733	0.00353097611073
o	0.0283868588261	0.0222186217507	0.0350490321216	0.314918813319	0.453968232393	0.140474325488	0.00227924683578	0.00270486873691
l	0.0114298970474	0.00922892259357	0.0127549724539	0.140890769106	0.678875644131	0.138262878496	0.00599962834526	0.00255727854564
i	0.0039248393878	0.00336643555452	0.00456580270797	0.0598431510353	0.669780881377	0.241249216165	0.00967237244842	0.00759724934855
m	0.00143348604593	0.00138869442151	0.00179105105932	0.0266445570118	0.477547583792	0.320461698722	0.145382547816	0.0253503544495
i	0.00053350361531	0.000587362663837	0.00071301728644	0.0125349925706	0.298456114597	0.349025626241	0.245760275939	0.0923891228165
a	0.00115186272177	0.00134408725461	0.000485855048813	0.00612387092353	0.138738861532	0.425121818747	0.237680025313	0.189353624272
f	0.00132787890942	0.0015621373342	0.000353265986438	0.00255860314784	0.0629987445107	0.311092079582	0.447641208438	0.172466055424
o	0.000454423415307	0.000540559061733	0.000131985270646	0.00099826893928	0.0327219991702	0.211621696527	0.564843159479	0.188687889141
r	0.000163930370969	0.000208075413578	5.89810045487e-05	0.000427961558427	0.0156059667234	0.181716950509	0.601248109826	0.200570023047
à	7.32356271897e-05	0.000102375839859	4.11133521829e-05	0.000227989771476	0.00910040067447	0.15125539517	0.695803383275	0.143396127682
</S>	6.24867350949e-05	8.10062849295e-05	4.84145880914e-05	0.000215233220738	0.00561004798724	0.154022897585	0.689351311638	0.150608653841
