 	le	canzone	si	scrivono	alla	notte	</S>
a	0.65961775	0.3374069146	0.0028082396455	5.782431385e-05	8.5985344e-06	9.8841505e-05	1.7908652e-06
t	0.36556512	0.615903681533	0.0171072623818	0.00126035495462	5.01433154667e-05	0.000110337915	3.0757609e-06
r	0.222398936667	0.747727670511	0.0279594307939	0.00180022067154	6.10832921556e-05	5.0138549e-05	2.48411086667e-06
a	0.146762898889	0.831074903504	0.0213323102646	0.000787759263847	2.32985285085e-05	1.789113e-05	9.41659164223e-07
ù	0.0613034156297	0.615185557835	0.297752360088	0.0249121033413	0.000571465573626	0.000272340946333	2.82194126341e-06
d	0.0226996198766	0.277618879278	0.653999023363	0.0444551351138	0.000836060191209	0.000387794565444	3.57494262114e-06
i	0.0226596206255	0.177847446426	0.764006064454	0.0340301680379	0.00088457109707	0.000558018338481	1.41610020737e-05
a	0.0235635488752	0.0985117078087	0.786296054818	0.0863033950126	0.00435194269902	0.000954134679494	1.92420107579e-05
g	0.00955868195507	0.0443076219362	0.620733894939	0.293690021671	0.030105054233	0.0015840098265	2.0746876986e-05
r	0.00329303210502	0.0645118909787	0.372744648313	0.495474007224	0.0622372780777	0.0016848880855	5.42337923287e-05
à	0.00161267845834	0.0706993036596	0.405288856104	0.459222415741	0.0616556943592	0.0014439124385	7.70627341096e-05
f	0.00107316483278	0.0289705502199	0.478567868701	0.418512785247	0.0694070264531	0.00340798264617	6.05887370365e-05
u	0.0172105726576	0.0226967844066	0.310206249567	0.395692645082	0.244496105484	0.00942115234872	0.000276477648012
t	0.0225374064412	0.0199502598689	0.142447558856	0.380008031694	0.405281265161	0.0292806781162	0.000494761622671
t	0.0075306700324	0.00922478502297	0.0655558452853	0.463626290565	0.412746505054	0.0405407170387	0.000775152594224
e	0.00313816497413	0.00596223820766	0.0307328256618	0.349928313522	0.567320468351	0.0396444303462	0.00327354473141
t	0.00167757359538	0.00313490522589	0.0194901224539	0.231768067841	0.63815918945	0.0928165181154	0.0129536255771
s	0.000572520809127	0.0015920842553	0.016106572818	0.23750963928	0.500472719817	0.219912892705	0.023833581859
e	0.000362715329709	0.00101020764177	0.00887806477267	0.151022553427	0.428085136606	0.313958677568	0.0966826832863
n	0.000303877943236	0.000725057913923	0.00642860242422	0.0975074314757	0.387544292202	0.367682299189	0.139808457762
ì	0.000510231494412	0.000600708337974	0.00548886144141	0.0755265847586	0.277735400734	0.46831365973	0.171824545921
t	0.000588690103471	0.000556174279325	0.00257718072714	0.0383368775195	0.265883303578	0.536485066577	0.155572698974
t	0.00037620825649	0.00263027882644	0.00124646803905	0.0254980382732	0.238825399193	0.669741922192	0.0616816483247
a	0.00041372307883	0.00568121000881	0.00051296591635	0.00902300727107	0.0934571987543	0.551036977397	0.339874894442
</S>	0.000405301454415	0.00665687875441	0.000287299038175	0.00454893425553	0.0470660109121	0.303661793698	0.637373797221
