 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.9575424	0.035299537	0.004366403823	0.0023317950525	0.00043099334775	2.75349707e-05	6.74165655e-07	6.96626065e-07
v	0.8577759	0.100576992333	0.0327629812743	0.00655893988417	0.00175156566925	0.0004422440709	2.9309177585e-05	0.000102110804822
ò	0.552962896667	0.193054307444	0.167881740425	0.0741724292947	0.0110556304564	0.0006470267003	5.59794275283e-05	0.000169993066607
s	0.226753431889	0.395756665815	0.268828080142	0.0949661504316	0.0132580250188	0.0003096068191	3.66606789428e-05	9.13726932157e-05
t	0.0853142058297	0.677432598605	0.192460497714	0.0396241234772	0.00500019752627	0.0001155204147	1.39126695476e-05	3.90004104186e-05
i	0.0337683201432	0.687960399535	0.251925136905	0.0237624888257	0.00247113409542	8.22317742333e-05	6.4814432492e-06	2.38469881395e-05
z	0.0156261923811	0.520880843178	0.444225078968	0.0161702019419	0.00287704206514	0.000201066894744	7.96858134973e-06	1.16194082132e-05
o	0.00792556412703	0.336303053059	0.592420309656	0.0543732546473	0.00873858845505	0.000225564956915	7.91064713991e-06	5.78446357107e-06
ì	0.00615951137568	0.142797507686	0.516140559885	0.304797914882	0.029927072485	0.000158041867638	3.95444653664e-06	1.54242311904e-05
m	0.00431547862523	0.060598179562	0.299720129962	0.502618688294	0.129255245162	0.00326743611255	0.000156074463312	6.87283503968e-05
m	0.00252396170841	0.281529585521	0.205962586654	0.340864949431	0.162376075054	0.00582160417085	0.000290731254437	0.000630484993466
u	0.00636623556947	0.36011016584	0.210468995551	0.209063586477	0.194865918351	0.017832997857	0.000311473684812	0.000980624597822
ì	0.00853461118982	0.136823415613	0.182578124517	0.203117598826	0.43472336945	0.0333570699523	0.000252956268937	0.000612865309274
m	0.00422258663994	0.0495636929477	0.0773248301723	0.156784046275	0.555327069817	0.154533344651	0.00189723033031	0.000347207729758
e	0.00654805845665	0.0247662490592	0.0363272433908	0.0918844056583	0.385923583272	0.44507030155	0.0077854259101	0.00169472539325
p	0.00728925071322	0.0162973634231	0.0209000735303	0.0330385260194	0.184063041091	0.692825507183	0.04277545697	0.00281076683108
à	0.00244579051007	0.00550452725403	0.00753835606343	0.0120688703065	0.0835271780303	0.829765889061	0.05728731099	0.00186206945703
n	0.00088972750469	0.00207033932768	0.00302497330781	0.00469646970217	0.0393186448434	0.852318396354	0.0826483189967	0.0150331688323
t	0.000434890541563	0.00679489830923	0.00201657023594	0.00193765198572	0.0197008621145	0.822462842118	0.106744382999	0.0399079342774
a	0.00114950293052	0.0116832354364	0.00270056907865	0.000750971406907	0.0106539329048	0.591688720706	0.200505524333	0.180867564759
p	0.00131821557301	0.0074372441897	0.00226750284822	0.000331392548969	0.00589788866827	0.268312103569	0.503440108111	0.21099560192
o	0.00044202759517	0.00248334406547	0.000763491642407	0.000122171783256	0.00223504296942	0.135841000523	0.723669636037	0.134443304307
l	0.00015027524349	0.00083886198049	0.000264517109802	4.3968520352e-05	0.000844269324473	0.0623640980077	0.815762878679	0.119731100436
e	5.55512032633e-05	0.000296495592163	9.83841336007e-05	1.65654061307e-05	0.000326162140824	0.0269712158359	0.81826043956	0.153975182479
m	2.60184470878e-05	0.000111050802054	4.32499175336e-05	7.47837959023e-06	0.000158238251608	0.0148596979453	0.817906539853	0.166887717493
i	1.37181067959e-05	4.40891733513e-05	2.21271422779e-05	4.31419918674e-06	9.55777078693e-05	0.00948367684843	0.824354293284	0.165982162498
m	9.2697503653e-06	2.21414884504e-05	1.43203411926e-05	2.24252405225e-06	4.52632212898e-05	0.00460029038281	0.826876464428	0.168429972499
m	1.39983247884e-05	0.000249892060817	5.78239117309e-05	2.95181688408e-06	3.92896994299e-05	0.00356149536094	0.666875424809	0.329199109166
è	4.72578715961e-05	0.000457887133606	0.000173561290577	1.14388639614e-05	0.00017972411081	0.00339530978698	0.48813949827	0.507595303055
n	0.000123874753865	0.000773470624535	0.000343527976859	2.27419186538e-05	0.000327629456937	0.00369865379566	0.42365052609	0.571059554352
a	0.000227328267955	0.00186858204151	0.000525803742286	2.16439335513e-05	0.000362293272312	0.00270728405189	0.223171348697	0.771115704784
</S>	0.000281631373977	0.00262343152075	0.000609859346143	1.68727992757e-05	0.000386223996156	0.00155272740595	0.125110324349	0.869418902392
