 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.993074	0.00465762115	0.001171948475	3.42192405e-05	0.00104806775	1.00735435e-05	2.505965575e-06	1.501099185e-06
n	0.870736666667	0.123259213917	0.00335241079167	0.0005910653875	0.00101754658633	0.0001566890475	0.000878568149175	7.812945685e-06
k	0.758692988889	0.194620367972	0.00430723616389	0.00235314112917	0.000457741818443	0.00141238070583	0.0254693815831	0.0126867443906
ò	0.614336396296	0.319401342657	0.0114013739546	0.00270832717639	0.000756179059481	0.00169733367294	0.0327913828024	0.0169076312952
r	0.424282198765	0.540968594219	0.0154712203182	0.0013715983588	0.00074889930216	0.00058413273018	0.0109348440017	0.0056385053374
a	0.274814751255	0.597595998073	0.108096659106	0.00705229205293	0.00619909934972	0.000633464811593	0.00369368022677	0.0019140522548
s	0.108656977885	0.680727132691	0.182070586369	0.017908539351	0.00801638754657	0.000665087659864	0.00128351634226	0.000671754768325
t	0.0387341472617	0.685813477564	0.196948682123	0.074008341117	0.00343701921219	0.000366323629288	0.00046325890742	0.000228738795166
e	0.0157703190872	0.450248802521	0.436542280708	0.0938549037057	0.00306233237073	0.000254521589096	0.00018547393694	8.13516150753e-05
m	0.0059839527624	0.31790839084	0.520318360236	0.152020187902	0.00249021579024	0.000952734855699	0.000248547253447	7.75921910451e-05
a	0.0022860470208	0.244620971947	0.528420553412	0.201364240967	0.0216568128967	0.00130446236523	0.000270458088149	7.64085415817e-05
r	0.00140682604027	0.103116172316	0.506368561137	0.345677645322	0.0295330265322	0.0124396180684	0.00138407823305	7.40215684272e-05
è	0.00119252194676	0.0491157884387	0.331652113712	0.558872548441	0.0389064944107	0.0184195661228	0.00176752990335	7.34146722424e-05
o	0.00376441574892	0.0232127246129	0.282627671237	0.56463972948	0.10302256147	0.0209314014743	0.00170070476012	0.000100788416847
c	0.00493451374964	0.010252274171	0.183976670412	0.527355109827	0.105773867157	0.159407195825	0.00707617202004	0.00122419098562
e	0.00221711108988	0.004468267057	0.103224828137	0.463982873276	0.105916232386	0.302368218608	0.01586855334	0.00195390506187
e	0.00469566036996	0.00243742655233	0.0685469695457	0.285297618759	0.238996600795	0.362463012869	0.0328984694467	0.00466427075396
n	0.00776804122332	0.00197432155078	0.0276639368819	0.11949732392	0.229003592598	0.522420677623	0.0807227148156	0.0109494535847
ì	0.00524043952444	0.00188353235026	0.0128281318273	0.0637307643067	0.0938584731993	0.653795212541	0.158787654939	0.0098758268949
n	0.00316957019148	0.00161949715009	0.00836186894243	0.0381961961022	0.0506038703998	0.711912737514	0.17462482498	0.0115114253316
e	0.00666831739716	0.00619987158336	0.00887354298081	0.0240349172674	0.0419132994666	0.540937457838	0.270057078327	0.101315511777
p	0.00699951829905	0.00739450703779	0.00694758545027	0.0107821992225	0.0300388580222	0.293994864613	0.500238972776	0.143603509259
r	0.00260333402318	0.00250294701093	0.00237971930876	0.00407032960417	0.0105054712497	0.180596467871	0.725821157592	0.0715205834197
ò	0.000912754221227	0.000896635991977	0.00104633817159	0.00169151541472	0.0052093614589	0.12195225229	0.760041019197	0.108250129473
n	0.000991928063742	0.000463338970659	0.000723891257197	0.00097377190824	0.0054669274863	0.114206260763	0.576628323066	0.300545579824
t	0.00118084555458	0.000415881036886	0.000388162915732	0.000549592272747	0.00387616073043	0.0596729393543	0.632061371022	0.301855069941
o	0.00069271244486	0.000416903512295	0.000190688475244	0.000280009924249	0.00138056082848	0.0207715957181	0.542607081674	0.43366048998
</S>	0.00048577511243	0.000389630146147	0.000159325997622	0.000181858037124	0.00079429343924	0.010646833109	0.298140457837	0.68920189499
