 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.96893528	0.0309361499	1.65079985e-05	0.000109564325	1.69652155e-06	4.37930155e-08	6.5126277e-07	1.0462563e-08	1.68108185e-09	1.80389375e-09	3.0174702e-08	1.867957375e-08
a	0.81256236	0.171011055967	0.00994443876583	0.006250830775	0.00015680541695	6.085682335e-07	7.30793815033e-05	5.80159866667e-08	5.809192425e-08	5.14629495833e-08	4.52453735333e-07	1.87899861417e-07
p	0.457734517667	0.519572835322	0.0133894628686	0.008983285525	0.000217390376983	3.11251101117e-06	9.72142702911e-05	1.10204145556e-06	1.13179028083e-07	7.80848145278e-08	6.23175273444e-07	2.47591733806e-07
e	0.181253480222	0.802803678441	0.0114414645695	0.00437583590833	8.7678095661e-05	3.38117368372e-06	3.2649847397e-05	1.40046922519e-06	7.44902133943e-08	3.64349440426e-08	2.41942950815e-07	8.8967762602e-08
d	0.0785087859407	0.899393012814	0.0135313401898	0.00837861476944	0.000156154380554	1.52850315746e-05	1.19171249423e-05	4.02624841506e-06	2.65767645165e-07	1.31238249214e-07	4.30538481605e-07	4.96376122007e-08
ì	0.0277287253136	0.944862624271	0.0164187733966	0.0107213249231	0.000238339496851	1.93030080115e-05	4.9759534141e-06	4.90224980369e-06	3.29632207922e-07	1.62947500138e-07	4.93993052202e-07	3.98973430669e-08
a	0.0150830065712	0.648242712424	0.174892805799	0.133897668308	0.0277071639623	8.32397651572e-05	7.07377512714e-05	3.33870876656e-06	3.88143508841e-07	4.64620517113e-07	1.61921896424e-05	2.27065148336e-06
e	0.0114985385237	0.229545858008	0.372630355266	0.278259499436	0.107674974654	0.000192195801719	0.000168586770424	3.65561032219e-06	4.62623482947e-07	6.04999915704e-07	2.21195881141e-05	3.14068024779e-06
s	0.0058531722079	0.0813647242027	0.326451261755	0.414845056479	0.168626311551	0.00258232671391	0.000226196370141	3.37083415074e-05	2.34691846098e-06	1.09340344857e-06	1.25490162714e-05	1.25116755926e-06
ò	0.00234578498263	0.0375075790676	0.163351216918	0.66533792216	0.127914080517	0.00331231086464	0.000174727993047	4.30035121225e-05	2.93051490133e-06	1.22285021586e-06	8.72549203713e-06	4.93802623753e-07
z	0.00347691454088	0.0251319503559	0.333027258639	0.539245847387	0.0975709835057	0.00143781451488	7.5516297349e-05	2.62987696608e-05	2.27304438144e-06	6.31110924953e-07	3.50277795904e-06	1.04821345525e-06
u	0.012222282847	0.0190095297853	0.480809049546	0.206577383462	0.278161827835	0.00285165727163	0.000299897909116	4.71864422203e-05	3.27242222715e-06	1.29011772832e-06	1.42587919863e-05	2.40031178508e-06
n	0.0187072812823	0.0141092098284	0.373826143182	0.102838193821	0.471470625945	0.0139865835905	0.00451991331637	0.00023336405074	3.98535278424e-05	1.91312427094e-05	0.000232688177329	1.70118123617e-05
e	0.0133470970941	0.0076156052428	0.248170237061	0.0720387662737	0.621284715315	0.0289809678635	0.00788136927212	0.00028038669358	5.24925576141e-05	2.48710077365e-05	0.000302576053776	2.08892260206e-05
f	0.00546102472603	0.0032651667476	0.10251127502	0.126077258758	0.658744818438	0.0968364292878	0.00535334799071	0.00116883560786	0.000386584730871	3.76898260788e-05	0.000137397029259	2.01575915735e-05
à	0.00189737613668	0.0015713849492	0.0508221216733	0.130016539586	0.677150816146	0.128698363096	0.0076902718969	0.00151536868595	0.000502869886957	4.16258968596e-05	7.3507978953e-05	1.97833240478e-05
i	0.00634697957889	0.0022223674164	0.0317149192244	0.0550252085287	0.716842458715	0.171641477699	0.0150145536323	0.000906375945317	0.000198695652319	1.82299804532e-05	6.13400655177e-05	7.41362620593e-06
t	0.0078443283263	0.00244285682547	0.0221459801415	0.0281458298429	0.511183789572	0.4011414059	0.0148314985441	0.0105994756818	0.00155619296411	4.05457901511e-05	6.47410575059e-05	3.38003149198e-06
