 	io	voglio	che	Maria	venga	qui	</S>
e	0.95454255	0.0434270811	0.0015633151875	0.00032962972865	0.00013439116135	1.55252503e-06	1.52252715e-06
v	0.77427431	0.217251987033	0.00577813849583	0.00195401762955	0.000468595707117	0.000173907418243	9.90423630167e-05
ò	0.427222097333	0.480623549011	0.0877284914986	0.00271024607652	0.00128567236904	0.000260994984748	0.000168890119339
t	0.162415464444	0.708970586337	0.125001012833	0.00216827162551	0.00122755633201	0.000122415569916	9.46626309897e-05
è	0.0715011204813	0.852725545446	0.0719271759443	0.00289269814184	0.000852147786337	6.72904346387e-05	3.40824821066e-05
l	0.0394266260271	0.907310148482	0.0493332219814	0.00311540231395	0.000730298762779	6.86865065462e-05	1.57030694689e-05
o	0.034507789209	0.754247362827	0.18861538466	0.019117890038	0.00325664728826	0.000218129255515	3.6819183023e-05
n	0.0312411194697	0.405396574276	0.43575752822	0.121562870679	0.00509521749609	0.000872499841838	7.4182364341e-05
a	0.0122726140899	0.186701801425	0.47267470274	0.310496966893	0.0168249145654	0.000961670053946	6.7298965447e-05
r	0.0056591631833	0.112446687142	0.351218060913	0.506202445631	0.0233756175218	0.000869142824649	0.000228838539149
t	0.00202202328777	0.081560395714	0.252105230304	0.63050981521	0.0218143361739	0.0109908556415	0.000997286426383
i	0.00092159048259	0.0633062795713	0.194743770101	0.673828571737	0.049289888058	0.0159319165472	0.00197792937546
e	0.000685238530863	0.0376262175238	0.138712853367	0.723191140579	0.0890397193527	0.00908989104907	0.00165489750182
M	0.000446751491954	0.0151414772413	0.0735811611223	0.726719530193	0.133980973118	0.0426403605497	0.00748968097727
a	0.000212773658985	0.00584591461377	0.0344017937074	0.568353276731	0.305876357706	0.0731076215166	0.0122022096591
r	0.000145211646328	0.00275866803792	0.0195151555691	0.479431025577	0.402731419235	0.0789166885055	0.016501835553
ì	0.000120536042109	0.00133249944597	0.010951651523	0.377888488526	0.455725306412	0.133877479502	0.020104051851
a	0.000564804784036	0.00156963981532	0.004607039501	0.163178000842	0.508296748804	0.201998839834	0.119784924617
e	0.000715665164679	0.00158275585511	0.00169427232033	0.0587298170473	0.424538042935	0.316758356611	0.195981101539
t	0.000297111018393	0.000706544504037	0.00060582418011	0.0236886296824	0.272443260978	0.535213805537	0.167044840513
t	0.000100405300164	0.000245153350446	0.000234576046703	0.0115509861275	0.105625240959	0.763548645179	0.118695032504
ù	3.98539542547e-05	9.4546723582e-05	0.000102889210234	0.00530598655583	0.0562050962863	0.73402051506	0.204231136501
</S>	2.93618076273e-05	6.5757351791e-05	6.4455287117e-05	0.00293406354791	0.0578125411432	0.60389355753	0.33520024825
