 	mi	si	gonfiò	il	dito	</S>
m	0.4546257965	0.2045830225	0.12485574712	0.171147481434	0.037157349025	0.007630644715
u	0.1674039685	0.434252354167	0.18214168904	0.171257730325	0.0372708451417	0.00767346542833
p	0.0669826621667	0.571417918056	0.264819226347	0.0788208016217	0.0144906488472	0.00346877939944
r	0.0232490708822	0.589409526019	0.323873385449	0.0545047055406	0.00694178513573	0.00202154398305
ì	0.0115918756207	0.515839908673	0.442259058483	0.0270654401802	0.00256616215924	0.000677578135917
s	0.0147775860402	0.340720659558	0.559874106161	0.0626725950601	0.0203862416471	0.00156882083697
t	0.0124903769801	0.349010029853	0.52510656872	0.0751885506867	0.0357074298824	0.00249704991232
i	0.0067439548267	0.286175149951	0.58399714624	0.0880853558956	0.0314337709608	0.00356466783744
t	0.00440762841623	0.11790657055	0.502006468747	0.293194931965	0.0769896029869	0.00549484194581
o	0.00168095016941	0.0415532240833	0.260051881582	0.583146587322	0.108165077662	0.00540231318194
d	0.000765191517803	0.0148401981344	0.116838019861	0.662999015774	0.143253029221	0.061304580594
à	0.000419005590601	0.00572171941813	0.056325379287	0.609317038591	0.196667686407	0.131549196865
t	0.000305872198534	0.00298538587271	0.036215774429	0.52767778953	0.328282302136	0.104532906288
t	0.000110324088511	0.0019252684909	0.021301289243	0.33244591651	0.587606770712	0.056610445096
i	0.00012547953017	0.00129384154697	0.00939735844767	0.152010399837	0.714050136904	0.123122797365
l	0.000129109041057	0.000538462842323	0.00375844421589	0.294841784279	0.552848475635	0.147883744788
o	9.47880146857e-05	0.000256315514108	0.00171425060196	0.33586074716	0.304690608545	0.357383280596
</S>	0.000124170362343	0.000224688592054	0.00096569739598	0.16978990218	0.213039734273	0.615855770298
