 	lo	posso	finire	di	scrivere	</S>
o	0.74352644	0.2555075684	0.000684138246	0.000253858350935	2.535417505e-05	2.708111085e-06
s	0.443792846667	0.551280856133	0.004530089282	0.000342915683645	4.961079135e-05	3.73404082833e-06
ò	0.181458196489	0.812367265378	0.00592617162733	0.000204964462215	4.11046616333e-05	2.31593549411e-06
z	0.089486949763	0.879512551793	0.0305171920758	0.000432696621738	4.90949530611e-05	1.53461064937e-06
o	0.136411293254	0.687940167264	0.144764210692	0.0261403878739	0.00464596515102	9.79869612831e-05
s	0.124081858918	0.483933809088	0.322630916897	0.062915325958	0.00630786581701	0.000130219443294
p	0.0424470509393	0.372953343029	0.532145432299	0.0501178095527	0.00229062239234	4.57440846313e-05
i	0.0159653644464	0.22320124601	0.723729257433	0.0358370307509	0.00124586828411	2.12542988771e-05
c	0.0067523077688	0.106165351003	0.561230802478	0.315094713584	0.0075245948947	0.00323221258296
c	0.00279713007627	0.067452111001	0.500761474159	0.409408761195	0.0150785536316	0.00450191581765
è	0.00201572342542	0.0498945723337	0.46335569972	0.464770600398	0.0181666748772	0.00179672620255
t	0.00297368800847	0.0284590097779	0.182962654907	0.752833900133	0.0309144819591	0.00185629320752
s	0.00924463466949	0.125795723593	0.171011641636	0.660364933378	0.031308570653	0.00227450246917
i	0.0345004648898	0.160277648531	0.191287561879	0.484582657793	0.125111835551	0.00423983372306
à	0.0400423809633	0.066050001277	0.106283546293	0.450846779264	0.325232095184	0.0115451945744
t	0.0170478645178	0.0246163953757	0.0386029791977	0.569913016421	0.336597818395	0.0132219448581
s	0.00702534176927	0.0127525953086	0.0142004078326	0.555392648807	0.393713702798	0.016915335286
e	0.00438465132309	0.0100823094362	0.0161520489442	0.282461268936	0.600771710933	0.0861480090953
g	0.00222624246003	0.00479977015407	0.0158862695681	0.138727350312	0.724043056978	0.114317325365
r	0.000774494555677	0.00167041263669	0.0063334345427	0.100577192437	0.784280692326	0.106363794122
à	0.000385773815226	0.000659409955563	0.0030288375809	0.0501820350957	0.735132850775	0.210611091374
t	0.000245968729409	0.000285775431854	0.00111701434497	0.0224629986486	0.760170516925	0.215717710458
s	0.00013186266747	0.000217911737285	0.00039863366299	0.0132659176829	0.882578372308	0.103407317819
i	0.000289028035823	0.000395320559095	0.001343511751	0.0047275987243	0.635433770769	0.357810813606
</S>	0.000456043417911	0.000523085279548	0.0024574606255	0.00239408690715	0.342630755384	0.651538606803
