 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.98434255	0.01172703335	0.0030833614735	0.00083141498825	1.1443971735e-05	3.72809496e-06	2.78957194e-07	6.27740637e-08	8.651982e-08	1.34050458e-07
ì	0.858240316667	0.136815335783	0.0039082724245	0.00101959877942	1.20632141783e-05	3.88103408667e-06	2.77204872333e-07	6.43124459e-08	8.77886783333e-08	1.87688389333e-07
s	0.585580365556	0.403484021928	0.00993707740817	0.000988352609807	7.42809665943e-06	2.10770432889e-06	2.45593148444e-07	9.85241966333e-08	9.95894877778e-08	2.61060126444e-07
o	0.303108477519	0.546916340643	0.0809364554694	0.0678247433033	0.000842604791886	0.00035130535431	2.17982276615e-06	4.02532840554e-06	2.97701570593e-06	1.09042213955e-05
n	0.122018128506	0.593702013548	0.192763791823	0.0898932341544	0.00112688692063	0.000469567354337	2.78836628205e-06	5.33123382518e-06	3.90213119531e-06	1.43269931345e-05
t	0.080906226502	0.568900271183	0.318761680608	0.0308258492715	0.000434336836877	0.000161384447679	1.88880015402e-06	2.04019444506e-06	1.46691196844e-06	4.84106033417e-06
a	0.0635948901673	0.453976007061	0.457178293536	0.0249234879238	0.000260892618959	6.14720452263e-05	1.57136883134e-06	9.0635393302e-07	6.57591676147e-07	1.82334219806e-06
e	0.0250127343891	0.293985964354	0.597777281179	0.0817160059746	0.00135342933965	0.000135595851075	1.56734465904e-05	1.78454728234e-06	7.07681835382e-07	8.24290622687e-07
k	0.0103697659297	0.130956852785	0.73815812706	0.113531461992	0.00651896911322	0.000425706883692	3.25662305301e-05	4.36170376078e-06	1.74677184513e-06	4.00871774229e-07
i	0.0040251601599	0.0635856939283	0.690093865687	0.232195387331	0.00962136347107	0.000449167754564	2.34709261767e-05	3.85983112693e-06	1.68288842504e-06	2.86679144743e-07
a	0.0017995957033	0.0270447899761	0.420962878562	0.532620212444	0.017187458257	0.000366262264855	1.56869570589e-05	1.94263111564e-06	8.34146918347e-07	2.85609944914e-07
