 	è	che	stanno	ancora	alzati	</S>
è	0.666294615	0.2550882695	0.0669100021185	0.0116803580945	1.58250011e-05	1.09071005e-05
n	0.441547748333	0.419436453167	0.126981070706	0.0119496747782	7.24065180333e-05	1.26326039667e-05
a	0.259675739111	0.406572927722	0.315885000235	0.0177210356727	9.24292370111e-05	5.28390601222e-05
s	0.0917332124037	0.370010035907	0.517892750078	0.0202424354242	5.65942400037e-05	6.49263714407e-05
t	0.0308598274179	0.411239911969	0.547885583359	0.00947432787473	0.000480163563335	6.01433018802e-05
a	0.0104545929126	0.395208427323	0.545194427786	0.0484629974916	0.000616637896778	6.28725446267e-05
s	0.0038119191042	0.332599782441	0.484217352595	0.175954229164	0.00287980447459	0.000536871482209
ù	0.00158891064473	0.214184542147	0.343163670865	0.436595643055	0.0036901898082	0.000777067207403
n	0.000640355998243	0.090939468049	0.451397433622	0.454859217685	0.0017828983194	0.000380661644468
e	0.00410460644941	0.0606823993497	0.459186556207	0.463768299228	0.0100143285065	0.00224383707682
a	0.0052662507998	0.0369895920666	0.191006015569	0.746515256409	0.0171558155022	0.00306707125894
n	0.00184563739993	0.0134388312055	0.0703189756897	0.847301718803	0.0554681531674	0.011626687253
k	0.000838913616643	0.0118840803018	0.0417804138966	0.634604406268	0.258008157722	0.0528840784177
ò	0.00124429250555	0.0110006125006	0.0295324912989	0.583724868756	0.310654120907	0.0638436831392
r	0.00122854826818	0.00448086358353	0.0144351740996	0.739494839585	0.208450545302	0.0319100895464
a	0.00068677128906	0.00204162142784	0.00666677879987	0.503719025528	0.295769065101	0.191116771349
o	0.000508620706687	0.00100739844261	0.00289984934562	0.179841344509	0.504466298367	0.311276523783
r	0.000176139877029	0.00034960276187	0.00115841889421	0.114633961836	0.616939476122	0.266742427928
t	5.98535487497e-05	0.000140843244957	0.000612865954737	0.089920410612	0.713107092041	0.196158922643
ì	2.86412495232e-05	7.0015248819e-05	0.000266999553246	0.0434564968707	0.772065964014	0.184111857548
</S>	2.71264867616e-05	4.25916851595e-05	0.000146986344123	0.0334224134354	0.717825482007	0.248535393774
