 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.593328755	0.394058205	0.01044023145	0.00208492124	8.3613498e-05	1.490037125e-06	2.350323275e-06	3.4985514e-07	1.7486806e-07
e	0.383421375	0.574018471667	0.0393091438167	0.00297919461333	0.000226100782667	4.50655084167e-06	3.98722438083e-05	9.16879616667e-07	4.5701572e-07
t	0.247991035	0.674416460556	0.0659100046056	0.0111160899378	0.000487530314222	1.96833887806e-05	5.73480726028e-05	1.27196475889e-06	5.63570161e-07
i	0.0997251616667	0.725726906852	0.158971151535	0.0150642112126	0.000463507726074	2.20033655935e-05	2.60965165343e-05	6.41639356297e-07	2.99326134667e-07
p	0.0468348692089	0.580527078951	0.228448190512	0.141068314304	0.00286752387669	0.000195236403198	5.24271998448e-05	4.96490456877e-06	1.40844470489e-06
à	0.0219422373896	0.389853892984	0.301235996837	0.282542738101	0.00409427472556	0.000259493410733	6.31536546149e-05	6.39280676292e-06	1.82837472496e-06
s	0.0141934987299	0.237517834328	0.434096928946	0.3110857727	0.00296680220852	0.000111027954911	2.5143177605e-05	2.19389416764e-06	7.74570632987e-07
t	0.0062698106433	0.144587161443	0.593342192982	0.252960219567	0.00277258460284	5.73329279703e-05	8.894260325e-06	8.3710829588e-07	9.57116645662e-07
a	0.0122820133478	0.0955038338143	0.497800968994	0.376885668522	0.0165318142009	0.000521461210657	0.000462036583165	7.17362633196e-06	5.02524688189e-06
ì	0.0162925414493	0.0642041076048	0.216168590998	0.608764409507	0.092957073067	0.000956187056886	0.000641166762722	9.65366797732e-06	6.2867695273e-06
t	0.00827704379643	0.0275959632016	0.103176982333	0.674820403169	0.184839887689	0.00103713213896	0.000246114122407	3.78304647911e-06	2.74066741577e-06
e	0.0138352269121	0.0270539844005	0.039248848111	0.53081348439	0.338661572563	0.0444571641463	0.0057769312073	0.000132432229446	2.03866981453e-05
l	0.015669793544	0.0260500975002	0.0160631209037	0.325796394797	0.540800847521	0.0676808380488	0.0077335053691	0.000178897412149	2.64699433484e-05
e	0.00558443792133	0.00961020890007	0.00650490393457	0.209060925599	0.600920782507	0.163759622683	0.0044704571897	7.65994597163e-05	1.20218405828e-05
à	0.00279649610711	0.00391566358336	0.00329861291152	0.0848787478663	0.685860060836	0.215620937561	0.0035776301399	4.12584960721e-05	1.06333433609e-05
l	0.00155058598904	0.00166585474445	0.00242439810384	0.0529798499554	0.809501143612	0.129828655854	0.0020176332233	2.38665348574e-05	8.0929143203e-06
a	0.0106730293163	0.0103673055481	0.00169238393461	0.0416175406518	0.560627601204	0.233969261951	0.138449107941	0.00245943477829	0.00014435474364
t	0.0136984327811	0.0131129197187	0.00119153445154	0.0187885963506	0.241762383735	0.506344813984	0.200761019314	0.00411210609276	0.00022819463988
o	0.0046178640027	0.00442789667557	0.000453125485847	0.00698544279353	0.130487403912	0.516716447995	0.332838579771	0.00328788229759	0.000185398648627
n	0.00175575553423	0.00161090592519	0.000408224307282	0.00302371690784	0.064354975304	0.505871922665	0.413340059924	0.00813385433253	0.00150061783621
ì	0.000784846904743	0.000653523815063	0.000395533384094	0.00160617761595	0.0403635304247	0.436894722555	0.500269019975	0.0170651374442	0.0019675193054
c	0.000468532148248	0.000307429198354	0.000151016049698	0.000714127605317	0.0177656677982	0.189303272518	0.661909839992	0.127439461148	0.00194064672847
h	0.00189874773608	0.00195061835278	0.000151491106566	0.00100984225511	0.0164758695994	0.216554137506	0.544753126664	0.200980093716	0.0162260830762
a	0.00396368901203	0.00278598391759	0.000198276435522	0.00109530840837	0.0119554657065	0.201638097169	0.369587942221	0.230832654572	0.177942617025
v	0.00311516361401	0.00131607455053	0.000140263601841	0.000520066826123	0.0045940483755	0.077608652723	0.24376219074	0.439526674857	0.229416890675
à	0.001067130588	0.000474457542843	6.02447835137e-05	0.000202590567374	0.00204404773483	0.032796152891	0.180214676913	0.692795024952	0.0903456456917
l	0.000568802392667	0.000394911895614	2.60210090712e-05	0.000110855814458	0.000727943757943	0.011536756947	0.109609794971	0.753166108317	0.123858769031
o	0.000904904720889	0.00119190193187	7.01356980237e-05	0.000443128904819	0.000301858607648	0.004681934049	0.0595488293237	0.568444836106	0.36441250301
n	0.00103082377363	0.00125934465396	9.56213470079e-05	0.000528921925606	0.000144517052216	0.00211657140633	0.0267771727746	0.568853278702	0.39919377767
t	0.00066978663121	0.000495315977987	5.41153510026e-05	0.000208387613202	9.52229104053e-05	0.00133936362544	0.0192725969249	0.638930359567	0.338934862557
a	0.000344463812403	0.000228651045996	2.46760169009e-05	9.1934844734e-05	5.41683621351e-05	0.00099884328848	0.0125336585416	0.428408379856	0.557315247519
</S>	0.000199998299202	0.000146543827998	1.32791168004e-05	5.5769761867e-05	2.86149765675e-05	0.00052434201424	0.0069369266208	0.286093979928	0.706000573759
