 	vuole	pianto	</S>
e	0.95692677	0.040112617	0.00296058995
t	0.95907627	0.0388440433333	0.00207965338333
è	0.976110636667	0.0216603054444	0.00222902219444
l	0.983215245556	0.0147759947148	0.00200873549481
i	0.724415175185	0.195668131138	0.0799167020949
k	0.339746561728	0.524068047046	0.136185417365
l	0.179528577243	0.492261625682	0.328209819122
a	0.0928934076143	0.366494568561	0.540612049707
m	0.0319124967381	0.581976302854	0.386111189902
m	0.044060696246	0.742151797618	0.213787449967
è	0.0507535974153	0.711059232539	0.238187126656
n	0.0291963351384	0.50981027418	0.460993362219
o	0.0290780540461	0.22519523006	0.745726704073
</S>	0.0294107270231	0.11856675303	0.852022527037
