 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.98974725	0.009718826	0.000525006045	2.5460797e-06	2.122357265e-06	3.84070845e-06	1.65118488e-07	3.790155925e-08	5.62009995e-08	3.9781322e-08	2.09389451e-08	7.764873065e-08
ù	0.871832566667	0.122952223333	0.005195737415	7.33403883333e-06	4.82751419833e-06	6.48237228333e-06	5.36736088e-07	6.21905259167e-08	6.54562328333e-08	6.24319766667e-08	1.86497041e-08	8.15563073167e-08
s	0.816952838889	0.175759403111	0.00726193373833	9.28833827778e-06	5.77101289944e-06	9.74144909444e-06	6.81662162667e-07	7.22867866389e-08	6.86692508444e-08	6.98096402889e-08	1.75418757667e-08	8.39010681056e-08
o	0.63094377963	0.157365109704	0.211097260513	0.000146094626093	0.000155305492466	0.000268015027698	1.61756846876e-05	1.42635514355e-06	1.31742927351e-06	1.44964293483e-06	2.73493107322e-07	3.7364279617e-06
t	0.27340104521	0.428276796568	0.297504023504	0.000227788068698	0.000207149884822	0.000351008533866	2.13234279459e-05	1.87395033842e-06	1.73224010394e-06	1.90846972108e-06	3.58073807227e-07	4.95137826344e-06
r	0.11529893207	0.765589732189	0.118788186901	0.000122907117566	7.15658521407e-05	0.000117872935875	7.13654162597e-06	6.27559084073e-07	5.78743227613e-07	6.3680307386e-07	1.20051408829e-07	1.65082673799e-06
a	0.0536729503567	0.758530394063	0.187621398034	9.21061838553e-05	3.21625692469e-05	4.63874075783e-05	3.03135553599e-06	2.58933388724e-07	2.39730456071e-07	2.62685628653e-07	5.37759295763e-08	6.94639853297e-07
v	0.0261499972189	0.523512071354	0.439468276011	0.010660220938	0.000173939871749	2.73933465261e-05	5.363115912e-06	9.53094942908e-07	8.29434252024e-07	3.64884079551e-07	1.39389948192e-07	3.96592214432e-07
ù	0.0098618255863	0.268659486318	0.70698445867	0.014249516146	0.000220582588583	1.56699313754e-05	5.59722569733e-06	1.15015023964e-06	9.91995515675e-07	3.6076073585e-07	1.57780726064e-07	1.68017852144e-07
d	0.0040745381421	0.105903872973	0.880804406223	0.00875363354867	0.000303144727528	0.000137755514658	1.92602679591e-05	1.91826350521e-06	8.56656803558e-07	2.77055731283e-07	1.50777505355e-07	1.90146911381e-07
i	0.0109179015807	0.0662670193243	0.894975088741	0.0215045501829	0.00467522161918	0.00157690215489	6.47187233197e-05	7.01567450174e-06	5.76106046785e-06	2.99309854376e-06	8.57980581785e-07	1.95539658046e-06
ì	0.0196857361936	0.0453696924414	0.867455062914	0.0557894077276	0.00754079037306	0.00395980905163	0.000123710147773	2.82270590006e-05	1.87020508226e-05	1.40394125146e-05	5.94156686059e-06	8.84675092682e-06
