 	li	vestono	i	genitori	</S>
t	0.99800043	0.0019254261	4.62980525e-05	2.59600595e-05	1.8990540525e-06
u	0.923524143333	0.0762004075333	0.000211929358833	6.00066255e-05	3.49993121917e-06
s	0.778308914444	0.220002215844	0.00153108021961	0.0001503908485	7.32860790639e-06
i	0.531248078148	0.466026405281	0.0025551456732	0.000160566506167	9.72765013546e-06
n	0.243808292716	0.739727735094	0.0155018573911	0.000836693692056	0.000125443403378
d	0.178075540905	0.771035728365	0.0392400731304	0.00986365986402	0.00178505365113
ì	0.152572008968	0.779332159455	0.0535853503768	0.012288248768	0.00222223395894
n	0.066282140656	0.810515939818	0.102923938792	0.0158670684027	0.00441093652821
n	0.226749089219	0.580243323273	0.157332099597	0.0229124954676	0.0127630351761
o	0.303043543073	0.373227197758	0.242648946532	0.0638540744892	0.0172262690587
n	0.137579849024	0.265054865919	0.477384605511	0.10684269983	0.0131380041862
e	0.0497399238747	0.12621690264	0.526454461837	0.218620754943	0.0789679358954
i	0.0202158599916	0.07120639388	0.347097677279	0.419761174981	0.141718835298
g	0.0083447685972	0.0484084432933	0.27999532576	0.556631544994	0.106619872433
e	0.00639142029907	0.0203501404978	0.19410863792	0.576927501665	0.202222291478
n	0.00577356221302	0.00750211256593	0.128239971973	0.585794467222	0.272689890493
i	0.00216205728434	0.00295832354198	0.102175642391	0.496266502407	0.396437483498
t	0.00090854663278	0.00119098809066	0.047985349197	0.513453480802	0.436461671166
ò	0.00048441858226	0.000633982613553	0.0315282550657	0.700160426934	0.267192953722
r	0.000316913317753	0.000328945956851	0.0140205458886	0.818894008978	0.166439617907
i	0.00109548972958	0.00021402252795	0.00547763912953	0.630360619659	0.362852265969
</S>	0.00201729401479	0.000260723988975	0.00295792201476	0.366632284829	0.628131802984
