 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.88820598	0.110236052625	0.001468286207	6.8503275e-05	1.962793415e-05	4.1632876e-07	8.3925303e-07	3.120194325e-07
m	0.737734193333	0.260165034208	0.00174404071233	0.000285487768333	6.852084805e-05	1.02661045333e-06	1.28860857667e-06	4.32961260833e-07
a	0.458402644444	0.540132584736	0.00107766494744	0.000312843996878	7.20288006533e-05	9.6235702711e-07	9.83757541557e-07	3.08300409611e-07
r	0.186407285815	0.812049741579	0.00116431088248	0.000272548896393	0.000101467571521	3.1524408517e-06	1.23457059652e-06	2.78450409204e-07
a	0.0672752142717	0.928726267193	0.00362006512749	0.000261541273464	0.000111477089874	3.88568451237e-06	1.32528390217e-06	2.68711255401e-07
n	0.0267694684239	0.963081422398	0.00802142037583	0.00130063214249	0.000768477385991	3.43311113993e-05	2.07337500041e-05	3.5673624708e-06
g	0.0253683601413	0.960303420799	0.0115152749586	0.00174295496416	0.000990346867664	4.48039923998e-05	3.0032592668e-05	4.8155068436e-06
i	0.0225946259804	0.952298840266	0.0239046911529	0.00082953325472	0.000341334322555	1.54496940133e-05	1.36368454893e-05	1.8786480912e-06
à	0.00958767346013	0.772059723422	0.216918274718	0.00127424030157	0.000146414201852	6.0717019511e-06	6.53830832977e-06	1.05576008707e-06
n	0.00581366715338	0.427780584474	0.564070791573	0.00219893816719	0.000117103790617	8.89790831703e-06	5.71948110992e-06	4.27818612902e-06
e	0.0236951325178	0.191767391491	0.732984197191	0.0478363317224	0.00333569238687	0.000130122052772	0.00023485370847	1.6295123543e-05
è	0.0299189535726	0.0832519321637	0.810834909064	0.0710413945741	0.00445007400229	0.000166817562457	0.000316525809823	1.94031623477e-05
n	0.0126318117242	0.0326351750546	0.917414779688	0.0354192435247	0.00166197472743	7.82659213523e-05	0.000128490012608	3.02000029492e-05
e	0.0182615783747	0.0177343993515	0.662063343229	0.291186942508	0.0100718410958	0.000283131269451	0.000358794606536	3.98753056497e-05
s	0.0188954166949	0.0116634070505	0.288612997743	0.656814214169	0.0231815136986	0.00038125840315	0.000428895470179	2.22132056932e-05
e	0.00688762923497	0.00472539996683	0.140228770581	0.823920458056	0.0238541605662	0.000213855307717	0.000161692052726	7.9904150744e-06
g	0.00286169917032	0.00202840805894	0.073304086527	0.879587506019	0.0416978295221	0.000395394929239	0.000121316805575	3.73953485813e-06
i	0.00123799991544	0.000993260439647	0.047169930309	0.879357702006	0.0705362698407	0.000593373809746	0.000108909561858	2.50290511938e-06
r	0.000699540683813	0.000533480139882	0.0304011665697	0.821636550669	0.14304991328	0.00338304133658	0.000244973987286	5.12571760731e-05
è	0.000265919427604	0.000307691209961	0.0261269838566	0.712196250223	0.25440464776	0.00626580861219	0.000364169279095	6.8480516691e-05
t	0.000217608263535	0.000195337886654	0.0256041816189	0.591017033408	0.365482332587	0.0169478478707	0.000501472399698	3.41410002303e-05
s	0.00883903018784	0.000827118075551	0.0247137467063	0.478696791136	0.455399037529	0.0282414702902	0.0028952693899	0.000387512810077
i	0.0145718397293	0.00159830252518	0.0110149362354	0.361609513712	0.535017045843	0.0653955557634	0.00953945792997	0.00125334843669
d	0.00783491091243	0.00116437256906	0.0050586983118	0.222530054571	0.538500875281	0.205633055254	0.0177964319767	0.00148160200223
ò	0.00264255155548	0.00040634566702	0.00237602353727	0.125827702857	0.510069285094	0.277073241751	0.0805515789922	0.00105327782408
p	0.00147359310049	0.00022031637234	0.00130888667909	0.0566126232857	0.438112468365	0.30281786725	0.195112179664	0.00434203804136
u	0.0053016420335	0.00095740879078	0.0012005052597	0.0261638587619	0.260078889455	0.436463719083	0.238224389888	0.0316095413471
e	0.00661198591117	0.00119566995359	0.00100901565123	0.012358569054	0.121912759818	0.491479753028	0.267365339963	0.098066900449
m	0.00286137995706	0.000486837831197	0.00037784278741	0.004654489618	0.0618656442727	0.439267394343	0.363381519988	0.12710489015
a	0.00102717255902	0.000192255838732	0.000142593399803	0.00196327243267	0.0387326882242	0.297559444781	0.532130096663	0.12825248005
r	0.000369392578673	7.31615073773e-05	5.5703038701e-05	0.00074881908089	0.0155345097747	0.16666220826	0.678736615554	0.13781961335
è	0.000161077965224	3.62320079258e-05	2.8336483667e-05	0.000320640050297	0.00734641449157	0.110332944753	0.776273471851	0.105500932783
i	0.000317406175075	4.43137819753e-05	2.9942495889e-05	0.000162208276766	0.00323701039719	0.0500880489177	0.616010310617	0.330110839261
</S>	0.000507233067538	5.63514359876e-05	3.22510544445e-05	9.6750258383e-05	0.00165663854859	0.0253434974589	0.390435635309	0.58187171963
