 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
m	0.53972742	0.366302472	0.085128963535	0.00280782771655	0.0056950584757	9.005849418e-05	6.956548314e-06	6.816310812e-05	2.6382113275e-06	0.00014399869912	3.0647394565e-06	1.673039248e-05	1.0962245895e-06	1.1005638435e-06	5.560716111e-07	3.035645465e-07	3.7035846065e-06
ò	0.520934233333	0.384482369333	0.085728774845	0.00281628369652	0.00569768582723	9.061174416e-05	6.96143449133e-06	6.94344628733e-05	2.66465266917e-06	0.000144308505907	3.07169651217e-06	1.67670149267e-05	1.09840356317e-06	1.1033987865e-06	5.80597397033e-07	3.16367078833e-07	3.76810286883e-06
t	0.757140944444	0.204098875111	0.035644620615	0.000998379733173	0.00198343966441	3.278623382e-05	3.65675855044e-06	2.48903206678e-05	1.15671373972e-06	6.01271708357e-05	1.46014519739e-06	6.6219195089e-06	5.6517097439e-07	4.74949650833e-07	2.85194649011e-07	1.74360722944e-07	1.56017875628e-06
t	0.623714681481	0.34457259837	0.0284813535383	0.000899022087724	0.00081657281147	2.86987622733e-05	3.12587455168e-05	1.71990544326e-05	4.96788410324e-06	0.00130781931961	1.55878028991e-05	4.34721379363e-05	1.38891280781e-05	1.13691922669e-05	4.26472933967e-06	5.13011638765e-06	3.21517517188e-05
e	0.33168208716	0.611077166123	0.0524874891794	0.00205029056257	0.000562267223823	6.96221320911e-05	3.94827513056e-05	0.000131787309478	6.83378430108e-06	0.0017271425422	2.00774147664e-05	5.60487058788e-05	1.8232489036e-05	1.4981193649e-05	5.85077461322e-06	6.96218012922e-06	4.36871452396e-05
o	0.13898721472	0.728049945374	0.128578986393	0.00268847112086	0.000724037281274	9.38870240304e-05	1.39732828685e-05	0.000201176223159	3.76958626703e-06	0.0005982914984	7.00950312213e-06	2.03996762263e-05	6.23750036867e-06	5.11354400967e-06	2.34661101774e-06	2.67492837641e-06	1.64935914465e-05
G	0.0533054939067	0.755937738458	0.185027255464	0.00466970637362	0.000621390683758	8.18748946768e-05	1.37306779228e-05	0.000109221789553	3.76343332234e-06	0.00020716120628	2.67572384071e-06	8.23098710877e-06	2.20987561622e-06	1.82399021322e-06	8.86394197913e-07	1.02897309447e-06	5.8791425495e-06
i	0.0183909356689	0.735668146153	0.240538885155	0.00493765535787	0.000278885296919	5.19206825923e-05	1.31888673546e-05	3.9081321771e-05	3.10184545411e-06	6.92511020433e-05	1.11880511617e-06	3.72716075926e-06	8.0283155284e-07	6.90060134263e-07	3.28706591304e-07	3.59644709823e-07	1.98065269617e-06
u	0.00750301802297	0.468623660718	0.495979955052	0.025427810686	0.00160022860131	0.000545865521897	2.04167218319e-05	0.000131280530677	8.41976549804e-06	0.000147078425818	1.14208577466e-06	9.30863164275e-06	3.55853051713e-07	3.31329314611e-07	1.64449343768e-07	1.87290605941e-07	8.49924477723e-07
v	0.00359858474099	0.184339128906	0.744216551684	0.0604939062287	0.0055176817671	0.0012727633073	7.6424705944e-05	0.000204223443559	2.77974818327e-05	0.000206572601939	4.06914489155e-06	4.06848042143e-05	3.77469650571e-07	4.55744121537e-07	1.83173071256e-07	1.50917785314e-07	4.81717064241e-07
à	0.001581649997	0.0909636286353	0.845711140561	0.0548535444096	0.00552573148903	0.000993314185767	7.91749650747e-05	0.000112307584386	2.69637418209e-05	0.000103746628646	4.31319912718e-06	4.32972828381e-05	3.05098692524e-07	4.06878670512e-07	1.65164470419e-07	9.6752816438e-08	2.1726340308e-07
n	0.00227338191567	0.0421243808784	0.900996336854	0.0496398404699	0.00260627506301	0.000719290745256	0.000161127601452	9.42028813287e-05	5.53532591503e-05	0.00116196719422	4.50766228724e-05	8.7027119046e-05	1.52220360732e-05	1.05685010202e-05	4.71367581347e-06	3.11774957015e-06	2.13889404436e-06
n	0.00315950453856	0.0815298026261	0.854454558951	0.05573285649	0.00220780868767	0.000652550295085	0.000200541294484	9.37010034429e-05	6.56807584834e-05	0.00164636163141	6.05806951575e-05	0.000106692327682	2.17840885244e-05	1.50686441734e-05	7.30981083782e-06	4.61612525672e-06	4.05900600148e-05
i	0.00600880894619	0.102602820209	0.68886800965	0.165068370497	0.0322411138959	0.0026241628117	0.000108100562161	0.000950281160814	4.19808215945e-05	0.00125991757714	2.58893519192e-05	0.000122650187227	9.33268950813e-06	6.9600423578e-06	5.11575361261e-06	2.99252291891e-06	5.34693891383e-05
ì	0.00957799064873	0.0528753980697	0.495342529883	0.372911930166	0.0620017792986	0.00399169803723	8.83595107203e-05	0.00136788274027	3.86429545315e-05	0.00156552025905	1.76383966397e-05	0.000176978259076	4.64830340271e-06	5.43691378593e-06	6.4645013042e-06	3.3901702063e-06	2.36895250128e-05
r	0.00673667872624	0.0243620361899	0.447137516628	0.468435276722	0.0464276707662	0.00470363044574	0.00026451815024	0.00063837753009	2.63026091772e-05	0.00111016983635	1.41428745466e-05	0.000115836456359	3.53466053424e-06	4.49587016198e-06	5.4283749014e-06	2.63478818877e-06	1.16968589756e-05
t	0.00245355258541	0.0218575218966	0.510370395543	0.383277265574	0.0754790212554	0.00524230238191	0.000447972026747	0.000285700556697	1.86383578257e-05	0.00049794131545	9.6453191822e-06	4.38698171197e-05	3.41209297808e-06	2.60355018733e-06	2.12418220047e-06	1.00999390292e-06	6.9606704632e-06
e	0.0016035131618	0.0224822174655	0.380124135181	0.385522895191	0.179564220418	0.0283017523606	0.000561350235582	0.0012358765689	4.57230503752e-05	0.000488542071817	6.54877659407e-06	5.11882507066e-05	2.60296917936e-06	1.74761606244e-06	1.27672983349e-06	6.7528670764e-07	5.71314778773e-06
è	0.00188483908727	0.0120883069885	0.15294686606	0.501626965064	0.261006906806	0.0662480641202	0.000704008528527	0.00261055758963	6.06252674584e-05	0.000738205270606	5.38422339802e-06	7.09891935689e-05	1.27082957979e-06	1.14067532081e-06	1.2759565445e-06	6.9527384588e-07	3.87047789591e-06
s	0.00141364261909	0.00672926106283	0.08085026802	0.462038401688	0.250874742269	0.167671464707	0.0245145522762	0.00488354066321	0.000230944856486	0.000677682820202	3.4599427466e-05	5.51040078563e-05	1.44532226599e-05	5.37368700694e-06	1.9238783815e-06	9.03786805293e-07	3.10098279864e-06
s	0.000722911419697	0.00489341842094	0.05175549334	0.277726565896	0.414839997423	0.202651874902	0.0403600947587	0.00606315832107	0.000314911035495	0.000545265750067	4.9471933822e-05	3.51025266188e-05	2.179799172e-05	7.68131283565e-06	2.0114901605e-06	8.72099368431e-07	9.34380643288e-06
u	0.000624277816566	0.00484087524031	0.02494771388	0.113536175299	0.474810552474	0.337889201634	0.0300245829196	0.0117662025404	0.000418624208498	0.000953659963356	2.9060738274e-05	0.00013076098954	1.072532534e-05	4.16450171188e-06	1.38715858683e-06	5.66132879477e-07	1.1469100331e-05
t	0.000397071472022	0.00234840767177	0.00945545582667	0.053682392433	0.334788137491	0.507566607211	0.0672644629732	0.0221958338468	0.00126222913617	0.000845909116785	2.09838860913e-05	0.000161017114013	4.32307618e-06	1.91029240396e-06	8.48463128943e-07	3.62462219826e-07	4.06872436133e-06
o	0.000173387385174	0.00084396969559	0.00347124369222	0.0259157060777	0.227715525164	0.57145420907	0.0979804876577	0.0692329019489	0.00262985387872	0.000467582234595	1.75360426971e-05	9.26185588377e-05	2.03227763667e-06	9.3255459132e-07	4.15900226314e-07	2.00233169942e-07	1.38170698144e-06
v	0.000102230980725	0.000345126135197	0.00127538581741	0.00984034329257	0.104836899055	0.58421928969	0.186478142553	0.10365954865	0.00864960245957	0.000364017038198	0.000105902683899	0.000103436632946	9.69589565556e-06	4.67442058711e-06	3.37969242544e-06	1.55333334998e-06	7.4655889048e-07
r	3.83358896317e-05	0.000126505483399	0.000556576909137	0.00483353523086	0.101812794352	0.389959259897	0.397140007518	0.0714223348833	0.0254147108199	0.00743190880607	0.00100408919463	0.000229260970982	1.64278460519e-05	7.3376761957e-06	4.40021637515e-06	2.01823960999e-06	5.22007240827e-07
à	2.46179102672e-05	5.5039621133e-05	0.000319109919712	0.00485704221029	0.082376848784	0.255237733299	0.353058324506	0.263930302294	0.0286265226066	0.010012905112	0.00124022454154	0.000244118471994	1.02157441506e-05	4.1383073319e-06	1.64323458505e-06	8.2503125333e-07	4.24994957609e-07
i	0.000975446758756	0.00276204281871	0.000813225623237	0.00449621933676	0.0318523415947	0.178074257766	0.156521893502	0.565338200765	0.0430272905355	0.011394703214	0.00097657305718	0.003711882589	1.61463216835e-05	2.1153171044e-05	1.13931500883e-05	5.02844730778e-06	2.22551068587e-06
