 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a	0.914004575	0.0520017701	0.032299349657	0.00165009143325	3.34076002e-05	5.8120377e-06	2.077285295e-06	1.400506055e-06	1.51478462e-06
n	0.595606138333	0.361730475367	0.0367567855523	0.00406866331108	0.00109134348007	0.000408346870567	0.000201909981198	0.000125844471418	1.05463827733e-05
è	0.215068823211	0.752642101789	0.0260548125174	0.00382268993369	0.00142609881402	0.000539083764276	0.000267293525019	0.000166456400186	1.27053035878e-05
r	0.0788273825037	0.883943460596	0.0314129235058	0.00497862314123	0.000500798590673	0.000186075619845	8.97897535597e-05	5.66602931087e-05	4.33739424927e-06
k	0.0333034436012	0.922038003532	0.0313971875019	0.0127485227137	0.000352057285558	8.99283209483e-05	3.48499607866e-05	2.32750233696e-05	1.27800211398e-05
e	0.0179774566337	0.720436034511	0.241737671167	0.0191407682379	0.000564131718519	9.54167669828e-05	2.05438670955e-05	1.19050456899e-05	1.60960898466e-05
s	0.0104485761346	0.521690054837	0.394250423722	0.0713208780793	0.00216150807284	0.000101547098994	1.45804458652e-05	6.50295689663e-06	5.95123291887e-06
e	0.0037809043682	0.360048691612	0.537951591241	0.0955172116931	0.00260653607428	7.9825123998e-05	8.95530072173e-06	3.96631063221e-06	2.31954954296e-06
k	0.00157288961607	0.174092727204	0.679980300414	0.132727206231	0.0113147239748	0.000275726058999	2.75469200072e-05	6.1929817774e-06	2.68759881432e-06
u	0.000803384075357	0.110370018278	0.656381020138	0.208976972077	0.0220909206583	0.00131815791967	4.87814686691e-05	7.53169675913e-06	3.24252660477e-06
à	0.00116901943512	0.037368162636	0.606353663379	0.326335780692	0.0267594058861	0.00196965517322	3.72858475564e-05	4.12861208638e-06	2.90119593492e-06
i	0.00298026701171	0.0146140589787	0.421235881126	0.409127400231	0.137271051962	0.0144799085911	0.000269517938519	1.76733226955e-05	4.18727861164e-06
s	0.00294504718557	0.0068860422829	0.225095753042	0.35751217341	0.363452763987	0.042766965197	0.00130842424617	2.88181765652e-05	3.91635523721e-06
à	0.00130574879686	0.00279470295097	0.143300393681	0.287578187803	0.480392714662	0.082049438399	0.00255201371539	2.31278285217e-05	3.63252694574e-06
m	0.000784706957287	0.00131430913032	0.110344212894	0.381338942601	0.410506664887	0.093123168133	0.0025613001718	2.23921871739e-05	4.28648198191e-06
b	0.000646716224096	0.00111959062344	0.0418835966313	0.551963730867	0.279544088296	0.122057021378	0.00269786202393	5.73449637246e-05	3.00103868273e-05
a	0.00252401384137	0.00497771730781	0.0231976308771	0.398089515622	0.208762149432	0.335086973793	0.0261170387413	0.000710479707908	0.000534467825609
s	0.00279859936796	0.00569368368627	0.0138197961257	0.147245783874	0.283248069811	0.475707144598	0.0696440895804	0.00115624010264	0.00068661760187
u	0.000975733050153	0.00192792914242	0.0050921378419	0.0593296932913	0.260761749937	0.544342818199	0.12591523986	0.00131876070088	0.00033597847729
v	0.000381683870051	0.00068669411214	0.00245644968063	0.0250621320971	0.150708193312	0.6193782694	0.196634759953	0.00355338690029	0.0011384727091
o	0.000159585986684	0.000272186278713	0.00183198422688	0.0128815965657	0.108477071104	0.5687901698	0.288042096651	0.0149387243001	0.0046066269697
r	9.4071252228e-05	0.000134647438238	0.00119500332896	0.00566743795523	0.0619065360347	0.497878803267	0.402711222217	0.0241735061	0.0062387929899
à	8.99205074093e-05	0.000118600488079	0.00094846249632	0.00277834322508	0.0393801893449	0.405681167756	0.486201774072	0.0588094173667	0.0059921246633
z	0.00016892435247	0.000160039632693	0.000888426808773	0.00197713118169	0.0230488097816	0.350917789252	0.536335071357	0.0792021837889	0.0073016182211
o	0.00124934185082	0.0026855325109	0.00119900244626	0.00164409264056	0.0142451807939	0.241524729751	0.479217237119	0.10417719593	0.154057691074
o	0.00180298235027	0.00373717282363	0.00134951258209	0.00067300645352	0.00630599358797	0.0951353593837	0.292633542373	0.188557671977	0.409804763691
t	0.00089963417529	0.00152770102588	0.00055050723983	0.00034025665784	0.00260849611932	0.0484218645946	0.227675444124	0.345829143992	0.372146974564
s	0.000302134578763	0.000511336178893	0.000185707862943	0.00020520686928	0.00141932141311	0.0369122185315	0.201133578041	0.601332681331	0.157997848855
o	0.000107936060721	0.000177178759231	6.69559898477e-05	0.000105401485093	0.00062834062637	0.0188723280438	0.095810788347	0.549940660444	0.334290436952
m	4.3771464907e-05	6.77897485437e-05	2.75575935492e-05	9.49526703643e-05	0.000314317077457	0.0097895422146	0.0869320517823	0.496957986815	0.405772069984
ì	2.70473976357e-05	5.04179309812e-05	3.05989831164e-05	9.10923424548e-05	0.000229497035819	0.0067823084382	0.0867904202608	0.546772162272	0.359226480995
</S>	3.01701548178e-05	6.31996854906e-05	4.60079215582e-05	4.77160247274e-05	0.00015572260291	0.0039586567691	0.0562182796304	0.455035231136	0.484445015498
