 	il	morto	vuole	pianto	</S>
t	0.9943282	0.005646367185	2.13667895e-05	3.00541995e-06	1.058818715e-06
o	0.88608108	0.109814547728	0.0040106166765	8.55343678833e-05	8.19049638167e-06
n	0.67808513	0.315869892576	0.00580724995883	0.000153295052628	8.43882797939e-05
a	0.39904489	0.596163784192	0.00459235665294	9.55723052093e-05	0.000103389293831
p	0.149089034567	0.843701894731	0.00695486081765	0.000134581899403	0.00011966869851
e	0.0553247424223	0.92922866491	0.0151120246059	0.000203973706468	0.00013066674817
s	0.0236116785408	0.925099838303	0.0495498868686	0.00136759764216	0.000371033898057
a	0.00940613424693	0.837696762768	0.15015849229	0.00228320148072	0.000455405058019
m	0.00581954984898	0.676258787589	0.283011754097	0.0164160800936	0.0184938292613
m	0.0686218450497	0.596826805863	0.274109738032	0.0302643656979	0.0301772770871
è	0.0912020836832	0.609602891954	0.262972592677	0.0204237423993	0.0157987400357
n	0.0476973348944	0.437578550651	0.375782790892	0.0432091989664	0.0957321653519
o	0.144451033298	0.223164796884	0.411406200297	0.0869710796555	0.134006896451
t	0.162675014819	0.124276976961	0.522823643432	0.122181336552	0.0680430434837
è	0.0553682088263	0.0472608604537	0.730541101144	0.127958998851	0.0388708793279
l	0.0199138734088	0.0186495655512	0.764298453715	0.15372354295	0.0434146079426
i	0.0500267214363	0.0142297277837	0.490519521905	0.23093057765	0.214293475981
g	0.0596652482988	0.0123019711279	0.270634017968	0.32770137255	0.329697411994
l	0.0210439290196	0.00439000078597	0.193429192656	0.281376099183	0.499760783998
e	0.00836552650653	0.00167172036199	0.0728908538853	0.207133834728	0.709938061333
m	0.00307071548218	0.00063634954233	0.0328307536284	0.467763361576	0.495698827111
m	0.00176976107406	0.00050160387911	0.0549954305428	0.574696503859	0.368036709037
è	0.00313320435802	0.0013437595597	0.0861635955143	0.46582208462	0.443537373012
n	0.00799891145267	0.0019038191199	0.0821917638381	0.354056974873	0.553848547671
o	0.0310723208176	0.0057981068733	0.053164642946	0.156874789624	0.753090162557
</S>	0.0504452954088	0.00982600443665	0.029531203973	0.081115771812	0.829081751279
