 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.809589535	0.183977153	0.00396553245	0.00226873286	4.5510047885e-05	0.000142915308715	4.403195805e-06	1.355975015e-06	4.5820093e-06	3.28784615e-07
d	0.785769191667	0.207786377667	0.00365836912	0.002208183874	0.000364471787962	0.000188918846238	6.84177316833e-06	6.08951667167e-06	6.07097443333e-06	5.45300044833e-06
r	0.806871997222	0.175648175889	0.00601099521	0.010468460812	0.000812876129321	0.000154449958746	7.02663162278e-06	7.51768055722e-06	1.09599938111e-05	7.49924101611e-06
e	0.624763132407	0.327948355296	0.02629143107	0.020166764604	0.00070458959644	0.000103107766915	5.09632117426e-06	3.42986134241e-06	1.0931923437e-05	3.18253190537e-06
f	0.353338787469	0.579374241765	0.03230803169	0.0143174275347	0.0200918104188	0.000388042692972	2.88156636914e-05	4.38994902708e-05	2.22167016457e-05	8.67941840018e-05
f	0.42207267249	0.501563990588	0.02428121423	0.0204218141782	0.0304704698063	0.000765258064324	7.09680245638e-05	8.94444634236e-05	0.000136639168882	0.000127577241334
ò	0.413858151363	0.344688303529	0.08807838241	0.138169931393	0.0142983047888	0.000571370472775	5.88199004546e-05	6.24352507745e-05	0.000158097007627	5.6241500078e-05
m	0.289615960988	0.403388077843	0.126572688803	0.168102140464	0.0100339984496	0.00210081610892	3.47204690849e-05	3.68841648915e-05	6.08943685423e-05	5.38487146593e-05
m	0.572674890329	0.280042575448	0.071214918501	0.0639311701547	0.0093106674832	0.00263617694297	4.46854470283e-05	3.06446169638e-05	3.58787558474e-05	7.84377998864e-05
u	0.522902229776	0.111009422649	0.217841263734	0.128843836718	0.0134338054944	0.00543121265432	0.000202918379676	0.000105010725988	0.000160490536949	6.99000909621e-05
e	0.187553603925	0.057211112883	0.398776987911	0.217865502239	0.0920076851648	0.0458212255514	0.000347618073225	0.000165749871996	0.00020511561565	4.54616224874e-05
m	0.0788284506417	0.027101162961	0.280388620304	0.14957240608	0.353489711722	0.0924696785171	0.0117273787711	0.00147008370067	0.00179337478522	0.003159160192
o	0.0351542561972	0.015980405987	0.120155780435	0.0621958186933	0.409020193907	0.327453239506	0.0209717615904	0.00251427646689	0.00235500176507	0.004199271704
m	0.0323848183824	0.00954953946233	0.0608463544783	0.0290886195644	0.290580437969	0.510608496502	0.0529268071968	0.00492639205563	0.00256353619169	0.006524971708
a	0.0313717394441	0.00515845945411	0.0320540288261	0.0146947083215	0.21945032399	0.608649382167	0.0704689103989	0.00804210401854	0.0028014940639	0.00730881773467
i	0.0574742344647	0.00415470965137	0.0362804152754	0.00991494257383	0.08992404683	0.685957037389	0.0596734247996	0.0515476356728	0.00185930818797	0.00321425604356
g	0.0672338616216	0.00325481490712	0.0364302080918	0.00962014719128	0.06325323811	0.57104517913	0.122874088267	0.104157671891	0.0197281042293	0.00240271168119
r	0.0275392373405	0.00115434741037	0.0156701325873	0.00664016183043	0.0684389397033	0.381090854377	0.207685736089	0.139407503964	0.124256114076	0.0281170080937
a	0.0159384451135	0.00045649334479	0.00682158158577	0.00401911064348	0.0409443381011	0.282968812792	0.231635155363	0.218648264655	0.160342346692	0.0382254930312
m	0.0083026510145	0.00022179295293	0.00374758321192	0.00277321266449	0.017495925767	0.228563607597	0.278999371788	0.288131924885	0.124547304231	0.0472166246771
m	0.00521597964817	0.000117696183977	0.00149608386397	0.00117605162483	0.00938720445567	0.0922306315323	0.247104320596	0.456514494962	0.114704448077	0.0720530728924
è	0.00407062743472	8.43663639923e-05	0.00102833156466	0.00089351056161	0.00503059138522	0.0342196549774	0.153926676865	0.623382998321	0.129007282692	0.0483559466308
n	0.00461564569691	8.33427656641e-05	0.000844819141553	0.00086102085387	0.00210234032841	0.0138448877925	0.122093907622	0.650692986107	0.155570757564	0.0492902932103
a	0.0158168912323	0.000813380881888	0.000700770883851	0.000570207064623	0.00156771417614	0.00704367846417	0.0677156273407	0.505054535369	0.187390142521	0.213327054403
a	0.0185513285441	0.0010606812773	0.000543120865284	0.000301216353874	0.00111665462871	0.00367054378806	0.0234455285469	0.260392255123	0.169930967507	0.520987688134
n	0.00851412809803	0.000406362545767	0.000200740708761	0.000107567326825	0.00041070371957	0.00142740586269	0.0092707649823	0.216866268374	0.222764262502	0.540031769378
g	0.00437374534934	0.000140867657289	6.78348174537e-05	3.88432655417e-05	0.000163641439857	0.000602184730897	0.0045561312941	0.208009404458	0.252183254167	0.529864066459
r	0.00304989895978	4.8473349063e-05	2.33919553846e-05	1.47751918139e-05	0.000127021983286	0.000537322520299	0.00290302843137	0.270925563153	0.127015573056	0.595354942153
à	0.00124959650659	2.4067071621e-05	1.21014728282e-05	8.2088446713e-06	0.000111217043429	0.000501668061433	0.00214572843379	0.329424484384	0.188751656019	0.477771270718
m	0.000536987118863	1.5496043207e-05	7.98249609607e-06	5.9908119571e-06	4.42816328097e-05	0.000191954034144	0.00101365594793	0.219954901461	0.46738187534	0.310846873573
m	0.00248257767962	8.631112069e-06	3.03610010202e-06	3.40579441903e-06	2.65703926032e-05	7.5438996048e-05	0.00052016737931	0.13486248382	0.46429314178	0.397724534524
a	0.00324537208654	1.1298731023e-05	4.79919628401e-06	3.27900067301e-06	2.30229955344e-05	3.11904273493e-05	0.000204301986437	0.0706240501067	0.201120563927	0.724732108175
</S>	0.00185416848327	1.39337425115e-05	7.86096864201e-06	4.42604783651e-06	1.73183912672e-05	2.00115681747e-05	0.000122759258219	0.0379261083034	0.117955731964	0.842077674088
