 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.925149465	0.07064421106	0.0036731725485	0.0002747297314	0.000154990707005	8.607803495e-05	1.593308662e-05	9.71542434e-07	1.724347375e-08	1.295388645e-07	3.639290815e-07
d	0.835828498333	0.148461393687	0.0103150245162	0.00362381269047	0.00100634298567	0.000375312754983	0.00017141867554	4.22795134113e-05	1.04104782699e-05	8.73029133882e-05	7.82466375738e-05
ì	0.694777132778	0.280812111229	0.0171768755054	0.00507912943016	0.00119753070189	0.000451998444994	0.000212743584197	5.64105214704e-05	1.395200769e-05	0.000116836011629	0.000105325763525
s	0.439086850926	0.510371757076	0.0465739191685	0.00288703954339	0.00062217004063	0.000212132790331	0.000100306533749	2.39903891568e-05	4.97120117333e-06	4.0687341043e-05	7.62255988417e-05
o	0.214769496975	0.590830859025	0.174278186389	0.0149975183811	0.00168135298021	0.00317820922544	7.28624129163e-05	9.45683347189e-05	6.83294906778e-06	2.00330550143e-05	7.01181146139e-05
n	0.107005695992	0.540962126342	0.293724538796	0.0510816544604	0.00235934466007	0.00461720004181	6.52270826388e-05	0.00013586719824	7.39416958926e-06	1.22038678948e-05	2.8743952038e-05
t	0.038730181064	0.627015498781	0.263135642932	0.0674827734868	0.00147734506002	0.00201985958727	5.41189132129e-05	6.74400638133e-05	2.68724544642e-06	4.4220767216e-06	1.00450491473e-05
a	0.014581366088	0.509463947927	0.424419077644	0.0500704691623	0.000717921190007	0.000698292502423	1.9848873561e-05	2.30687494044e-05	9.68433518807e-07	1.61698289053e-06	3.4366099071e-06
o	0.00667292212933	0.216806104309	0.697994192548	0.0760832157208	0.00183190542667	0.000576719867474	2.26848660103e-05	9.9587953348e-06	4.12637416269e-07	6.4421446351e-07	1.2311925957e-06
n	0.00349094534311	0.081481861103	0.564054830849	0.27462956524	0.0711601153756	0.00472245295582	0.000277339690003	0.000172005096912	3.73188602876e-06	6.1497222045e-06	1.01690756857e-06
a	0.00363080321437	0.032724670701	0.345114390283	0.494094088413	0.113970611792	0.00986950031861	0.000350851018001	0.000230830054637	4.99731480959e-06	8.10344046817e-06	1.19737368952e-06
d	0.00365662688146	0.0150993469003	0.245260656761	0.594690429471	0.123016260597	0.0168040437729	0.001030298894	0.000368854137212	2.04319570699e-05	3.72094665561e-05	1.59167344298e-05
e	0.00185647180382	0.00905923763343	0.15336734892	0.531878309824	0.213252483532	0.0887330452576	0.00133390602133	0.000426242981071	2.55524721566e-05	4.6831388012e-05	2.06293775299e-05
r	0.00112065401127	0.00602896241114	0.103486387307	0.383280579941	0.372267854511	0.131575951753	0.00175709726378	0.000442111112357	1.29212031855e-05	1.9639651164e-05	7.84981539663e-06
f	0.00074223874709	0.00501577033705	0.088156366769	0.245697384647	0.576074764837	0.0768216399177	0.00692221348793	0.000505678224119	1.27411307285e-05	3.5592856388e-05	1.56102366322e-05
ò	0.000653549672363	0.00522073867902	0.0856038755897	0.366132076216	0.472161518279	0.0624752226392	0.00743789272931	0.00025129688104	8.61669673283e-06	3.7499906196e-05	1.77239865107e-05
m	0.000811293347454	0.00328207279301	0.0701100168632	0.640155392072	0.201246106093	0.0808644492131	0.00334822947644	0.000138164493347	6.24458256761e-06	1.85011224653e-05	1.95500584702e-05
m	0.00413337641582	0.00536025759767	0.235823827288	0.468749862691	0.214279675364	0.0671481964044	0.00426543259215	0.000123586454449	6.2404300892e-06	1.31369638218e-05	9.64080961567e-05
u	0.0121446118053	0.00767191153256	0.270232477429	0.17009647823	0.366817601788	0.160967117135	0.00979907063072	0.00203300712815	6.41211650964e-05	5.76278666073e-05	0.000115967325386
o	0.0147020279351	0.00557910537752	0.0987521544763	0.0701224690767	0.390153073929	0.357691099045	0.0557324898769	0.00700249837605	0.000126561658365	8.74826705358e-05	5.1066898462e-05
n	0.00832194156503	0.00267788140584	0.0348312406921	0.0365053140256	0.32009481131	0.442780273015	0.142356863292	0.0120320484587	0.000183980612788	0.000173612408512	4.20543994873e-05
ì	0.00302019401834	0.00105305880861	0.0124908693974	0.0227960508752	0.219561278437	0.561804151005	0.163019114431	0.0158614824862	0.000173084887596	0.000186838262904	3.38509671958e-05
c	0.00118045045278	0.000457339086203	0.00516069523247	0.0091491470584	0.100232936812	0.606579037002	0.261138638144	0.0158149078287	0.000173919332532	9.81639410347e-05	1.47430630986e-05
h	0.000533652710927	0.000248067018734	0.00428113587749	0.00451062530947	0.053115405604	0.379434965667	0.546089546048	0.0115295776096	0.000171407952177	7.18505883449e-05	1.37914346995e-05
a	0.000504619360309	0.000208859066245	0.0038770583925	0.00162636177316	0.035800185868	0.213333665222	0.647800832016	0.0962192922032	0.000522490225392	7.2695744115e-05	3.39770652332e-05
p	0.00041102024277	0.000144097104415	0.00188237615617	0.00075053418772	0.0199151223893	0.150137445074	0.679572227339	0.144024840734	0.00261431660846	0.000494914698038	5.31188474111e-05
à	0.00016791170359	7.57064271383e-05	0.000877696844057	0.00199598214591	0.0124256020631	0.134818865025	0.579546789113	0.223110466911	0.0446850517028	0.00224318143268	5.2729216137e-05
r	0.000470232701197	0.000209074555713	0.00158887274802	0.0024362374153	0.0096728791877	0.134802441675	0.451351076371	0.336576872304	0.0597426909009	0.00272404663089	0.000425556456712
