 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.88750927	0.0936065355	0.012954523037	0.005262638495	0.00053456064825	9.52197225e-05	2.65008178e-05	7.14187705e-06	8.84564233e-07	8.64009625e-07	1.034134675e-06	8.3574745e-07
n	0.566600946667	0.390494305167	0.020550987679	0.0187288754983	0.00303717864942	0.000386017190833	0.000156909175267	1.16839750167e-05	2.2077892311e-05	3.408023975e-06	5.611105925e-06	1.95374488333e-06
è	0.201498542556	0.747076985056	0.0251522985597	0.0220148689994	0.00359241519981	0.000431516009611	0.000183542439056	9.07409240557e-06	2.85957285603e-05	3.70977561833e-06	6.54728821833e-06	1.83312403211e-06
r	0.0724133391853	0.818280195019	0.0929175378532	0.0146479348331	0.00149823524994	0.00016177642287	6.31862462187e-05	3.61478557952e-06	1.00101390434e-05	1.25913865144e-06	2.24566326994e-06	6.39788661703e-07
t	0.0310082560618	0.811800031673	0.135104109284	0.020816760611	0.00112279154998	9.97974426233e-05	3.50147179729e-05	4.58325823751e-06	5.1037747478e-06	5.4942430248e-07	1.01917986715e-06	1.9827776339e-06
i	0.0214226353539	0.661344100558	0.231421653095	0.079740618537	0.00540494311666	0.000572361975541	6.24362426576e-05	2.05516410792e-05	3.68012724927e-06	9.4978553416e-07	3.41820744572e-06	2.6604349113e-06
n	0.0146415499846	0.390391450186	0.384618431032	0.189258992846	0.0201461103722	0.00083405004518	7.70710092192e-05	2.33461113264e-05	2.51524608309e-06	1.06689397139e-06	4.22501630191e-06	1.16126250377e-06
è	0.0051766197782	0.203127709062	0.452698547011	0.293636297615	0.0446797274574	0.00062281805506	4.48534193397e-05	9.13230637547e-06	1.51945786103e-06	4.8060011213e-07	1.7878183273e-06	4.50248679923e-07
s	0.0032628184094	0.180837825354	0.403316489004	0.290926819205	0.120171845819	0.00136903913835	9.74149610466e-05	5.42321842516e-06	1.01290844537e-05	5.88871599043e-07	9.62851302433e-07	6.13753338641e-07
s	0.00355479203647	0.180951795118	0.226638988668	0.434147893068	0.152468478606	0.00202662517945	0.000174006440349	1.35054971417e-05	1.63314271512e-05	7.94171346348e-07	1.11388415414e-06	5.68770387955e-06
u	0.00458406301216	0.0752813655393	0.128562198556	0.473376827689	0.299959312869	0.0176340434265	0.000413516776783	0.000144600201047	1.56478527171e-05	4.23795486212e-06	1.6386356318e-05	7.85865162652e-06
m	0.00374145004205	0.0271743855464	0.0856809225187	0.323723815896	0.525635637623	0.0328940054755	0.000889198192261	0.000213991433682	1.36265699057e-05	6.40786148737e-06	2.29545145727e-05	3.63973785217e-06
u	0.00133411959868	0.00962075588213	0.0339369695062	0.233477914632	0.618824979208	0.101393108492	0.00120718193075	0.000181211971227	7.72131996857e-06	3.94740332912e-06	1.06702351242e-05	1.41388580406e-06
k	0.000613598546227	0.00447711462738	0.0191198118354	0.121504614211	0.632391593069	0.215717656164	0.00510654381025	0.000921305907076	3.88371596562e-05	2.2874242743e-05	8.42929745081e-05	1.75673627802e-06
u	0.000634489882076	0.00265988669579	0.0122833402785	0.071857680637	0.467005314356	0.429671958721	0.0123781239368	0.00326861790236	8.00578765521e-05	3.7534013581e-05	0.000120883195836	2.11205315934e-06
à	0.00150676269403	0.0011690929286	0.00585849442617	0.0275752830123	0.269051018119	0.660985992907	0.0274085033123	0.00629144380079	7.14305855174e-05	2.28774710937e-05	5.74258629453e-05	1.68317891978e-06
i	0.00225915089801	0.0011882729862	0.00307411002872	0.0111702658374	0.146889542373	0.785851614302	0.0398025177708	0.00963374060026	7.79163151725e-05	2.23154372646e-05	2.90694263151e-05	1.48995367326e-06
s	0.00156225728	0.000995115578733	0.00121386162624	0.0051609001458	0.0681769481243	0.703480071434	0.176375264924	0.0420360305334	0.000876576778391	9.43110140882e-05	2.77524907717e-05	9.1563957442e-07
à	0.000653262227333	0.000438114629578	0.00063258201208	0.00284775597193	0.0342480641414	0.534544213811	0.292290034975	0.132006470178	0.00212936502613	0.000180879711363	2.85305149239e-05	7.2359975814e-07
m	0.000367296125778	0.000251595379193	0.000388105150693	0.00114701443398	0.0141139292471	0.353147719604	0.481841844992	0.146587326726	0.00193738449204	0.000184053460454	3.26398629746e-05	1.09485470271e-06
b	0.000313656325259	0.000228046642398	0.000323316543564	0.00070274436466	0.0062598511157	0.138130497868	0.776124214997	0.0731766435753	0.00455291698068	0.000136011974818	4.43022809915e-05	7.8023967009e-06
a	0.00109382969509	0.00210458991413	0.000720814901188	0.00078680708822	0.0035108781719	0.0768270676227	0.637012274999	0.244579645858	0.0273664843269	0.00460696203627	0.001292145677	9.85026972336e-05
v	0.00120509026036	0.00261064605671	0.000693154462729	0.00057498621274	0.00194099312397	0.0542469025409	0.526037681666	0.339258921953	0.0594334114423	0.0111436716788	0.00269226762567	0.000162316959078
ò	0.000447559145453	0.00101797676424	0.00075451754991	0.000284734594247	0.00204186824132	0.0549329035136	0.547949240555	0.305898633984	0.0545979611474	0.0285691752263	0.00339878880856	0.000106690853026
r	0.000638011578484	0.00123974711475	0.00144727424997	0.000224513984749	0.00249223044711	0.0615403058379	0.561619026852	0.291367421328	0.0408913877158	0.0345060030754	0.00361371980285	0.000420384814342
a	0.00435981332616	0.00919229737158	0.00383107894999	0.00441692457492	0.00352401118237	0.0375672042793	0.451002222284	0.168037637109	0.189401592572	0.119929743692	0.00702587210095	0.00171160303811
s	0.00514499502705	0.0110832346307	0.00393831091136	0.00575668750731	0.00331645187746	0.0184982452931	0.187922832095	0.112870639036	0.399345667524	0.236521221231	0.0136769562003	0.00192474367937
o	0.00181656382735	0.00379090987037	0.00138049688849	0.0020006299481	0.00119380692582	0.00694923346437	0.0954702544983	0.070406207012	0.378064972508	0.421567507077	0.0160670112334	0.00129240009312
t	0.00070785862945	0.00136017660702	0.00052784903073	0.000748380211367	0.000483392513273	0.00280234028812	0.0381627892994	0.0351723723373	0.336197230836	0.549084069026	0.0296562739111	0.00509728873104
s	0.000240461208483	0.00045557653304	0.000177418518677	0.000255539102989	0.000169179094091	0.00124780815604	0.0383635017665	0.0173026096458	0.513859950279	0.368473488342	0.048364495637	0.011089982577
o	9.0923420161e-05	0.000161653582147	6.29238759257e-05	8.83055726963e-05	6.41328100303e-05	0.00057224004368	0.0346003944555	0.0102750747486	0.44743361576	0.285036141447	0.162071945212	0.0595426241923
m	4.02305547203e-05	6.38634227157e-05	2.52798849752e-05	3.86040227321e-05	3.01765693434e-05	0.000319683592893	0.0131135454518	0.00938869658287	0.287448337587	0.389681017149	0.219961690071	0.0798888330641
