 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.649993575	0.24832133625	0.085123152712	0.0137955711989	0.002676412437	3.835514856e-05	3.21417812e-05	2.288979274e-06	1.5633865298e-05	7.807117925e-07	8.00513287e-07
n	0.432954775	0.420847312083	0.129336874237	0.0140521840463	0.002711866749	3.88041398867e-05	3.22602258e-05	2.36067384467e-06	2.19121210993e-05	8.059592475e-07	9.25552929e-07
a	0.265096629667	0.464547470694	0.246753598079	0.0180916176621	0.005368304853	2.92699319956e-05	5.90779506667e-05	2.45613746822e-06	4.71162176998e-05	2.06187119917e-06	2.43976270967e-06
s	0.0940253015223	0.466823306898	0.412928066026	0.019808518154	0.00626356262767	2.60164058319e-05	6.80011175556e-05	2.44958008941e-06	4.95302423166e-05	2.45352314212e-06	2.79442167256e-06
t	0.0317343354474	0.531218168966	0.426510455342	0.00830728165133	0.00216967915256	1.61590597773e-05	2.37842850185e-05	1.26455736314e-06	1.69680322222e-05	9.16729803107e-07	9.61739500187e-07
a	0.0108354208758	0.519528606322	0.443929498447	0.0245980492171	0.00107894458419	1.28117864258e-05	9.11619977283e-06	8.39072915713e-07	5.9154005674e-06	4.06496459702e-07	3.78522055396e-07
s	0.0040823385586	0.376996702107	0.478152139482	0.130144966406	0.0103842954614	0.000191327504309	3.48770661909e-05	6.40576226657e-06	5.84530098247e-06	7.44710131901e-07	3.39656283799e-07
ù	0.00179603270953	0.214262280702	0.415655133161	0.349788882135	0.0181755044871	0.000260875541436	4.5904856397e-05	8.29145180219e-06	5.86905946749e-06	8.71380263967e-07	3.28302173266e-07
n	0.000755651589843	0.0988792669007	0.54221808772	0.346374188712	0.0116261351957	0.000106749962145	1.91969260323e-05	3.4886231474e-06	1.66173339625e-05	3.75862267989e-07	2.06616469755e-07
a	0.00862032920661	0.0662808313002	0.506396072573	0.323962224237	0.0928300527652	0.000707813962382	0.000651560048244	2.27005235491e-05	0.000520248153654	3.34005984933e-06	4.77722903992e-06
n	0.0114901173689	0.0538172727667	0.233573417524	0.474934608079	0.217080440922	0.00569309738746	0.00222379304941	0.000240484034516	0.000874098817885	5.66128309498e-05	1.601438168e-05
k	0.0050418062563	0.107030034256	0.153362222508	0.402582646026	0.300292133641	0.00927295602915	0.00278358848314	0.00135648421151	0.017286448406	0.000600011126983	0.000391647329893
ò	0.00327794091877	0.115854548419	0.104304511503	0.405394725342	0.336526721214	0.00704307237638	0.00215457392771	0.00153389372784	0.0226718923753	0.000730142887328	0.000507983993531
r	0.00175945788192	0.044079858473	0.0511383168343	0.628067755114	0.261214840405	0.00383970566879	0.0012707310609	0.00052939875238	0.00768251200177	0.000244928708376	0.00017246684731
a	0.00356961553631	0.021819050491	0.0284706389448	0.572481725038	0.314896823468	0.0451613832996	0.0088113448053	0.00079802583656	0.00376867930392	0.000147772163725	7.49028750033e-05
a	0.00418072102877	0.013215227518	0.0147693475329	0.290751432346	0.592197441156	0.0694593597665	0.0118988690684	0.000900578543187	0.00247151918231	0.000115320474192	4.02352767911e-05
t	0.00141378324779	0.004435991908	0.0052492084823	0.156780078115	0.692461563719	0.121791998589	0.0150322871561	0.00191303561206	0.000859797085103	4.54591546807e-05	1.68612867204e-05
s	0.000474250283297	0.00156561429367	0.0025838254141	0.114674890705	0.659914914573	0.184261196196	0.0266573933854	0.00929892870402	0.000530378705034	2.82548042269e-05	1.03533900068e-05
ù	0.000165708067932	0.00060312251989	0.0014227507747	0.075434309235	0.736417114858	0.145457915399	0.0297425424618	0.010326540068	0.000409115064678	1.59425748423e-05	4.9507436756e-06
n	6.70493109773e-05	0.000287628685297	0.000757401581567	0.0641328620783	0.744996624953	0.1424561918	0.0422531571539	0.00487622688933	0.000156187330226	1.40012967141e-05	2.71672063187e-06
n	3.13457159924e-05	0.000242391611766	0.000564893897189	0.0644220700261	0.775795008318	0.1161976816	0.0392643618846	0.00324131139644	0.000216458449075	1.6135365238e-05	8.32392571062e-06
i	5.12381936641e-05	0.000162772112255	0.00025118002573	0.044034391342	0.803751449439	0.0993932682	0.0463261417949	0.00408404386548	0.00191327277636	2.01771150793e-05	1.19955635702e-05
