 	mio	padre	ha	lavorato	sempre	</S>
o	0.903874625	0.0908807305	0.0051028771975	7.85542374e-05	6.2345796e-05	8.54159465e-07
c	0.761813491667	0.226754990167	0.00810811689917	0.00304997913247	0.00022163606	5.17875608883e-05
i	0.466580800556	0.517570733389	0.0115550861331	0.00398948928629	0.000235432826567	6.84551336494e-05
ù	0.189190519519	0.67166140113	0.137625122044	0.00139539912423	0.000102172242089	2.53820089031e-05
r	0.11019717384	0.586915000377	0.301601147348	0.00121102002808	6.43751026963e-05	1.1257955701e-05
i	0.0991445626133	0.467727350126	0.428853899116	0.00338901487603	0.000840565196232	4.4604406967e-05
m	0.0701496588711	0.288682316709	0.587699959705	0.050901350292	0.00244285096541	0.000123907065656
m	0.309250287624	0.134645935236	0.451544233902	0.100623040097	0.00331099388847	0.000625540645219
u	0.381879602208	0.137219834745	0.350942941967	0.104319340032	0.0200317805295	0.00560650821507
è	0.133334183603	0.155108548248	0.577087200656	0.101189880011	0.0264260391765	0.00685414160502
p	0.0780683397343	0.0833932630827	0.641184653552	0.17112484667	0.0222020460588	0.00402679663501
o	0.0753686409114	0.0463779653609	0.436565884517	0.373471052223	0.0645333693529	0.003683029445
l	0.0499580983038	0.0298503276203	0.199016439172	0.629224497408	0.0884766997843	0.00347394748167
e	0.0252778948679	0.0110428078401	0.0796099280573	0.746015499136	0.122422523261	0.0156313544939
m	0.00955759492263	0.00426844890003	0.0352860533524	0.778886833045	0.137403357754	0.034597678498
i	0.00349256646754	0.00159965397668	0.0174084183175	0.632646651015	0.295873552585	0.048979125166
m	0.00218639634918	0.000768474088893	0.00881924790583	0.416668407005	0.463223944195	0.108333515055
m	0.00368246324973	0.000459209576298	0.00573522830194	0.307018805668	0.447934811398	0.235169491685
è	0.00328092091491	0.000248514095433	0.00398284156731	0.155156748223	0.629000070466	0.208330880895
n	0.0037568304033	0.000218794285144	0.00317667682244	0.059891512741	0.713135720155	0.219820400632
a	0.0188771943011	0.00238700025171	0.00397946684081	0.025478375247	0.539158323385	0.410119583544
p	0.0214208158137	0.0030084296759	0.00291187924127	0.0123300306157	0.609921267795	0.350407564515
à	0.00729520435673	0.0010107543053	0.00099362792409	0.00551877413857	0.840345442598	0.144836191505
n	0.00275163035774	0.000343818135433	0.000356603317363	0.00210919517286	0.893100464199	0.101338270502
t	0.00935779165258	0.000135097237478	0.000152002565788	0.00109421975095	0.767093404733	0.222167480167
a	0.0116057731842	8.90636024927e-05	0.000102085301929	0.000701928908317	0.459866181578	0.527634960056
</S>	0.0063460560421	8.46898662464e-05	9.97223209645e-05	0.000398932991158	0.255932760789	0.737137830028
