 	ora	ho	finito	di	scrivere	</S>
à	0.856729595	0.1107670909	0.031947154025	0.00049045948285	5.81998732e-05	7.511262e-06
r	0.670768688333	0.2883542503	0.0402304180083	0.00057128507095	6.77906164e-05	7.55589296667e-06
t	0.390565002778	0.481003193433	0.127955246003	0.00038335421365	5.86508828e-05	3.45569926222e-05
e	0.177505474259	0.596707797811	0.221777555334	0.00360879048455	0.000337467672933	6.29324885407e-05
s	0.0895731430863	0.585364465937	0.313788891778	0.0106749011615	0.000556363157644	4.22155711802e-05
p	0.0339779047621	0.368341643979	0.586487950593	0.0107608991872	0.000412819869215	1.87758007267e-05
ì	0.012730872154	0.16735797666	0.801051656864	0.0181736621957	0.000662771106405	2.30642565756e-05
c	0.00563818438467	0.10064905622	0.764633705621	0.124822814065	0.00400626540213	0.000249966392192
c	0.00270342156156	0.0523747165067	0.784904851874	0.153634652355	0.00579598633404	0.000586391297397
e	0.00383550678719	0.0239676532689	0.620427803958	0.303502805118	0.0467431466447	0.00152311349913
t	0.00398574542906	0.012776485623	0.254421783319	0.649607035039	0.0775266475482	0.00168230108971
s	0.00137236026969	0.00507142790767	0.13763762644	0.77285961168	0.0812531678494	0.00180577338657
a	0.00052770645323	0.00215032979922	0.08816896468	0.684967017227	0.22081419595	0.00337175066219
t	0.000218373681743	0.000872833386407	0.0339568584267	0.644462485742	0.307650431983	0.0128389863207
s	8.28731002477e-05	0.000417752558802	0.0174974714756	0.569050095247	0.367764860661	0.0451869634402
e	3.61201100826e-05	0.000190200854267	0.0086781683652	0.352885051749	0.582045453554	0.0561650201467
g	2.34311940275e-05	0.000189889446089	0.00508869046173	0.323788120583	0.617253724518	0.0536561390489
r	2.39570266758e-05	0.000194260924696	0.00621617595391	0.308180140194	0.553705448173	0.131680039683
à	2.01367252253e-05	8.4351125232e-05	0.00465481910464	0.157956703398	0.668325366058	0.168958649894
t	1.96107234084e-05	7.65945880773e-05	0.00831211115488	0.140183734466	0.747561072019	0.103846886631
s	1.92014928028e-05	6.99940000258e-05	0.00968446295163	0.125796980622	0.812463290673	0.0519660655437
i	1.43886347676e-05	3.74491110086e-05	0.00353591116721	0.0435701811873	0.654027646891	0.298814431848
</S>	1.29024971338e-05	3.12160740043e-05	0.0018466760086	0.0220166583637	0.413092648445	0.562999915924
