 	perché	aveva	lavorato	tutta	la	settimana	</S>
j	0.9788621	0.0168806145	0.0038696856794	0.00036844287171	1.074881883e-05	7.386905145e-06	1.003011175e-06
a	0.763271106667	0.232435288167	0.00390448680147	0.000368918723837	1.11876819433e-05	7.60620309833e-06	1.380020625e-06
t	0.397343258889	0.593464796056	0.00899954784216	0.000181348977879	6.5144179811e-06	3.65222674944e-06	9.07218168333e-07
ì	0.166905656296	0.821847732019	0.0111202690474	0.000119200815626	4.6837920737e-06	2.13325378648e-06	3.89842219444e-07
ì	0.083701937432	0.909265744006	0.00683544878247	0.000159364341542	2.90249427712e-05	6.88422913216e-06	1.66065014315e-06
c	0.050990035144	0.926154948002	0.0224886449275	0.000315551510514	3.98434407571e-05	8.80348161072e-06	2.18959261438e-06
h	0.0242381413813	0.947644949334	0.0278028506425	0.000286482506838	1.7395210419e-05	3.68459643691e-06	6.40148227146e-06
e	0.0179451131271	0.784312416445	0.196302304881	0.00136461589228	4.87009371397e-05	1.57373828123e-05	1.10588315905e-05
p	0.0126024525257	0.412284936482	0.568796091627	0.00601681349743	0.00023001631238	6.13472376041e-05	8.32132003017e-06
o	0.00447221052523	0.150736759161	0.832886973876	0.0113304824991	0.00047495451746	8.92425742014e-05	9.33566967672e-06
l	0.00185808161841	0.0546196631203	0.899509027959	0.0419893094997	0.00166640061915	0.000331861339734	2.56328308922e-05
e	0.000986170732803	0.0195820545734	0.89228395932	0.0825852998332	0.00406309667305	0.000463818139911	3.55552849641e-05
m	0.000642412140934	0.0086488815578	0.859385119773	0.124784889944	0.00540055622435	0.00050328410997	0.000634814222988
ì	0.000477004650311	0.00516563548593	0.729595839924	0.246725963315	0.0163471110748	0.000854048716657	0.000834416175329
s	0.00100848300677	0.00446465566198	0.511614829975	0.450914647772	0.0297681370249	0.00104294053889	0.00118631422611
o	0.0497879331356	0.015942864654	0.276718844325	0.559530139257	0.0836146430083	0.0129139102463	0.00149164624204
n	0.0653232418699	0.017987384458	0.113670716775	0.669074803086	0.116288914336	0.0169269334821	0.000728013054013
t	0.021825709598	0.00621137944267	0.0616279965917	0.816996234362	0.084213668112	0.00772791479403	0.00139711902467
a	0.007440320066	0.00237865734089	0.0396245215306	0.780056778121	0.158326686037	0.00980894916468	0.00236413590822
ò	0.003781341172	0.00216530702363	0.0188741665769	0.656394342707	0.301972925346	0.0129155480549	0.00389638866941
l	0.00245629456733	0.00202744711454	0.00983044242563	0.517121110902	0.437698105115	0.026094433685	0.0047721516898
i	0.0201540139324	0.0108062183782	0.00638269597521	0.294234410967	0.392746705038	0.257288531228	0.0183874336966
t	0.0260179543155	0.0136586674407	0.0044930742384	0.187763090989	0.337405525013	0.402410520409	0.0282511928989
i	0.00872737743317	0.0046072467849	0.00171984470113	0.145169778646	0.294520825004	0.51680548347	0.0284494599663
n	0.00297610481539	0.00160785065697	0.00066414723871	0.0737616811987	0.273596408335	0.59769348449	0.0497003033221
a	0.0010539126828	0.00058838427099	0.000307533012903	0.0498470108329	0.250661946778	0.642257651497	0.055283542774
d	0.000414443750933	0.000241194811997	0.000133393719968	0.017222385411	0.122382321259	0.769206450499	0.0903998209247
d	0.000171281011978	0.000128732662332	8.08256683227e-05	0.00718064950367	0.0792738754197	0.640169616833	0.272995030308
o	0.000175586928993	0.000131755124111	6.93038887742e-05	0.00348573953456	0.0362482551399	0.544564438944	0.415324930103
m	0.000178260898664	0.000121079454704	7.01336645914e-05	0.00143979481152	0.02450609838	0.546858102981	0.426826536701
à	0.000143159228555	0.000106533044901	5.59968465305e-05	0.000774473970507	0.0210003611267	0.651272904327	0.3266465709
d	0.000118715791185	8.92602443003e-05	3.13721975102e-05	0.000365983750169	0.0113110724422	0.791213381442	0.196870218967
a	0.00134316034873	0.00107326077743	0.000130784484503	0.00029403633339	0.00533200518073	0.577584197147	0.414242582989
</S>	0.00261973017437	0.00209552268871	0.000242826857252	0.000389783301695	0.00318667854037	0.335859903574	0.655605591495
