 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.873203485	0.0757868865	0.044052418385	0.001435011628	0.00077618203	0.0001677812705	0.003542785901	0.0003430855174	1.702973145e-05	3.684468135e-06	0.0006150986869	5.39163618e-05	1.34883235e-06	1.2514373e-06
n	0.550840257667	0.3782878055	0.0461239584617	0.0185151996093	0.00109268487667	0.000370479570167	0.00354379608633	0.0003889583358	8.912889815e-05	5.466376045e-06	0.000616952640633	5.43949942e-05	6.749720045e-05	3.42457066667e-06
è	0.193916035556	0.6773934585	0.101180461821	0.0239723505031	0.00132382315889	0.000331570437056	0.00122683301478	0.0002141049506	0.000103155546383	3.730738925e-06	0.000221915501878	2.02762419667e-05	8.883397981e-05	3.46782460889e-06
r	0.0677863802853	0.597781832833	0.29497787394	0.036351823801	0.00225233201963	0.000124178511019	0.00045055168606	0.0001117867807	3.59225049943e-05	1.34710737467e-06	8.71774498693e-05	7.9887579089e-06	2.96426545517e-05	1.18531863196e-06
t	0.0261726226284	0.440638610944	0.44345183798	0.0835678559337	0.00566961387321	8.17626953397e-05	0.00016147965882	0.000194307452067	1.46838676648e-05	7.19041514557e-07	3.06964155331e-05	4.4769452563e-06	1.02548940056e-05	1.12479135299e-06
i	0.0117800759095	0.276738368648	0.62371891266	0.0784492879779	0.00864731129107	0.000101821285113	0.00018173300194	0.000264385327356	1.46843236883e-05	1.24470307152e-06	8.3691761511e-05	1.33389694188e-05	4.0193678152e-06	1.17865036433e-06
s	0.00487224797717	0.134834277883	0.536566950887	0.312140978659	0.0105013447637	0.000626878955038	0.00018314419398	0.000143158982785	1.34632799628e-05	1.16425256884e-06	9.9782113987e-05	1.45288892463e-05	1.64967762507e-06	4.79434746243e-07
e	0.00214742119972	0.0757742026277	0.392600386962	0.457127459553	0.0693930709212	0.00161139008501	0.00103921765799	0.000189585951262	2.29138170543e-05	1.26545783461e-06	7.7095721479e-05	1.46195791888e-05	1.03595978169e-06	3.61030583548e-07
s	0.00124100724091	0.0628826275426	0.333841479987	0.464182399851	0.105678530307	0.0289229150617	0.00240984315266	0.000690562263754	5.71417550181e-05	3.71702571154e-06	7.01150602597e-05	1.49345706963e-05	4.41283276056e-06	3.57289201183e-07
e	0.000579353834637	0.0566802376142	0.209968420996	0.48156517995	0.190242493436	0.0446307883539	0.0145578674176	0.00164820072125	6.23378363394e-05	4.18943507051e-06	4.61928048532e-05	9.37092119877e-06	5.23013327352e-06	1.90491360394e-07
t	0.000363597944879	0.0269306456381	0.165919705999	0.457008939983	0.236260991145	0.0860050494513	0.0197368474725	0.00734846997375	0.000314972200113	3.48618768568e-05	4.37285292844e-05	8.79813553292e-06	2.11620534445e-05	2.22140783013e-06
t	0.000133094228426	0.0168630274394	0.0658247441663	0.641331299994	0.134578289715	0.121666489817	0.0095179861575	0.00946596315792	0.000479992626704	6.75666576189e-05	2.59946417615e-05	1.0977386311e-05	3.15470694815e-05	3.02206455671e-06
à	0.000106418619609	0.00605610492313	0.0447288145554	0.520925866665	0.311294875905	0.0979995632723	0.00925491271917	0.00922550588597	0.000312321745568	4.6498316673e-05	2.00096819205e-05	1.2131502437e-05	1.57795932605e-05	1.2344731089e-06
a	0.00191497778987	0.00280069325771	0.0368056821851	0.205091666888	0.389171489968	0.296701744424	0.0451778175731	0.0196711346287	0.00229927314186	9.73714943577e-05	0.00019517742264	5.59728611457e-05	1.60210458535e-05	9.73446912967e-07
n	0.00266887392996	0.00212764055257	0.0154126714084	0.084905210296	0.169471778989	0.575101668141	0.071225440191	0.0574332965429	0.0184817103806	0.00157868227145	0.00027152164088	0.000100010050382	0.00119571190328	2.57628135377e-05
d	0.00837285064332	0.0202706842509	0.0381305471495	0.0841459200987	0.13739486733	0.566525556047	0.043996066797	0.0628030433476	0.0315072617935	0.00235630999048	0.000131269311627	0.000151362433461	0.00330317996776	0.000911092096513
e	0.0112054063144	0.026966661617	0.0462557795498	0.0734243115662	0.13596622911	0.511289845349	0.067237617999	0.0672279589492	0.0520544489312	0.00232817033016	0.00108316305188	0.000638952491154	0.00305596288925	0.00126548717217
m	0.00517481025813	0.010489277329	0.0167386394833	0.0262090405887	0.0594430265033	0.63081422845	0.0921371616663	0.0835974906497	0.0608231706437	0.00529958964339	0.00151178446063	0.000842583263718	0.00497837819642	0.00194073269739
i	0.00207342522271	0.00370063115967	0.00614813333443	0.0103021982729	0.0234837379678	0.604212042817	0.0560014438888	0.0577284092166	0.197752811215	0.0124110038811	0.0133310373302	0.00531175905457	0.00545144985214	0.0020918338178
