 	le	melanzane	vogliono	girate	</S>
i	0.91238372	0.075788666985	0.0108084162245	0.001008868664	1.031320015e-05
m	0.82780306	0.157252188995	0.0137411080748	0.00107302798133	0.000130600335717
a	0.578542993333	0.412583686332	0.00825080245827	0.00045728357511	0.000165200126072
r	0.248597258111	0.746073762111	0.00504266315276	0.000201589299703	8.47471661907e-05
a	0.0884901407037	0.90254738737	0.00874540928425	0.000158916853234	5.81810376969e-05
n	0.0349566114679	0.94504139579	0.0191871437614	0.000462730517745	0.000352074558199
g	0.022853000056	0.947228465263	0.0278560585871	0.00155102560591	0.0005114181694
i	0.0187271939187	0.913899455088	0.062966299529	0.0039703900353	0.000436679306467
à	0.0126003118729	0.824365085029	0.15741561651	0.0052243987451	0.000394636935489
n	0.0100291086243	0.593843608343	0.391803988837	0.00373861071503	0.000584762445163
e	0.156135374875	0.305498552781	0.474711939612	0.054552655805	0.00910153531505
i	0.204597491725	0.125295443927	0.563594556537	0.0936772652683	0.0128352492383
t	0.0688102461517	0.046488927309	0.784642272179	0.0694355124228	0.0306230548794
è	0.0231224140806	0.0190260051363	0.863959010726	0.0534301114743	0.0404624806265
l	0.0079337626202	0.00706521547877	0.898390350242	0.0656806391581	0.0209300433422
u	0.0157506172467	0.00472334965959	0.614902207414	0.212887968386	0.151735895247
n	0.0183949898589	0.0037496666532	0.330414696471	0.430497579462	0.216943121749
e	0.0069928485963	0.00145804586107	0.220404165824	0.430964659821	0.340180290583
v	0.00309851765877	0.000604034250357	0.097785295608	0.521676486607	0.376835634194
o	0.00110001081292	0.000238734075452	0.057097426536	0.537197222202	0.404366595398
t	0.000452404048973	0.000121769791151	0.0307016871787	0.460728677401	0.507995471799
i	0.000346095777658	9.95286110503e-05	0.0201323567929	0.4525059858	0.526916017266
m	0.000300930682553	8.59262336834e-05	0.00818124639763	0.5408379786	0.450593890755
m	0.000793975000851	0.000113099637894	0.0119052611992	0.6102056262	0.376982035252
è	0.00177509180028	0.000421068945965	0.0198358360664	0.546836498733	0.431131525084
n	0.00195413290009	0.000499314948655	0.0157909150221	0.678587822911	0.303167845028
e	0.00603738680003	0.00109422709955	0.00824966327403	0.51078184797	0.473836891676
</S>	0.0103045744	0.00186495919978	0.00551332953701	0.260531834485	0.721785295838
