 	hai	già	mangiato	</S>
è	0.667762605	0.227881863	0.10424623592	0.000109308809
c	0.489537991667	0.404187914333	0.10617183684	0.000102279226667
h	0.334517241556	0.626035358111	0.0393865218133	6.09171492223e-05
i	0.152594591519	0.830705636037	0.0165408836711	0.000158905693074
g	0.076000084773	0.905208228679	0.0186025476237	0.000189153997691
i	0.029352525191	0.902077496226	0.0572290938746	0.0113409266326
à	0.0142501595303	0.663222685409	0.299343394625	0.0231837998775
f	0.00581033924343	0.31947507847	0.658245918208	0.0164686613258
a	0.00292744078114	0.123021276657	0.795481559403	0.0785696784753
m	0.00199496287038	0.0439849062857	0.835378486468	0.118641579492
è	0.000722354650593	0.0164787578952	0.922086362156	0.0607124784973
n	0.000267959635664	0.0062102542984	0.881549374052	0.111972424832
a	0.00214212068022	0.00373637286613	0.564637484684	0.429484041611
</S>	0.00411258619011	0.00362067943307	0.325086352342	0.667180370805
