 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
f	0.66889762	0.2708215643	0.002076610075	0.000145817623	0.0225371259639	0.0340356165575	0.001440124216	4.54844937e-05
è	0.561165373333	0.371253764767	0.00700351725833	0.00248376863433	0.0225617645466	0.0340398272108	0.00144559005733	4.63895614667e-05
o	0.444020759111	0.474954774922	0.0431942084194	0.0164483202114	0.00922827230753	0.0115235565286	0.000606975994443	2.31260273889e-05
p	0.183021676037	0.732073384974	0.0564515748065	0.0187392818971	0.00501002508251	0.00427434560953	0.000412234498148	1.74757881296e-05
p	0.107237800346	0.821875678325	0.0484844019355	0.00768506089237	0.0076392361075	0.00488414253651	0.00211333624272	8.03349983765e-05
ò	0.114022113449	0.643488312775	0.181096512312	0.0450880167308	0.00835697263583	0.00521258291217	0.00263472136091	0.000100727390126
r	0.278156497816	0.362434380925	0.289278897437	0.0579985177103	0.00496107197861	0.00393520437072	0.00259106216697	0.000644340734042
k	0.308965617272	0.457475000308	0.195445915812	0.0231604089368	0.0062122378262	0.00384888789024	0.00264324632232	0.00224866747801
e	0.124336839091	0.496651091769	0.217340855271	0.111266347212	0.0253009359421	0.0200018313967	0.00284957290744	0.00225250840934
t	0.0517267982237	0.382068172256	0.30872420509	0.139702980337	0.080088905314	0.0338995151322	0.00296067556915	0.000828766910047
e	0.0179491901012	0.307380546085	0.232730158363	0.199018928046	0.218858975105	0.0222766778107	0.00150261822305	0.000282935210282
e	0.0085445522004	0.107342289562	0.136432956121	0.261429069349	0.471007845035	0.0121313280369	0.00299719690768	0.000114795536761
t	0.00475942514347	0.046367159054	0.0808558520403	0.14087171645	0.641118001678	0.0793704600123	0.00608790350256	0.000569516262254
r	0.00161425816782	0.0303267593513	0.0418803786801	0.05763331025	0.580990813893	0.277781250004	0.00870214616752	0.00107110605408
ò	0.00074019206594	0.0159338920171	0.02559413256	0.0357695571833	0.597091797964	0.312127122001	0.0118669557225	0.000876352484693
o	0.00644668398865	0.00719711257237	0.01900807452	0.0809878113944	0.632796099321	0.180422776	0.0719569059075	0.0011845203949
p	0.00815370565288	0.00418317647079	0.00974874330667	0.0816608092981	0.44815821644	0.330488175333	0.112541605303	0.0050655441983
ò	0.00276285157429	0.0016563257236	0.00372893438556	0.0309007213994	0.234599050147	0.466700891778	0.249691961768	0.0099592290661
s	0.000965008068097	0.0006063209922	0.00138097786419	0.0124537564365	0.0992789063823	0.596187943926	0.281196753923	0.00793028615537
s	0.000326860659499	0.0002263915124	0.00047663699173	0.00418042608227	0.0386896299608	0.840865601309	0.112132884641	0.00310153541846
a	0.0004378000133	0.000151630971467	0.000171547768577	0.00159392306086	0.0175129073869	0.612374959436	0.193658298214	0.174098922039
t	0.000472714846383	0.000124368207489	7.2496406859e-05	0.000793071426953	0.013897475029	0.431158008812	0.314716112738	0.238765718346
è	0.000158895830011	4.7865759163e-05	2.8514997653e-05	0.000353525713651	0.0111716423763	0.377192516937	0.513569494246	0.0974775211153
l	6.01224442703e-05	1.9244971521e-05	1.17908805843e-05	0.000147080033884	0.00427745930543	0.182115162979	0.753267511415	0.0601015943718
o	6.07110664234e-05	8.79123426403e-05	1.07829601948e-05	6.75525059613e-05	0.00187950924848	0.102365143626	0.559027510472	0.336500814791
</S>	8.25142182117e-05	0.00016393745632	1.32412050974e-05	5.60554479807e-05	0.00122738512424	0.051606565763	0.330259095236	0.616591157396
