 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.983827115	0.0149645509	0.000717065358	0.0004009834932	1.477584217e-05	6.5472556635e-05	5.402067455e-07	9.072677265e-06	1.50342282e-07	4.664652875e-08	1.961167715e-08	2.86778825e-09	7.35539615e-09	2.51194405e-08	2.10264486e-07
ì	0.953525615	0.0451141703	0.000865345886	0.000404249752733	1.50107621567e-05	6.5559358345e-05	5.51299976833e-07	9.07553592167e-06	1.54456634667e-07	6.51242029167e-08	2.013397905e-08	3.70931861667e-09	8.02578415e-09	2.31025573667e-08	2.05172500333e-07
n	0.845730405	0.149769546767	0.00315389629533	0.000652499925911	3.26402044856e-05	0.000346724108915	7.89329458728e-06	0.000301969821141	2.17853201222e-06	1.35937330972e-07	1.4244361735e-07	1.26772710722e-08	1.02993350817e-07	3.33148603222e-08	1.84671437844e-06
o	0.615130351667	0.298796038922	0.0745634164318	0.00738848614197	0.0010547833665	0.00194497963631	6.82923145291e-05	0.000943258523714	3.22821665041e-05	5.0535992727e-05	6.36331256245e-06	2.11754961502e-06	3.29170616027e-06	1.19547198011e-06	1.46293751261e-05
ì	0.322299859556	0.464624652974	0.198609668811	0.00968553448066	0.0014208725655	0.00221156496877	8.83443081764e-05	0.000904631701238	4.41383255014e-05	7.37702152423e-05	9.17448928748e-06	3.05815217167e-06	4.77651308676e-06	1.72348464337e-06	1.8235695842e-05
t	0.118585515985	0.671168717658	0.203644939604	0.00481392302689	0.0005296990685	0.00080310792659	3.73081272255e-05	0.000351683498079	1.87056366171e-05	3.1117770953e-05	3.93087518719e-06	1.26867070317e-06	2.11461605759e-06	7.40280766637e-07	7.19581196333e-06
s	0.055881647795	0.779785005886	0.159260929868	0.0041801184423	0.000219650380833	0.000369571129197	1.74048229085e-05	0.000258823857026	7.3284844557e-06	1.10280420565e-05	1.5006205671e-06	6.03789667003e-07	9.8583241453e-07	3.76888167726e-07	4.97838753711e-06
e	0.0399184145983	0.606104968629	0.346171096623	0.00654031248077	0.000521907814944	0.000459970116399	1.38927133028e-05	0.000249913745675	3.95166618523e-06	8.8271678855e-06	7.92464349033e-07	4.42545759001e-07	6.3610270951e-07	3.09120989242e-07	4.54906167904e-06
r	0.0205079903094	0.428925399543	0.528744352208	0.0205878288269	0.000694193284981	0.0004089863588	8.63512940093e-06	0.000110503194225	1.87498341174e-06	7.43900290097e-06	3.69540547578e-07	2.08070872407e-07	2.4249541317e-07	1.56940730014e-07	1.83007935678e-06
e	0.00809683654647	0.293410431514	0.658661097403	0.038492738609	0.000962807008327	0.000321121672933	5.12455023364e-06	4.46640587417e-05	8.36284393913e-07	3.28938473946e-06	1.47945077093e-07	8.12601635423e-08	8.991695839e-08	6.84516136047e-08	6.79137142693e-07
k	0.00380470863549	0.126190988838	0.756288445801	0.11153868187	0.00171597500278	0.000418327134311	8.05640121121e-06	3.05984162472e-05	1.4681512713e-06	1.93503501449e-06	2.22713155698e-07	4.95150821808e-08	9.785301813e-08	1.02468137868e-07	3.68273240898e-07
a	0.00184017216516	0.062145478946	0.622576025267	0.301716990623	0.0111635176676	0.000511395621437	1.28508550704e-05	2.87719260824e-05	2.0146798571e-06	1.87474747283e-06	3.05856281899e-07	5.14583817269e-08	1.21685806043e-07	1.16181318623e-07	3.38226923633e-07
s	0.00115835454505	0.0264632793153	0.420526671756	0.522488546874	0.0276758655559	0.00158912240715	5.91179470235e-05	3.23642876941e-05	3.73922305237e-06	1.86784125428e-06	4.94462103966e-07	6.4164555909e-08	1.72977885348e-07	9.6233895541e-08	2.70556075878e-07
ì	0.000511566035017	0.0138048710384	0.225220913252	0.721692058958	0.036456330852	0.00220411763572	7.22963486745e-05	3.1992774898e-05	3.95325197079e-06	1.05936791476e-06	4.95236891322e-07	5.5067469303e-08	1.66268186783e-07	7.55686341803e-08	1.11240877626e-07
m	0.000517381775006	0.0053497869128	0.105187219417	0.847464496319	0.0398855179507	0.00142990035857	0.000101410805891	5.69828506327e-05	4.88466677693e-06	9.5738370492e-07	7.63992853774e-07	6.58515284343e-08	2.40268830594e-07	5.38051637268e-08	4.12718453542e-07
m	0.029557565825	0.0119992729376	0.075690764139	0.741177838773	0.11458209365	0.0236392689662	0.00129298956863	0.00186792996354	3.7716936759e-05	1.12525227016e-05	3.86402978459e-06	2.20576519614e-06	2.61192568686e-06	6.30426161242e-07	0.000134036780851
e	0.040275770275	0.0148473023459	0.0551498733797	0.512437099591	0.329149637883	0.0419705839887	0.00227844822288	0.00349770595451	7.0103327253e-05	0.000126585829567	8.4259049282e-06	4.44735229871e-06	3.62457472895e-06	1.41858805375e-06	0.000178958905517
r	0.0147615819867	0.00601189379863	0.0298242481266	0.429050213197	0.488527462628	0.0269896133296	0.00228366244096	0.0022616292315	5.94937700843e-05	0.000154614124889	8.78585384273e-06	3.1039763129e-06	1.89188944298e-06	1.32131295125e-06	6.04732038823e-05
i	0.00498873836057	0.00207637099621	0.0134642573422	0.327040451066	0.620136270876	0.0279282521099	0.00335787931365	0.000872833413833	3.70395366948e-05	6.97711153297e-05	5.09155838091e-06	1.18980603097e-06	9.3433349766e-07	6.87506731417e-07	2.02501364574e-05
è	0.00276732759019	0.00159278641207	0.0060343407474	0.182947640355	0.766757166959	0.0346526727033	0.00414387900455	0.000898109827944	3.38741218983e-05	0.000151516970443	5.04848769364e-06	4.77982062366e-06	1.18985141589e-06	5.42807048139e-07	9.11640517247e-06
f	0.0021945072634	0.00147760431736	0.00392121258247	0.184120970118	0.76632741232	0.0291063525678	0.0115737376682	0.000999238209315	7.95427579661e-05	0.000168513067814	1.49272032312e-05	6.64286860789e-06	2.07065983863e-06	9.4658943938e-07	6.32269152416e-06
r	0.00123544445447	0.000627569162453	0.00224801440416	0.143533145806	0.518694784107	0.306829397189	0.0238097918894	0.00282060933644	0.000108553605989	6.6766710938e-05	1.55795097437e-05	3.15076668596e-06	1.65986677954e-06	8.3489371646e-07	4.70522874139e-06
ì	0.00610255345149	0.00719730593082	0.00552484934472	0.0660453953687	0.454306494702	0.41276037573	0.0371631909631	0.00958011154548	0.000582565748663	0.000489281787646	8.01000959146e-05	4.36365999787e-05	1.76604234932e-05	1.28173313088e-05	9.36719460138e-05
s	0.00767332721716	0.00938260882361	0.00676704653491	0.0530784251229	0.483965621567	0.25364392191	0.167928518321	0.0149639005152	0.00159097368289	0.000637642552549	0.000134682276972	5.92592995262e-05	3.12067381644e-05	1.71397530029e-05	0.000125756703338
k	0.00542495113905	0.00351801745454	0.0025971271783	0.0326809562243	0.258214679522	0.45000920397	0.229725462774	0.0157261558384	0.0016352667143	0.000251928474183	8.4462243324e-05	2.46235552087e-05	2.07868250548e-05	6.6984649343e-06	7.96990391127e-05
o	0.00544290997968	0.00233737861818	0.00122009067277	0.0117331955581	0.142108415507	0.493972544657	0.310044800925	0.0246489219461	0.00429421262477	0.00344801999139	0.000406533807108	0.000234289300903	2.76065560183e-05	1.36540076781e-05	6.74580043709e-05
è	0.00589377292656	0.00494860733939	0.00128716579092	0.00550201688603	0.132543291836	0.340713338219	0.444601316975	0.038650078982	0.00805653570826	0.0163686466638	0.000754615059036	0.000565359923634	4.39132520061e-05	2.16584298927e-05	4.97155827903e-05
t	0.00506951091885	0.0049947616098	0.00105239579031	0.00523747579534	0.135787803945	0.289570426073	0.486510878992	0.0403513536607	0.0126888769028	0.0174015894813	0.000771454826345	0.000460855482211	5.0200664002e-05	1.52143479642e-05	3.72073457634e-05
s	0.00193249041628	0.00170854503793	0.000388780566437	0.00412964971045	0.0933740801817	0.410367165358	0.393585109664	0.0754976745536	0.0123503993009	0.00589161074877	0.000543880577782	0.00016656940357	3.90540256673e-05	8.5053418214e-06	1.64890414211e-05
i	0.00103133372209	0.000703371750643	0.000164672318479	0.00142901774882	0.0352585840606	0.421948168453	0.394971976555	0.103657671518	0.032801066767	0.00657697091126	0.00110401737826	0.00027434634969	5.75355828891e-05	9.79772644047e-06	1.14697879737e-05
