 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
k	0.89600683	0.0568745371	0.0410428438065	0.0055864975965	0.000289680569465	0.00013603201558	1.897288288e-05	7.33783932e-06	8.4145804175e-06	1.7022509035e-06	1.9317703175e-05	5.90208302e-07	8.04147336e-08	3.73569991e-07	4.1464107515e-07	1.7027569275e-06	4.628201155e-06
a	0.838463153333	0.111501222367	0.0436121210355	0.00591761453217	0.000295626991155	0.00013727682896	2.22795807933e-05	1.306727494e-05	8.5348341725e-06	1.74041467117e-06	1.9375852705e-05	6.18288414e-07	9.41479465333e-08	4.16317663667e-07	4.31735361717e-07	1.71595515083e-06	4.70983075167e-06
n	0.644080844444	0.305271880789	0.0443752607785	0.00547599117739	0.000419237445052	0.00021869269342	6.21850334311e-05	1.186975798e-05	4.76469697575e-05	1.29751623937e-05	1.8507949215e-05	1.16155588467e-06	7.10661541778e-08	5.75435254556e-07	3.27853080572e-07	7.4297240861e-07	1.99309958389e-06
o	0.350637138148	0.537967940263	0.10348871226	0.00702257739246	0.000460634497351	0.000245541141007	7.22033911437e-05	6.17197689333e-06	6.05354485425e-05	1.66799107336e-05	1.8160104425e-05	1.31459722022e-06	4.99187023926e-08	5.87726780185e-07	2.77158995857e-07	4.0471341287e-07	1.01051320996e-06
n	0.166676206049	0.630459593421	0.185278820753	0.0159203801308	0.000865677368117	0.000467442903536	0.000137219277048	5.44493469778e-06	0.000113243801471	3.71831305135e-05	2.9361707495e-05	4.62761839874e-06	1.43747771798e-07	2.1856116554e-06	8.86561577619e-07	6.24591330957e-07	9.49231851987e-07
ì	0.0648636493497	0.573059614474	0.287200563584	0.0727977460436	0.00114375002937	0.000545057609512	0.000161317593349	8.90207289926e-06	0.000130816278109	4.40411959298e-05	3.31509454217e-05	5.74491429958e-06	1.81573389266e-07	2.73307935713e-06	1.09770176021e-06	7.04941605319e-07	9.22867630662e-07
s	0.0497249737832	0.462921281491	0.359324167861	0.126946932015	0.00072634584979	0.000212741028171	6.05922061163e-05	7.43206079975e-06	4.39899446553e-05	1.48148430619e-05	1.24264959639e-05	1.97123705653e-06	7.2574431422e-08	9.6439802771e-07	3.97779404403e-07	2.9025865344e-07	5.70274466887e-07
e	0.0507979692611	0.353131587164	0.40924800262	0.184217744005	0.0016195506166	0.000588346892724	0.000184122299372	0.000161053236267	1.58735114184e-05	5.72025431397e-06	1.97566545546e-05	1.64762387551e-06	2.20127833474e-07	2.11694191257e-06	7.80760884801e-07	9.5221847448e-07	4.5230091323e-06
t	0.0291749046004	0.212471502388	0.437524460873	0.310845531335	0.00856363510553	0.000897778497575	0.000267235183124	0.000212348107702	6.7383863728e-06	2.66464034799e-06	2.13306138849e-05	1.50740701517e-06	2.65471001258e-07	2.47289952986e-06	8.88965417434e-07	1.12842106589e-06	5.6092796477e-06
e	0.0105062957135	0.114427159796	0.435948250291	0.427102387112	0.0110950605018	0.000664736372525	0.000156249066375	8.39936961807e-05	3.03981612427e-06	1.004559836e-06	7.6842473283e-06	5.2907735839e-07	9.26274748527e-08	8.59007672287e-07	3.07308653311e-07	3.93102249697e-07	1.9742059095e-06
