 	non	ha	mangiato	mai	un	rustico	</S>
e	0.55462629	0.43429601	0.0098894976	0.000899709144	0.0002792965765	7.644185e-06	1.58253155e-06
n	0.33969682	0.64020168	0.0166653385333	0.00132600778133	0.0003497988355	0.001752501858	7.90587645e-06
è	0.180771937667	0.763455303333	0.0519649815111	0.00121338596044	0.000232669340167	0.002351961857	9.85726107e-06
c	0.064119431589	0.823607267778	0.109663113837	0.00159150752015	0.000204769678389	0.000810226485333	3.73055217667e-06
h	0.022250304163	0.811557565926	0.161921187946	0.00330558284005	0.000468022972796	0.000490689143778	6.64207829222e-06
i	0.00785662730433	0.542450805309	0.440932915982	0.00778232708002	0.000538703517599	0.000430480477926	8.14137336407e-06
f	0.00296140488478	0.209271578436	0.732930105327	0.0530027910267	0.0010499067992	0.000778405035975	5.87163348802e-06
a	0.00268001019493	0.0860579831453	0.764341768442	0.144590860342	0.0014754202564	0.000848649528658	5.35123916267e-06
m	0.00263344947498	0.0337784907151	0.656034302814	0.285718983447	0.00400959144213	0.0175651497596	0.000260008584288
è	0.00191829023499	0.0162510740717	0.483249387605	0.458395894482	0.0167080424807	0.0231332616793	0.000344020494329
n	0.013541465845	0.0225571711906	0.363094402535	0.483049364827	0.0920757218269	0.0238357213192	0.00184611926434
a	0.0236543189483	0.0293536693969	0.235916938845	0.515812634942	0.164870357276	0.0279653487731	0.00242670312145
m	0.0153022181494	0.0172939576656	0.114257210282	0.559165744981	0.174619652425	0.115702568924	0.00365862797382
à	0.0053906272898	0.0072263331152	0.051899738094	0.389630168327	0.400730550808	0.141129776071	0.00399279296194
i	0.0103008491699	0.00614877773173	0.024093295698	0.196709842776	0.664258616936	0.096380341787	0.00210826852465
è	0.0121780516233	0.00702023911058	0.0128350197993	0.097320953592	0.780510538979	0.0884149252623	0.00172029492488
n	0.00437239975943	0.00376000454353	0.00544429058977	0.0485708531973	0.831447766326	0.103962459754	0.00244224672496
a	0.00859253023814	0.0122531391545	0.00888752461992	0.0279217833991	0.598006665442	0.320528733251	0.0238096421417
n	0.00997595337838	0.0149855433482	0.00986634740097	0.0173476012564	0.262615401014	0.65119977775	0.0340093967139
r	0.00333208379021	0.00502742454457	0.00330496335866	0.00584098546747	0.090237485538	0.87214835925	0.0201087135713
ù	0.00111521481949	0.00168471243702	0.00110656990005	0.00196499956882	0.0313135908793	0.94877381975	0.0140410751904
s	0.000376408219297	0.000572233331007	0.000375701953183	0.000715294507273	0.0202917786598	0.96765747325	0.0100110777301
t	0.000125909593912	0.000197676406002	0.000127840869028	0.000283912611491	0.0155173669623	0.976223591083	0.0075236925767
i	5.1615309984e-05	7.7542525334e-05	4.58581883093e-05	9.7108143997e-05	0.0052025389331	0.887120797028	0.107404530192
k	2.6745810888e-05	3.48916701113e-05	1.90348385364e-05	4.06568437657e-05	0.00360376901437	0.850654622343	0.145620253397
o	3.32143361893e-05	3.42294307038e-05	1.58840646121e-05	2.43309169219e-05	0.00306647985812	0.639680410781	0.357145424466
</S>	5.28677250946e-05	4.87400178519e-05	2.08774223061e-05	1.87137099609e-05	0.00155122795906	0.367396275391	0.630911287233
