 	lo	sentii	che	viene	</S>
t	0.999356185	0.00062616292	6.26996815e-06	9.03376775e-06	2.28590345e-06
o	0.678440686667	0.321217278263	0.000145129428383	0.000164415154417	3.241911705e-05
n	0.528359997222	0.468737466088	0.00212994570279	0.000220921636472	0.000551656805683
ì	0.470448002074	0.470899848696	0.0470058536676	0.0107756651538	0.000870655078561
k	0.162467291691	0.754360049565	0.0683421968892	0.0143572902879	0.000473180138854
u	0.0871007952303	0.735920799855	0.149642317963	0.0216484909993	0.00568762918228
s	0.0638587204101	0.540500166618	0.361172439321	0.0251654865998	0.00930322172743
a	0.02767303247	0.353077072206	0.391950113107	0.184194468467	0.0431053165758
n	0.0128526573233	0.159314090069	0.486638384369	0.260051739489	0.0811431055253
a	0.0051000592411	0.056706372923	0.447055612123	0.267577106496	0.223560841842
r	0.0021870542037	0.0194110241577	0.186371368041	0.271182678832	0.520847887281
t	0.0008425312779	0.0084564322359	0.208619759347	0.238112059611	0.54396921576
i	0.000380702382633	0.0049478647353	0.188659959782	0.210924843204	0.595086638587
</S>	0.000263910046317	0.00270946150265	0.097798474891	0.118867156602	0.780361019293
