 	sul	muro	vuole	uno	specchio	</S>
s	0.96538061	0.03446656325	0.00015070871165	1.74705755e-06	3.78625555e-07	5.1754595e-08
t	0.9356937	0.0641110394167	0.000171907257217	9.09887618333e-06	1.3971869395e-05	3.44599215e-07
o	0.81573598	0.177432356472	0.00664021682241	0.000156018774728	3.22865467983e-05	3.18149965833e-06
t	0.474881930467	0.489537325491	0.0350507432741	0.000489441768243	3.62325672661e-05	4.30398698611e-06
ì	0.161506446756	0.78797012183	0.050042089758	0.000455693087481	2.36412100187e-05	1.94975127537e-06
c	0.0555691871187	0.89666887061	0.0475590932527	0.00019212111056	9.90958683623e-06	8.3804805179e-07
h	0.0229460621062	0.94136970687	0.0355337197509	0.00011559716352	3.04753935121e-05	4.49212746393e-06
o	0.0211550077021	0.783793415623	0.194436558584	0.000538082241173	6.08449681707e-05	1.6121321488e-05
t	0.017293416134	0.444257645208	0.527234199528	0.0108990870471	0.000298386751057	1.7336096296e-05
è	0.005952306797	0.193177072069	0.786556146509	0.0139536677157	0.000353243650619	7.63411549867e-06
l	0.00272478435133	0.0706981823563	0.90887208217	0.0142545119386	0.00325823776381	0.000192208308433
i	0.25447909635	0.0468815677854	0.672390574057	0.0200284943129	0.0051529466546	0.00106728020281
o	0.398529622117	0.0411017072618	0.400806428019	0.126739920104	0.0292432102849	0.00357906513427
j	0.193704904949	0.0193902082206	0.280293206006	0.303787303368	0.189473698428	0.0133506591114
a	0.0651162593597	0.00710336217353	0.152574305335	0.523309107789	0.232997878143	0.0188990913705
l	0.0224621972299	0.00282232115784	0.0884825021117	0.601498682596	0.265795544714	0.0189387364568
ì	0.00785390577663	0.00130597475261	0.0356790470372	0.454384480865	0.481760648238	0.0190159301523
</S>	0.00415352197332	0.000949377226305	0.0251077375186	0.379637480433	0.573497174119	0.0166547190762
