 	non	sono	ancora	vestita	</S>
e	0.577828	0.41780636	0.003955470075	0.000381214415	2.8905964e-05
n	0.356610793333	0.63697391	0.00539859569167	0.000906384861667	0.000110294981333
ì	0.171763799444	0.695641516667	0.131439684231	0.00102627720722	0.000128749241778
m	0.061230059848	0.701965885556	0.23532670141	0.00142837098907	4.90390665927e-05
e	0.031937309316	0.527306065185	0.43626344047	0.00411977766302	0.000373462106864
a	0.0213359277987	0.201442711312	0.772342646823	0.00438375818767	0.000494984433621
n	0.0077701182929	0.0755197306873	0.826344915608	0.0835318816959	0.00683333527587
k	0.00428961653097	0.0745912442291	0.747470751869	0.118223501899	0.0554248494253
ò	0.00455980677699	0.0790798704097	0.773236063956	0.077140638633	0.0659836090418
r	0.00349363808	0.0406116094032	0.869829087985	0.0626732405443	0.0233924207473
a	0.00218578601433	0.0228899100677	0.629357794328	0.266919257848	0.0786472487491
e	0.00183524552478	0.0156840472992	0.237688329776	0.501805575949	0.242986779583
n	0.00070814911246	0.0053725517964	0.0943575022587	0.64507305865	0.254488713194
d	0.000339818068353	0.00254631335213	0.10040259642	0.666230092883	0.230481194398
i	0.000437827902784	0.00160666902738	0.0998309529067	0.524215070961	0.373909521466
m	0.000373516891595	0.00069674904246	0.0342162557356	0.631117666987	0.333595823822
è	0.000179778287865	0.00037643712082	0.0127696121452	0.833230285662	0.153443882941
n	0.000235961829288	0.000324495080273	0.0127015369484	0.881931831887	0.10480619598
i	0.0016241688431	0.00238794241676	0.0126665962495	0.593344446296	0.389976875327
</S>	0.00294263217155	0.00439527120838	0.00758338402475	0.320159701648	0.664919037663
