 	non	avete	mangiato	mai	un	rustico	</S>
e	0.59518623	0.3990018925	0.00510243935	0.0005108005585	0.0001911155105	6.04403565e-06	1.4582031e-06
n	0.43419421	0.550140244167	0.0120223517833	0.00107481508617	0.0002792090035	0.00227917579588	9.95535056667e-06
è	0.3002977509	0.677799094722	0.0176626215944	0.000989464072057	0.000198228071167	0.00304025070963	1.26099597956e-05
c	0.103185108033	0.849774164907	0.0449807855315	0.000887756067352	0.000144189937056	0.00102347891971	4.57008097187e-06
h	0.036196788061	0.877748721636	0.0834775588438	0.00165861702245	0.000347572005685	0.000562677965403	8.04173009062e-06
e	0.0127624780703	0.765937890545	0.217614298281	0.00284828800748	0.000396651691895	0.000430946828468	9.40582646354e-06
t	0.0047055915901	0.463368300182	0.508632479427	0.0226907456692	0.000348910827298	0.000250198096156	3.79306712118e-06
e	0.00201073553003	0.196664746727	0.765131539809	0.0357015752231	0.000318495314099	0.000170623867052	2.34650617373e-06
f	0.00125298261001	0.0936371155757	0.80317029327	0.097611581741	0.00108323448637	0.00316788159068	7.69590379912e-05
a	0.00110851577	0.0514213838586	0.764890864423	0.17629877058	0.00201876979546	0.00416037916199	0.00010133046453
m	0.00102660359	0.0233533434862	0.616977634808	0.330534093527	0.00493492206515	0.0228302773524	0.00034309855671
è	0.00073758558	0.0118834186954	0.381281004936	0.560597517842	0.0160184696884	0.0290584307921	0.000423533878687
n	0.00823487131	0.0201920228985	0.287073281645	0.550583445947	0.0901048342295	0.0424788819387	0.00133262805268
a	0.0204992544367	0.0279295502995	0.198915510548	0.516688525316	0.183100354743	0.0511200036462	0.00174678750423
m	0.0170262359256	0.0168524829665	0.093398812516	0.542887051772	0.205072784914	0.122300377549	0.00246226188808
à	0.0058944554352	0.00645546662217	0.0416031066053	0.385256687257	0.416209578305	0.141985712273	0.00259497466603
i	0.00955678649173	0.00648330680739	0.0197033761351	0.193556132419	0.658628976102	0.110128860514	0.00194253335868
è	0.0111144723972	0.0076528644358	0.010757140445	0.0946792928063	0.763830892034	0.109863725171	0.00210159058623
n	0.00412279849907	0.00385112876527	0.00465601793167	0.0478056659354	0.801104664011	0.135127200057	0.00333250689541
a	0.00737783763302	0.00877000154176	0.00699618919389	0.0260170143118	0.559495928004	0.359309073352	0.0320339442985
n	0.00842463888434	0.0103536816339	0.0076146542713	0.0151950739706	0.242077448501	0.671129157784	0.0452053524328
r	0.00281764145628	0.0034658619629	0.00254943116251	0.00512108270387	0.083078958027	0.877428329261	0.0255386968109
ù	0.000943486134593	0.00116054134757	0.000853385536917	0.00172201773996	0.028622694669	0.95014350642	0.016554309937
s	0.000318971525298	0.000392644603623	0.000289331897306	0.00062615278832	0.016845462523	0.970285555473	0.0112418602123
t	0.000107105473833	0.000133384502074	9.82691708487e-05	0.00024935689784	0.012113026466	0.978842151824	0.00845674813743
i	4.48459032443e-05	5.14105587913e-05	3.54170055296e-05	8.543894868e-05	0.00406808009167	0.881660383941	0.114054463212
k	2.38377042148e-05	2.31380829304e-05	1.48938373432e-05	3.82614142267e-05	0.00345230480856	0.84144922798	0.154998347737
o	3.08360318716e-05	2.62898933101e-05	1.38175214477e-05	2.49188150756e-05	0.00324387274519	0.63263724266	0.364022989246
</S>	4.94462559358e-05	4.01061751551e-05	1.90791377238e-05	1.84526225378e-05	0.0016400968861	0.35991932133	0.638313444623
