 	non	aveva	dove	a	stare	</S>
e	0.5783234	0.398534295	0.02209608695	0.0007306631715	0.00025849152	5.7087264e-05
n	0.42017671	0.532031821667	0.0436537553167	0.00206937475717	0.00187504092667	0.000193285724667
ì	0.175412955667	0.746012557222	0.0730128401056	0.00302234171906	0.00232785890556	0.000211394284556
c	0.0655113500657	0.848444532407	0.0779445333685	0.00669024537302	0.00133032363185	7.89825260187e-05
h	0.0219836826299	0.895078390802	0.0673795177895	0.014062925791	0.00146172357728	3.37496508396e-05
e	0.00771207540797	0.612191608267	0.34571249593	0.0305840719303	0.00314454699243	0.00065520200428
p	0.00295657317666	0.220519073089	0.50881652531	0.246730865643	0.0196957633308	0.00128120386809
u	0.00457055666622	0.0778527423297	0.28457361177	0.330083098548	0.14484158111	0.158078379656
s	0.00512568248374	0.0276819950766	0.14786976059	0.239573732849	0.355715577037	0.224033245219
t	0.00173548467101	0.0110486714589	0.115578526863	0.194459987616	0.583318825679	0.0938585334063
a	0.000656665278437	0.00423375798463	0.0757010182877	0.083755863872	0.775421031893	0.0602316841354
s	0.000301599304146	0.00330538215988	0.0418534420959	0.118248825957	0.749597800631	0.0866929647118
ì	0.000257101899382	0.00299806081796	0.0274435725986	0.128116464986	0.500202186877	0.340982608237
</S>	0.000355620039691	0.00154921090598	0.0145158291493	0.067330756993	0.341737623439	0.574510929118
