 	non	ha	che	li	aspettiamo	</S>
e	0.7039432	0.28183468	0.01341391215	0.000271109342	0.00049413755	4.30280855e-05
n	0.490397346667	0.47138046	0.03578479805	0.001662918664	0.000429066557	0.000345433113833
è	0.225555952222	0.622446563333	0.14418101935	0.00579827155467	0.00157476450933	0.000443426255611
n	0.0876188762407	0.593309411111	0.298152093117	0.0187551008516	0.00198365286978	0.000180873345537
a	0.0506657349136	0.44652155037	0.298272324372	0.177078597617	0.0249586859899	0.00250312345785
t	0.0376645877612	0.22658210879	0.324071788124	0.363529105872	0.0416512739966	0.00650114181928
u	0.0131043548104	0.0847387982633	0.284663729041	0.409821508624	0.168138644666	0.0395329819398
s	0.00496969467013	0.0317067496544	0.19445345268	0.318506296208	0.306230611555	0.14413321398
m	0.00181150829471	0.0128800460515	0.169908204227	0.426333948736	0.223754125518	0.16531215666
ì	0.0011085319029	0.00567782021717	0.0761952762423	0.516095066245	0.320793473506	0.0801298218867
n	0.000970439557633	0.00373389160572	0.0499211479141	0.530106322082	0.364945314502	0.0503229026289
o	0.000951959075878	0.00333475976857	0.037326907438	0.446776874361	0.354034778167	0.15757473521
m	0.000838822287626	0.00209127226952	0.014782578946	0.189139621787	0.574045316056	0.219102388403
e	0.000294203538209	0.00084068482984	0.00672656883733	0.097788849579	0.458067543019	0.436282139468
</S>	0.000158625539104	0.00042690495492	0.00338468420167	0.0493064432645	0.250916993009	0.695806319734
