 	la	casa	la	costruiscono	i	muratori	</S>
t	0.9444546	0.0546627215	0.000874367186	4.5887966e-06	2.1360087e-06	1.51339798e-06	9.60984265e-08
o	0.66944591	0.326531115833	0.00398468759533	1.97755935333e-05	1.32646661667e-05	4.87881681333e-06	4.07465733167e-07
s	0.290327288667	0.695816871944	0.0135506771984	0.000271983207178	2.54173473889e-05	6.83385943778e-06	9.71166311056e-07
p	0.120237708222	0.853711323981	0.0255393800661	0.000483416845726	1.93317273296e-05	8.02187497926e-06	8.70376793685e-07
ì	0.096372316074	0.796352341327	0.106891636689	0.000362248185242	1.16176911432e-05	8.70857599309e-06	1.16900492123e-06
t	0.075541794158	0.488959390442	0.424301098896	0.0111082943217	8.25326242144e-05	5.0010089977e-06	1.91939597374e-06
i	0.0632084268527	0.206699426814	0.711036229632	0.0156165281739	0.0028796913614	0.000537190978666	2.25324471579e-05
t	0.0581467068309	0.130135128938	0.787666026544	0.019258520458	0.0040476962438	0.000717061526222	2.88872212426e-05
o	0.0201007019236	0.082922879646	0.871171388848	0.023720826486	0.00182211613793	0.000251947840074	1.01398350209e-05
f	0.0074289200012	0.036784715882	0.819025922949	0.133590898495	0.00290019764598	0.000179098831358	9.02076274236e-05
a	0.00293977079373	0.0201791697273	0.78460478765	0.181971502832	0.00998858854866	0.000197628960453	0.000118475098141
b	0.00178234933124	0.0104691119091	0.663184349217	0.299445047611	0.0242482901829	0.000498325150151	0.000372449521714
b	0.00434657564375	0.020479584203	0.342874836406	0.59340541587	0.036596442061	0.00160529908338	0.000691797873905
r	0.00727005368125	0.0345391547343	0.183671545469	0.71467348529	0.0564308373537	0.00282977662779	0.000585113957968
i	0.0229494630271	0.0265583727781	0.127538447156	0.517665505097	0.0704312011179	0.212478182809	0.0223787852527
k	0.054526781009	0.0186128584594	0.085937422052	0.329230788366	0.159618290373	0.300015390936	0.0520584417509
è	0.23605157367	0.0748039124865	0.0914379583507	0.247093787789	0.178758722458	0.127666290645	0.044187762917
o	0.342712374557	0.111199724162	0.0839120187836	0.110004049596	0.257226889819	0.0735454505483	0.0213994921723
n	0.192762825186	0.0641505993873	0.0444363682612	0.0776999668653	0.473913543273	0.132687473516	0.0143492215908
e	0.0703515397287	0.0243911719958	0.0235769402871	0.0604715649551	0.596086777758	0.208992291172	0.0161297358636
i	0.0273932474762	0.00964775353193	0.0091892951957	0.0578611076517	0.655768742586	0.223052013724	0.0170878576212
f	0.0105639947854	0.00373837911731	0.00359582238857	0.0521114618839	0.609498834195	0.248574467908	0.0719170682071
a	0.00371389685513	0.00138330472244	0.00148955874619	0.021480363628	0.443196348065	0.423988369303	0.104748194402
b	0.00149993525838	0.00062880707748	0.000740925555397	0.00970868994267	0.240867657688	0.622483069768	0.124070943134
b	0.00142294579279	0.000761327052493	0.000601240815132	0.0538301367142	0.152065577563	0.516674876589	0.274643944378
r	0.0020977390976	0.0011109241175	0.000810180121711	0.132683582238	0.178455449188	0.307647608863	0.377194548126
i	0.00533459493253	0.00250145130583	0.0012872494739	0.112936787413	0.140336829629	0.241314316288	0.496288752709
k	0.00665087147751	0.00301657166861	0.00129605262463	0.0429019638043	0.0531135077763	0.177393572096	0.715627444236
a	0.0627727816592	0.0841701120229	0.00993845857488	0.0520905592681	0.0245346043588	0.093954065032	0.672539438079
t	0.0805118991864	0.110776380218	0.0126300934783	0.0538636801894	0.0110724401863	0.157905612677	0.57323990936
ò	0.0290421433621	0.041185532616	0.00487873077943	0.0198001184965	0.0154657516954	0.346374504226	0.54325322312
r	0.0118069254754	0.0179690719557	0.00227798438698	0.00835559877883	0.0174296761651	0.600605704742	0.34155506104
i	0.0067820091798	0.00863868840223	0.00121338145616	0.00667580220628	0.00756581458837	0.565971591581	0.403152740347
</S>	0.0076435665899	0.00828791870111	0.00128297552808	0.00915019810314	0.00450139269419	0.37072890579	0.598405070173
