 	tu	le	hai	cucinati	le	verdure	</S>
e	0.89883942	0.08991906165	0.010837985315	0.0002056439345	1.64618759e-05	0.000179066125	2.43182815e-06
s	0.733094033333	0.253131003883	0.0131782674383	0.000370421814833	3.38465966333e-05	0.000190288225	2.18286683333e-06
ù	0.523514727778	0.444813634628	0.0309772611461	0.000575412184944	3.27174428778e-05	8.5079933e-05	1.17120096111e-06
t	0.307905401259	0.635645928209	0.055141186382	0.00124972359498	2.28580942926e-05	3.42609475667e-05	6.5957384037e-07
a	0.161571654086	0.665300179403	0.169012754794	0.00258803813166	0.000170342627431	0.00132516296442	3.19124630668e-05
m	0.0971595046953	0.465281333134	0.357564311598	0.0736014197106	0.00428065379914	0.00203030725481	8.24613693556e-05
à	0.0405229885651	0.259597984378	0.592594157199	0.100421341237	0.00579755863305	0.000991654854937	7.42686414519e-05
r	0.021714074855	0.128626135459	0.620629139066	0.213528725079	0.0148643802444	0.000574889521646	6.2653110484e-05
e	0.044403386285	0.115357219153	0.412081679689	0.337895931693	0.0630105034148	0.0269931229072	0.000258139503495
t	0.047890324755	0.0944345227177	0.277618639896	0.333174817231	0.206870901138	0.0396281356357	0.000382613911165
s	0.016193637745	0.0391179825726	0.168026632299	0.340775299077	0.365685357046	0.0696120082119	0.000589044770388
e	0.00674015298167	0.0189685223909	0.0844005950997	0.256059413026	0.475794275682	0.156825316071	0.00121169252346
t	0.00356662387389	0.00875430216363	0.0608302223666	0.180938684342	0.583114548561	0.15326503369	0.00953056967449
a	0.00147272420463	0.00428522345454	0.0454380963222	0.119626498114	0.49902883952	0.31629862623	0.0138499819915
l	0.00104135600154	0.00207822523151	0.0230903249741	0.106547369371	0.447495946507	0.380251602077	0.0394951654305
à	0.000867243843847	0.00110708852384	0.015842286458	0.100477239457	0.394028965502	0.421136794026	0.0665403864768
c	0.000512541807949	0.000628733947947	0.006968121266	0.0501915841523	0.282918271834	0.612625898009	0.0461548651589
h	0.000212941389316	0.000259968650316	0.00240882455967	0.0341281393841	0.274176883945	0.667288649336	0.021524603053
a	0.000239197769772	0.000107192367439	0.000832509087557	0.0162851429447	0.163696250515	0.496258129779	0.322581607351
n	0.000239263895591	5.06573121463e-05	0.000309522758519	0.0140329091316	0.198052796038	0.296135639926	0.491179235784
a	9.75864055303e-05	3.40637307154e-05	0.000120049283973	0.0131805849672	0.207311943513	0.225161243309	0.554094511928
</S>	6.18302097652e-05	2.53735053577e-05	6.35982096865e-05	0.0066050328686	0.104181514006	0.133110116655	0.755952505964
