 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.964023785	0.0320148855	0.0028840883455	0.000560308192	0.000515267489	1.68862875e-06
c	0.949456095	0.0463964598333	0.00307218098183	0.000562488919	0.000511265990867	1.57135952333e-06
h	0.910817248333	0.0863790612778	0.00241881666061	0.000200156161667	0.000182783031489	1.98588518111e-06
a	0.607044166111	0.380478873759	0.0122797975535	0.000103115854222	9.09090104963e-05	3.12951482704e-06
n	0.23015182637	0.745942344586	0.0236482858512	0.000199075951407	5.62175864988e-05	2.20198348901e-06
a	0.0784123901233	0.770472431529	0.142203994284	0.00783472605047	0.00105583925183	2.05768381097e-05
v	0.0283580428744	0.57003706051	0.386408768095	0.0130485378502	0.00190041061728	0.00024718188837
o	0.0113520362915	0.394590806837	0.512805229365	0.0790855241167	0.00182394647243	0.000342452991123
r	0.0048436642305	0.229933951612	0.654270996455	0.109123716039	0.00163007472414	0.000197567982041
à	0.00222454787683	0.0971664558707	0.721129678818	0.175832380013	0.00350229274138	0.00014462145068
s	0.00315572729228	0.0657657929569	0.714954759606	0.212003970004	0.00400493673713	0.00011477598356
o	0.0206774112641	0.0508339876523	0.601500539869	0.311368093335	0.014792235069	0.000827685037853
t	0.0244693369347	0.0253023810508	0.483402379956	0.439284517778	0.026344085023	0.00119726974595
s	0.0082217112449	0.0100961277169	0.674080459985	0.284195749259	0.0217805561743	0.00162536474865
o	0.0029498960683	0.00439968283897	0.536760311328	0.424810599753	0.0270325765581	0.00404689364955
m	0.0012402640661	0.00176277651299	0.286684571776	0.651532779918	0.040757650186	0.0180219343832
ì	0.000498278061033	0.000722298540997	0.199895391769	0.477314533306	0.294959501395	0.0266099944611
k	0.00112905244934	0.000564761383666	0.068821009433	0.437380884435	0.450223927132	0.041880362487
u	0.00709625734978	0.00142915599456	0.0275117524777	0.375822159145	0.283957512377	0.304183152162
à	0.00818029042326	0.00143493627585	0.0118430947626	0.153648300715	0.403353247459	0.421540110721
i	0.00282270699775	0.000498809317617	0.0040102786842	0.066903403805	0.555332682486	0.370432116907
m	0.00099950575325	0.000179420076872	0.00139041706973	0.028866756835	0.637182040829	0.331381872302
è	0.000396391375083	7.3751685624e-05	0.00056532470491	0.017991003945	0.77203559361	0.208937950767
r	0.000188236141494	3.5129394208e-05	0.000263440600303	0.0104152479817	0.82812399787	0.160973930256
i	0.000439894110298	7.2249736736e-05	0.000281589598768	0.0050995176439	0.61022957929	0.383877130085
</S>	0.000783119005149	0.000124674283368	0.000428999849384	0.00278916579695	0.349702509645	0.646171515043
