 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.8647701	0.1165553995	0.0129292081915	0.001602115072	8.07494145e-05	0.004043958441	1.37122826e-05	2.0909087e-06	2.05019328e-06	5.73306975e-07
t	0.8393501	0.141758535167	0.0131262080638	0.001625027754	8.19412023e-05	0.00403967039306	1.39123465e-05	2.06792668133e-06	1.9778657986e-06	5.02723174667e-07
s	0.812533066667	0.178239887056	0.00711663412127	0.000680317664667	4.07403929e-05	0.00137388643708	1.23273898e-05	1.12967144178e-06	8.26072571467e-07	1.10484613122e-06
e	0.624289335556	0.362738829019	0.0113205678071	0.000893722438222	6.06001223e-05	0.000675876839027	1.76803279333e-05	1.19560878059e-06	7.67561923822e-07	1.34792876374e-06
r	0.367591321852	0.588850623006	0.041931097269	0.00108633334607	0.000105017637433	0.000416187166756	1.74328073111e-05	8.54149490197e-07	6.11917341274e-07	4.96441413913e-07
e	0.157988445951	0.660953854335	0.177730405756	0.00287938451536	0.000130755029144	0.000304183175999	1.19901812704e-05	4.09400406732e-07	2.98730620425e-07	2.75210030638e-07
k	0.0590798039837	0.646597904778	0.289166565252	0.00456777153845	0.000285873026381	0.000276479997	2.36804122568e-05	6.63153582244e-07	9.71087313475e-07	2.83563213546e-07
a	0.0229103949612	0.475904871593	0.488230701751	0.0115445863128	0.000846146908794	0.000532758704	2.83169940856e-05	7.51031134081e-07	1.17531781782e-06	2.96365797849e-07
k	0.00878448535373	0.231378553864	0.70497956725	0.0431882804376	0.0104208659029	0.000670509391333	0.000541251382029	1.85773029514e-05	1.68169859859e-05	1.06097724262e-06
à	0.00549187038458	0.135750576621	0.743421089083	0.0956853548125	0.016222015301	0.00262986985378	0.00075022861401	2.52084071505e-05	2.24475835286e-05	1.31757858087e-06
n	0.00502577452819	0.101448696207	0.757774149694	0.119218589938	0.0126657964337	0.00323894578793	0.00051623422467	6.22107735502e-05	2.96001460429e-05	1.9985289527e-05
n	0.00932108837606	0.079950552069	0.625314596565	0.271580021646	0.0118927774779	0.00118530510598	0.000512082088223	7.77016628501e-05	3.2132546681e-05	0.000133742117842
i	0.0136723471254	0.0364653233563	0.513212958855	0.376277113882	0.0539496361593	0.00470054224199	0.00149690450941	4.90213226167e-05	2.11878168937e-05	0.000154985763947
t	0.00896505548513	0.0184909944521	0.455306032952	0.308041531294	0.199418642053	0.00582654718733	0.00382738793647	5.07267998722e-05	1.86637559646e-05	5.44317073677e-05
s	0.00304419962638	0.0082432142507	0.264296394651	0.495436873765	0.222816135684	0.00204485179911	0.00405834001216	3.37229949574e-05	8.1068791282e-06	1.81888308466e-05
ì	0.00148093473013	0.0039874715169	0.163569781884	0.555134577922	0.258065593561	0.014832194563	0.00290101933739	1.78623579858e-05	3.92043898273e-06	6.67744458753e-06
c	0.00101661289004	0.0041758236723	0.190237990628	0.329186869307	0.451202551187	0.0197950892877	0.00423229051246	0.000125480652995	2.30076421276e-05	4.30706016251e-06
h	0.000499452943347	0.0034778171641	0.138076980209	0.457213233102	0.387680367062	0.00739198317923	0.00546528283749	0.000161037281332	2.87045423759e-05	5.13591505417e-06
r	0.000298640867782	0.00147223977803	0.057186588403	0.685998761034	0.243256985687	0.00251610322074	0.00918372027916	7.11289481107e-05	1.11023021586e-05	4.72084098472e-06
a	0.000864646142594	0.000805036142677	0.0288564594677	0.567488270345	0.369034161896	0.0149619442512	0.0174027260931	0.000527358290037	4.85433970862e-05	1.08376972949e-05
c	0.00101854987586	0.000420821222226	0.0139975654892	0.303676615115	0.618864907299	0.0197165984171	0.0367882956977	0.00515315716335	0.000343886292362	1.95719604316e-05
e	0.00036067447362	0.000220064685409	0.0082182334964	0.140352553372	0.7261528691	0.0395417798057	0.0730884205659	0.0116272758878	0.000417715165787	2.04001501439e-05
e	0.00091324844454	0.00031173059847	0.00566454973213	0.117869414457	0.5326082897	0.180794903269	0.112309656855	0.0489004279626	0.000579257436929	4.84756433813e-05
n	0.00133682138151	0.00037629528949	0.00306883573071	0.0897603783857	0.2754570799	0.20347179609	0.248405215618	0.174871432654	0.00303051821231	0.00022154877446
ì	0.00106413832717	0.000242388691163	0.00141149633024	0.0336234770286	0.149770061967	0.08072608603	0.487857698539	0.241434617551	0.00362506605744	0.00024491249372
c	0.000776326959057	0.000165864781721	0.00071674875008	0.0135142833762	0.078884755989	0.0485450503433	0.57879519618	0.27362278585	0.00482663947248	0.000152322086807
h	0.000420681959686	0.000124801073907	0.000488139410027	0.00685222239207	0.0427094663297	0.0329595660478	0.671448115393	0.23941184395	0.00535893292416	0.000226246382269
e	0.00120968467656	0.000140577301302	0.000598551223342	0.024853774364	0.0231438141099	0.0249033146159	0.566703770464	0.350861913317	0.00637166307472	0.00121296322742
n	0.00138089327552	0.000139061453101	0.000555334632781	0.0289707030093	0.01166193197	0.0225656099053	0.249295892155	0.662505361106	0.0213664523582	0.00155878564247
a	0.000984610308507	0.0002455840937	0.000487510735927	0.0103767294911	0.00515375692333	0.0179201306684	0.109876385718	0.737203440369	0.0933193007861	0.0244325960475
n	0.000895175369502	0.000299966432567	0.000478358911976	0.00422437857037	0.00262379747444	0.0164999786895	0.0454619502393	0.73333355679	0.158325913595	0.0378569700158
a	0.000639473373167	0.000223932822189	0.000323074280659	0.00206721749679	0.00139196224481	0.00809772436317	0.0224097468798	0.612391142263	0.306150537865	0.0463052063386
t	0.000500298534056	0.000168903432996	0.000243378997386	0.00129110553893	0.000836813321603	0.00485220896106	0.0112527476599	0.412162214088	0.516117179288	0.0525751621129
è	0.000180313281019	5.94520229987e-05	8.52813806287e-05	0.00049723787631	0.000369498623868	0.00180486164702	0.00620010151997	0.253223383363	0.709169993096	0.028409907471
t	7.44478243397e-05	2.42256831662e-05	3.34202496762e-05	0.000222563214437	0.000151990296956	0.000675926679007	0.00317734407332	0.106252529121	0.856054164365	0.0333333975903
s	0.000222115542113	5.53415801554e-05	8.45803283587e-05	0.000764921603812	0.000177749101319	0.000257942880336	0.00380063552444	0.055877585707	0.833621688122	0.105137409197
i	0.000356986427371	7.50413367185e-05	0.000117739924453	0.00152259956794	0.00020379895044	0.000104266494112	0.00344391196815	0.0281902996757	0.580367019374	0.385618303066
</S>	0.000312006813686	5.49002233592e-05	8.64032697265e-05	0.00164103068397	0.00014048168522	6.9046032056e-05	0.00183536967407	0.0143301264979	0.370369794687	0.611160831533
