 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.86944558	0.10678149845	0.02251535611	0.0010066714929	0.00022744231145	1.1097278595e-05	1.094080467e-05	1.37240368e-06
p	0.58303324	0.386807352817	0.02867839837	0.00120901329763	0.000237467201483	1.65525751983e-05	1.63138592233e-05	1.67102249333e-06
e	0.256241319	0.721835684272	0.02118115779	0.000629462567543	8.95453418077e-05	1.10260480471e-05	1.09302546278e-05	9.04809936443e-07
t	0.1015463138	0.845420028091	0.0523457752633	0.000641326424181	3.68268242492e-05	5.03986416337e-06	4.3751578626e-06	3.31809365481e-07
à	0.0349950784	0.87455157603	0.0895072064211	0.00092074360806	2.00596665497e-05	3.05073483846e-06	2.18148635487e-06	1.38309614827e-07
c	0.0136896703333	0.901722558677	0.081769843807	0.00279426656935	2.10469373166e-05	1.46017076349e-06	1.06377328562e-06	1.40562649942e-07
i	0.0271334256444	0.655966929559	0.267674976269	0.0489094893231	0.000235554679106	3.60200314545e-05	3.66281119619e-05	6.96451841665e-06
a	0.0314652846815	0.265475510353	0.48000790209	0.222312006441	0.000620235859702	5.24378018182e-05	5.6996305654e-05	9.58681603888e-06
k	0.0117545158672	0.0946941712843	0.591875110697	0.29930602548	0.00220264365323	9.25224352727e-05	6.97336968847e-05	5.23798657963e-06
è	0.00401520932907	0.0410199787614	0.746621170232	0.205565053827	0.00260867875108	0.000101272409691	6.52468851216e-05	3.36599753821e-06
c	0.00184307934302	0.0244311715871	0.629076043411	0.329152473276	0.015387730117	5.70224111637e-05	4.78341512005e-05	4.65546019107e-06
c	0.00856928414767	0.0307579761957	0.538230001137	0.402155164425	0.0201036778723	5.13876527212e-05	7.94239204002e-05	5.31174287304e-05
i	0.0169516963826	0.0315509713986	0.453843745712	0.473370194808	0.0230765807908	0.00065335423324	0.000466203283467	8.72950212435e-05
a	0.0132693497942	0.0153660750995	0.193011338904	0.730471198269	0.0460180979303	0.00113365338775	0.000676007851156	5.42980610812e-05
a	0.0061032788314	0.00547049149983	0.071079324968	0.816318252756	0.0987570793101	0.00180857260592	0.000439930513719	2.30746946937e-05
n	0.0028196459438	0.00238200246661	0.029631532156	0.658967877585	0.281694973103	0.022016377402	0.00226659504457	0.000220975910231
d	0.0100564740813	0.00502892728887	0.073654227552	0.491645225862	0.346111324368	0.047563714134	0.0202938250149	0.00564626163674
ì	0.0128999541938	0.00648297162962	0.088507197984	0.357405175287	0.456094621456	0.046417966378	0.024918653805	0.00727346158225
n	0.0094635705646	0.00346206520987	0.032772001928	0.182651925096	0.703081207152	0.0380837154593	0.019652197735	0.0108333282308
n	0.0423486491882	0.01060962687	0.057223847776	0.257479618365	0.556287905717	0.0414889794864	0.0193693157117	0.0151920534103
u	0.0656025297294	0.03137231329	0.076915842592	0.281741207455	0.376031138572	0.139458410829	0.0173962557039	0.0114822846368
n	0.0391154270098	0.0294113824967	0.0380526924307	0.119357089485	0.471399362857	0.26213429361	0.032558572568	0.00797117927893
e	0.0194535354366	0.0126782862322	0.0144656662102	0.0471539351617	0.392609819286	0.413850031203	0.0639545175227	0.035834209993
i	0.0131400557122	0.00709067940073	0.0067854208034	0.0204543295539	0.198993284762	0.565074677068	0.139049549174	0.0494120206643
g	0.0049931456584	0.00254678314524	0.0027078727878	0.0103473966846	0.128475524921	0.600361505689	0.219934893058	0.0306328972214
e	0.00295798084047	0.00137006170341	0.0015338872826	0.00611607589487	0.0718284556403	0.53705552523	0.312292457686	0.0668455454071
n	0.00228282079516	0.000966607797803	0.0010837714222	0.00294529605162	0.0336928698801	0.471170905077	0.391251212562	0.096606518469
i	0.000926242990053	0.000393165729268	0.0004418557354	0.00134113964387	0.0198398355267	0.359609921692	0.432065764187	0.185382086156
t	0.000463301098351	0.000193627733089	0.0002199055518	0.00067081780129	0.00989125164223	0.253750963897	0.507154448062	0.227655694052
ò	0.000235878047784	0.000304686767696	0.000371037957267	0.00045857379043	0.00575752151408	0.198412479632	0.645705316021	0.148754490017
r	0.000155294849928	0.000326367794332	0.000399351409322	0.000286376183477	0.00232355853803	0.090737466544	0.809409338674	0.0963622410057
i	0.000561471760643	0.000591627236544	0.000696210760007	0.000164028621159	0.000844782790677	0.032361211498	0.607992943891	0.356787741335
</S>	0.00103944418032	0.00101884111827	0.00119022388	0.000177799485579	0.000460968362338	0.016573332224	0.333980668446	0.645558720667
