 	sta	seduta	nel	giardino	</S>
s	0.99712095	0.00278197777	2.78072325e-05	6.5936882e-05	3.3019923e-06
t	0.967807716667	0.0302960874567	0.00112660581083	0.000678187517333	9.13401563e-05
è	0.667728360556	0.327737912486	0.00340498940361	0.000905498935778	0.0002231674221
i	0.266559648852	0.728934304162	0.0039206139012	0.000373949616926	0.0002114358907
k	0.205534406617	0.787353468054	0.0037201574004	0.00316743591398	0.000224496690233
a	0.183044126072	0.780581189351	0.0318963031335	0.00418801002133	0.000290319080078
s	0.0685842275573	0.72739747645	0.112987491045	0.0868542220571	0.00417650931003
i	0.0306854052858	0.496710938817	0.345673710348	0.119104524352	0.00782536333668
m	0.0120271775953	0.267369232939	0.490882593449	0.132974601784	0.0967464058456
m	0.00607828163177	0.17843423098	0.33450802115	0.343321643928	0.137657836949
è	0.00325558994726	0.173719290327	0.423978060383	0.338755435976	0.0602916092497
n	0.00161371815242	0.270705866776	0.510541006794	0.167171298325	0.0499681183499
i	0.0114935825175	0.270665467592	0.278102213931	0.326610407775	0.113128372783
s	0.0143438398625	0.094210642574	0.14346341631	0.635156035925	0.112826079261
t	0.00483269350083	0.0314887875113	0.07918080627	0.798956645308	0.0855410497537
o	0.00175467887028	0.0106641355471	0.0309922519233	0.784993001769	0.171595948251
n	0.00071547519676	0.00375744918237	0.143599132974	0.66995130059	0.18197667275
g	0.000269960107253	0.00132185745279	0.180180099891	0.711908830197	0.106319277583
h	0.000106285251418	0.00046202450893	0.0759722995303	0.843887213399	0.079572165861
i	8.38210711393e-05	0.000224125465643	0.0403883287101	0.690141331133	0.26916235862
a	0.000185040833713	0.000315679651881	0.0149713847034	0.551372383711	0.433155506207
r	0.000187433515571	0.000292205613627	0.0111150115011	0.700352581237	0.288052787069
d	0.000117855229524	0.000249245894209	0.00995236140037	0.790430733746	0.19924982069
ì	0.000104682956508	0.00037888419807	0.0166602060335	0.721026244582	0.26182998023
n	0.000248117635503	0.00112642287269	0.0207486558445	0.683247548194	0.294629250077
o	0.0029229198585	0.0020479620909	0.0098079111815	0.475001572065	0.510219623359
</S>	0.00543391592925	0.00225398984545	0.00552284519075	0.252520240033	0.73426898668
