 	che	consuma	poco	benzina	</S>
n	0.966408975	0.01980133059	0.012670469953	0.0011076857655	1.15388681e-05
a	0.715494508333	0.270070595197	0.0133119184177	0.00110937565283	1.35963152333e-05
k	0.478249212778	0.501404965066	0.0176448855726	0.00242130571528	0.000279610880278
o	0.322077194259	0.655223625022	0.0194806588575	0.00285162922909	0.000366906786893
n	0.123470634753	0.828339681674	0.0370938722858	0.0099764157337	0.00111941092243
s	0.069589318251	0.771079283891	0.144017940762	0.0139246843779	0.00138879133614
u	0.041302063917	0.77627237463	0.175552263587	0.0063663957193	0.000506930000713
m	0.0154390260057	0.869628071543	0.109360297862	0.00333504269977	0.00223752459357
è	0.00924777786857	0.866122340514	0.119210842621	0.00259490163326	0.00282407874286
t	0.00789114995619	0.811998220171	0.17350568754	0.00528410661109	0.00132079255929
s	0.00668288685206	0.73778777339	0.24729901918	0.00669264853703	0.00153762828643
i	0.0124280751507	0.52838266113	0.434655356393	0.0217689958457	0.00276490466214
a	0.0124850497169	0.244573496377	0.644508418798	0.0950212512819	0.00341178162071
l	0.00451552229763	0.0903284777923	0.771454556266	0.120683702761	0.0130177576069
ì	0.00158326059121	0.0382934925974	0.845260142089	0.0969464332537	0.0179166922023
o	0.00212543296374	0.0166375795325	0.639557247363	0.302979444418	0.0387002854008
b	0.00224602086858	0.00776264589417	0.483022625788	0.433514368139	0.0734543084669
e	0.000784038815193	0.00277278788806	0.385490561929	0.509965356046	0.100987246156
n	0.000339993576731	0.00113696504602	0.215982640643	0.630049975349	0.152490438719
z	0.000348165785577	0.000907306592007	0.174430736881	0.503466381783	0.32084740624
ì	0.000318646641859	0.000741600954002	0.097190092627	0.580691327261	0.321058306747
n	0.000376334827286	0.000500875721334	0.042446995209	0.75587165242	0.200804093582
a	0.00170892944243	0.00119961025378	0.0217695262697	0.53135767414	0.443964214527
</S>	0.00285243322122	0.00182534662689	0.0126410439349	0.31043615707	0.672244982264
