 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.90493308	0.085324552	0.008792328475	0.000921131105	5.106799e-06	1.36763048e-05	1.00151033e-05
s	0.850821033333	0.139280310667	0.00899325855833	0.000887930698333	4.98824076667e-06	7.4614858e-06	4.99085810667e-06
ì	0.863416197778	0.132703953556	0.00356383187611	0.000307198742111	3.17018275222e-06	3.911532864e-06	1.77212538389e-06
ì	0.833319632593	0.162531611185	0.0039054214487	0.00023946133337	1.42665034741e-06	1.486677372e-06	1.0161574363e-06
s	0.715028027531	0.277380820395	0.00735452401623	0.00023002837679	3.33765504914e-06	2.19802077733e-06	1.07194687877e-06
e	0.46192549251	0.448811286798	0.0837887256721	0.00540171621793	3.32055609164e-05	2.30833704258e-05	1.64495035929e-05
s	0.187352950503	0.616580265599	0.188288368557	0.00768618580598	4.20042292055e-05	2.88976400753e-05	2.12823620976e-05
t	0.0841285318343	0.627651758533	0.280184889519	0.00784391433533	0.000139664828635	3.61151299584e-05	1.51157002659e-05
a	0.0450666061781	0.497278466178	0.448056036506	0.00936662301178	0.000177706584545	4.05942119861e-05	1.4001829322e-05
f	0.0203732509594	0.376925802059	0.576189998835	0.0249161405706	0.00130293166318	0.000166716905995	0.000125191719341
a	0.0105056912631	0.25539484402	0.684083886278	0.0478052401902	0.00183345938106	0.000214469880332	0.000162439897547
m	0.0042603105977	0.120972504007	0.755762448759	0.111937633397	0.00572798528702	0.000805662945111	0.000533488716949
è	0.0021672824659	0.0510426803357	0.666261069586	0.271647731132	0.00719023982901	0.00103238929837	0.00065861041465
n	0.0032339137553	0.0274271734452	0.478125856529	0.461913730377	0.0215141866763	0.00513234808279	0.00265279631388
a	0.0126129798184	0.0230840571484	0.26983841551	0.598294343459	0.0677934008921	0.0241159766943	0.00426087230463
m	0.0136597237395	0.0150064695161	0.12845050517	0.62079934782	0.161171293631	0.0532191635648	0.00769354930154
a	0.00492940324983	0.00567429627203	0.0613222397233	0.630331802607	0.180643455877	0.105704097855	0.0113947541005
i	0.00264038818661	0.00237766595734	0.0269134131078	0.460290162869	0.225993183292	0.260628492618	0.0211566923668
i	0.00268729652887	0.00147167201911	0.0101094135026	0.19627538629	0.391392494431	0.372393170873	0.0256705357889
l	0.00190658260962	0.00087164674637	0.0042383005342	0.102005348763	0.371212908144	0.416336810291	0.103428393596
p	0.00092804387654	0.000383365582123	0.0016688073814	0.0456883699877	0.253479716048	0.436730570097	0.261121131199
a	0.000437857078847	0.000162039125374	0.0006197880338	0.0162063178292	0.154961178416	0.446040156699	0.3815726704
s	0.000175053483949	7.0624024458e-05	0.0002500979946	0.0077078083764	0.133984769205	0.5126876189	0.345124000133
t	8.09155106497e-05	3.14005601527e-05	0.000123235474867	0.00513915279213	0.224509709735	0.546855819633	0.223259740044
i	6.08652518832e-05	2.02355780509e-05	5.8437087289e-05	0.00228278699738	0.185703071578	0.593860086544	0.218014490015
c	5.14137539611e-05	1.73594203503e-05	4.1118743763e-05	0.00199397556579	0.132653405526	0.625180062181	0.240062623338
c	4.19119713204e-05	1.63259811168e-05	3.75351825877e-05	0.00199592534193	0.128416531842	0.55666971406	0.312822031113
i	4.92698517735e-05	2.57191943723e-05	3.09022191959e-05	0.000966812335643	0.069134341414	0.410270184687	0.519522760371
ò	0.000125777185258	6.69636947908e-05	5.50251923986e-05	0.000430598913548	0.024365271438	0.389800348229	0.585156013457
t	0.000150230072753	7.40805355969e-05	6.01681757995e-05	0.000308482971183	0.018744314646	0.609773382743	0.370889319819
t	0.000327469188584	5.13575008656e-05	2.99668122665e-05	0.000194866957061	0.0206741362153	0.730750994248	0.247971178606
o	0.000406811601528	4.41269519552e-05	1.88805317555e-05	7.8303037687e-05	0.0115243535451	0.491760451416	0.496167066202
</S>	0.000256133428764	3.14976359776e-05	1.48754743778e-05	4.64452968435e-05	0.00584738298255	0.284395655708	0.709408018101
