 	voglio	un	forno	che	vende	rustici	</S>
t	0.990675325	0.0090862629	0.0002210744675	8.4507445e-06	4.94185845e-06	3.21067485e-06	7.87648115e-07
è	0.981076375	0.0182252388	0.000655842395833	3.03601511667e-05	4.77996435e-06	6.90880338333e-06	4.36117365e-07
l	0.942049608333	0.0568995649333	0.000994994198611	3.55864476556e-05	1.107350915e-05	8.74844722778e-06	3.69217961667e-07
o	0.665860259444	0.295391563644	0.0373393123662	0.00108329211315	7.712233205e-05	0.000228891667509	1.96007398106e-05
è	0.284878014815	0.635974341215	0.0772036874554	0.00152034375772	9.06747532833e-05	0.000306427207503	2.65852797369e-05
n	0.104955520605	0.800112580405	0.0932357691518	0.00111983723924	0.000308404473694	0.000252332674168	1.5594134379e-05
a	0.0646569388683	0.619652366802	0.294201933051	0.0188077253464	0.00207850672456	0.000571610124723	3.09181181263e-05
f	0.0463038699561	0.300459112267	0.570307911017	0.0733480984488	0.00635863147485	0.00311727150824	0.000105100089375
ù	0.0173265158987	0.157833204089	0.713903883672	0.10030958115	0.00687913889162	0.00363669031275	0.000110997514458
r	0.00843912887957	0.0947113580297	0.766875797891	0.114965138717	0.0129068936972	0.00203924368092	6.24685428193e-05
n	0.0749345896265	0.0573712843432	0.680043439297	0.119480339572	0.0520157448991	0.0145704494603	0.00158416424761
o	0.101011624876	0.0382426024477	0.520052296432	0.207125119857	0.105405961633	0.0258544128201	0.00230801970254
k	0.0402483852253	0.0183960440159	0.345270645477	0.461262159952	0.102733677878	0.0310459666067	0.00104317904418
a	0.0143751141418	0.00747019287197	0.182343037492	0.521161659984	0.243938559959	0.0301289292022	0.00058253201806
p	0.00570098242727	0.00345700436732	0.0939195794973	0.405262573328	0.450171719986	0.0351721954007	0.00631595748602
u	0.00212458740576	0.00152898243244	0.0548833051658	0.283442035776	0.592869793329	0.0535435471336	0.0116077418287
l	0.00112414398525	0.00081656597748	0.0307687797219	0.188890309925	0.603800764443	0.162713892378	0.0118855389429
ì	0.00107224332842	0.00068189195916	0.0164749073406	0.136367967642	0.431356008148	0.404336064126	0.0097109094143
r	0.00073986321614	0.000489311507053	0.0077507521402	0.0585714268807	0.241406926049	0.685426054709	0.0056156318381
ù	0.00960407401205	0.00269023255635	0.00550988630673	0.0272270436269	0.103883210683	0.820225238236	0.0308603062127
s	0.0125475358423	0.00342061278342	0.00462410118991	0.0156525506596	0.0508685895943	0.870853999412	0.0420326280709
t	0.00439594958577	0.00114249404934	0.00154797871897	0.00523941857553	0.0194285616981	0.944882779804	0.0233628266903
i	0.00183903097859	0.000424532983347	0.000568647714323	0.00177632305351	0.010356305566	0.770409283268	0.214625856897
k	0.000804501697197	0.000184177446649	0.000242831914108	0.000713183507837	0.00802105138867	0.714542171089	0.275492019299
u	0.000516376120066	0.000101659436083	0.000126259094036	0.000345113893946	0.00605879292956	0.609555303696	0.3832964401
</S>	0.000628885310033	0.000110424285542	0.000125987577018	0.000192107233973	0.00383266666478	0.370228021848	0.62488187005
