 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.591226425	0.0043274107	0.042174744174	0.358133589613	0.0017553375387	0.00230368740808	2.937651411e-05	3.5278598585e-05	1.4174761595e-05
ò	0.506814075	0.0882703183667	0.0425672838913	0.358209245718	0.00175663195023	0.00230359095749	2.94129386633e-05	3.5245620135e-05	1.4182306645e-05
t	0.632058675	0.171760202789	0.0750014571304	0.119787837519	0.000592562145243	0.000771615735297	1.00684452711e-05	1.25309221517e-05	5.014794895e-06
t	0.532555868333	0.270029257596	0.15559358571	0.0410793383397	0.000415018286248	0.000271255809766	6.12628718037e-06	2.19878332172e-05	2.75383191983e-05
i	0.327942289444	0.476935612532	0.142806005237	0.0510573221799	0.00100124800875	0.000183625649922	1.18578663935e-05	2.55081104057e-05	3.64977719661e-05
è	0.157551546148	0.648055237511	0.138761588412	0.05443998926	0.00101079747625	0.000145248408307	1.15288158312e-05	9.77342981523e-06	1.42490203554e-05
t	0.0580403143827	0.50665575417	0.415214122804	0.01961013942	0.000413809265417	5.2707031269e-05	4.30051709707e-06	3.66079481841e-06	5.16090229847e-06
t	0.0211233991276	0.221954639723	0.742746757601	0.0136346216067	0.000502167111806	2.64335012563e-05	2.16853375236e-06	4.00046980614e-06	5.76875014616e-06
a	0.0101503549092	0.137714773241	0.7824266192	0.0684730845356	0.00109501212727	0.000123824687752	5.61277518412e-06	4.33419640205e-06	6.33503214872e-06
s	0.00605682441973	0.103611917747	0.752522259733	0.132424891512	0.00514887657576	0.000221976419251	8.08573856137e-06	2.59508753402e-06	2.50749986624e-06
e	0.00227494647324	0.0523780415823	0.559176233244	0.377715940504	0.00827966419192	0.00016735544975	5.20565135379e-06	1.65256552467e-06	8.82994488747e-07
o	0.00142365207441	0.0235376656274	0.265094854415	0.681967496835	0.0274749427306	0.00048820231325	9.90021245126e-06	2.85458525489e-06	4.13958546249e-07
G	0.000995796014803	0.0114615375091	0.143842078138	0.728163948945	0.11437748291	0.00105153917108	6.50827434838e-05	3.42999074183e-05	8.25540708208e-06
i	0.000402754068268	0.00589874643637	0.078868918046	0.776578082982	0.136875244303	0.00124580299036	7.70100853946e-05	4.27004748561e-05	1.07944722987e-05
o	0.00206254126276	0.00334667194546	0.0354447483487	0.635619914327	0.315375874768	0.00757393533012	0.000465664849365	0.000106256145669	4.4529183709e-06
v	0.00262358877425	0.00175555246182	0.0138384471162	0.358893881442	0.608080691589	0.0137394967767	0.000871445616455	0.000188796415223	8.10458512363e-06
à	0.000952609341417	0.000967092610607	0.0073677392054	0.217460228814	0.753538063863	0.0190039982589	0.000576819956485	0.000124816096008	8.59825085454e-06
n	0.000700776477139	0.00106599111354	0.00521051176847	0.0939034537047	0.881758404621	0.0170025891863	0.000254824896495	7.34607782693e-05	2.99573980982e-05
n	0.00178339045905	0.00092017797118	0.00990767778949	0.265205283668	0.708062108207	0.0136890471621	0.000178676180498	7.58270457564e-05	0.000177808672699
i	0.00290728648635	0.00079260465706	0.0112982949298	0.333146666556	0.591724226069	0.0587162103874	0.000966477415166	0.000238162696252	0.0002100493129
e	0.00265837579545	0.000787866642353	0.0050570767266	0.130229255185	0.719035975356	0.138156066796	0.00334772437172	0.000643934582084	8.36550776333e-05
A	0.00163460229848	0.000415153100784	0.00201547982553	0.0580380260617	0.731199468452	0.202598635599	0.00347156384724	0.000589558627028	3.74585842111e-05
n	0.000760507839493	0.000189535113595	0.00106574960851	0.0288472033539	0.787811899484	0.1791948372	0.00172883763908	0.000310794455343	9.06085384037e-05
n	0.00141502301983	0.000113953766198	0.00142808743617	0.140462182451	0.603181051495	0.250697391067	0.00167480117969	0.000327434798448	0.000700071816135
a	0.00231556257328	0.000337185333733	0.00192243324539	0.181091313484	0.318672192165	0.478839830356	0.0141829157266	0.00172651103282	0.000912102358712
ì	0.00190837469109	0.000470105254578	0.00148459481513	0.0673918444947	0.214018360722	0.690173943452	0.0219516455755	0.00214914699427	0.000452004562904
s	0.0010532807287	0.000238461334859	0.00079549847371	0.0250995926982	0.195799160241	0.752651034484	0.0229454258585	0.00110212498142	0.000315397700968
t	0.0005125000179	8.4104890753e-05	0.000358121413237	0.0168994014327	0.16703136208	0.786320698161	0.0273113932862	0.000950030350473	0.000532386956989
i	0.000709634882633	0.000157482519384	0.000378319941079	0.0149746228109	0.0677872706933	0.779635786054	0.129487516429	0.00598160947349	0.000887787218996
g	0.000626405308044	0.000180744322261	0.000329000035693	0.00666130033697	0.0388713292311	0.666192868685	0.269758792143	0.0164405134912	0.000939065306332
g	0.000214503913515	6.0874302887e-05	0.000128392400564	0.00295365574566	0.0227066209437	0.617046486228	0.293758337381	0.0595608911637	0.00357026346878
h	7.73342486383e-05	2.09900532623e-05	6.38825588547e-05	0.00173265334855	0.0126558648479	0.532402448743	0.33738542246	0.110886053721	0.00477541828959
e	7.42284500128e-05	2.18609127208e-05	3.89847209516e-05	0.00084547368285	0.00898967911597	0.330835721248	0.52795030082	0.12232758924	0.00891621622986
c	7.35896568709e-05	2.23018033736e-05	2.32009857839e-05	0.00038458622095	0.00831033853866	0.183401555416	0.680955683607	0.11132877108	0.0154999920766
è	2.7333619957e-05	1.14190232579e-05	1.29399348946e-05	0.00019064783165	0.00794139211289	0.164607871805	0.664791147869	0.15022603036	0.0121912356922
p	4.28574907857e-05	1.83854797526e-05	2.44312967982e-05	0.000143883705217	0.00459468913763	0.128433012268	0.547745735956	0.282918233453	0.0360787835641
l	0.000104235183595	2.29421762509e-05	6.89939805994e-05	0.000348256898406	0.00272771640254	0.115018332423	0.420935161985	0.407308444484	0.0534659105214
o	0.000195387611198	5.94270850836e-05	0.0001611344602	0.000770497499469	0.00129984981751	0.0896509938077	0.280795692328	0.433926728161	0.193140286174
n	0.000199435463733	8.31115230279e-05	0.0002192913634	0.000697993513156	0.00069138279917	0.0355904632692	0.279643285776	0.432157089387	0.250717970391
n	0.000186645171244	5.4556598676e-05	0.000206045204467	0.000365122034385	0.00042627861639	0.0164483100897	0.283257135259	0.512919276462	0.186136621797
e	0.000632025247081	0.000244235849225	0.000678454224822	0.00179137569479	0.00027276562213	0.0064272143299	0.129344284486	0.411916330821	0.448693250599
</S>	0.00103733862354	0.000446698524612	0.00116130421241	0.0032567953474	0.000303310961065	0.00373632361495	0.065830791343	0.24124267341	0.6829846953
