 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.8643086	0.12844353115	0.0070504862095	0.0001884316157	5.67303411e-06	2.576345515e-06	7.7944604e-07
m	0.8176929	0.169924910383	0.0113209524032	0.000644654125233	0.00040402590737	1.12772038383e-05	1.40489621333e-06
à	0.586969976667	0.396239153461	0.0155651778011	0.000678646286078	0.000533199805303	1.27302799728e-05	1.21182791111e-06
k	0.255244274222	0.71808246782	0.025653131267	0.000592597339693	0.000402497404614	1.28530033509e-05	1.21842520437e-05
i	0.153420616741	0.63806177594	0.195512207089	0.0107585235799	0.00199501263487	0.000214643314784	3.72090853479e-05
n	0.0932603729137	0.512034845313	0.372234902363	0.01937327786	0.00259067041162	0.000463714771595	4.22290774493e-05
a	0.0372856397379	0.368528736438	0.577263920788	0.01533848212	0.00121128174721	0.000348963164532	2.30049179498e-05
t	0.0132540943193	0.137513665479	0.804337670263	0.0438204702067	0.00092177585907	0.000142088168844	1.03034391166e-05
è	0.0046659737331	0.0533843951597	0.882865666754	0.0581814834022	0.000827504866357	6.95043910147e-05	5.56268662353e-06
l	0.00254495176437	0.0533193143866	0.884169622251	0.0593992991341	0.000490354135452	6.53226484049e-05	1.12155957925e-05
i	0.0417375217881	0.0695328094622	0.651957994084	0.218281291045	0.0174424851785	0.000994816039468	5.31194985975e-05
s	0.053967651966	0.0417398074541	0.370454568028	0.506384790348	0.0260923650595	0.00130264414316	5.81542233325e-05
t	0.018068017072	0.014320409258	0.225642589343	0.619344396783	0.12205674502	0.000539800851053	2.80178459108e-05
i	0.00632145553733	0.00506709358267	0.158089266448	0.672075712261	0.158154461673	0.000272549567018	1.94279408703e-05
a	0.00250294860578	0.00206686571756	0.103612244483	0.821945850754	0.069700194891	0.000162122509006	9.77014992343e-06
m	0.00103923651526	0.00090539299252	0.074753257161	0.870524616918	0.0507075609637	0.00143817377967	0.000631777105041
m	0.000515873181753	0.00185151705084	0.0615898097203	0.644185798973	0.286608068655	0.00397137792656	0.00127752233501
è	0.000887252650584	0.00507185748361	0.0444018555734	0.570312579658	0.361076040885	0.0172027479755	0.00104763463167
n	0.00985301315019	0.0259098328279	0.0652468935245	0.656940546553	0.186578671628	0.0359727526585	0.0194982723306
i	0.0639912277167	0.046629574276	0.0634292961748	0.444027545518	0.294778297209	0.0569658355528	0.0301781944435
a	0.0770937745722	0.034496478292	0.0338355410583	0.222982909839	0.483481245736	0.125790509851	0.0223195214812
t	0.0297432526961	0.0137284459027	0.0135946153861	0.148984424613	0.546560995245	0.20760033995	0.0397879401604
t	0.0099412043948	0.0045834079402	0.0054484634287	0.0930911172043	0.654020331748	0.18690339665	0.0460120710535
o	0.0033954935957	0.0015578588707	0.00191207766623	0.0396694707348	0.583615553916	0.31340976555	0.0564397780178
m	0.00124953412523	0.000563542354233	0.000914478978743	0.0231683002449	0.334876794639	0.541568205183	0.0976591560059
e	0.000518165715077	0.000214021396744	0.000541924652914	0.0129471840816	0.19491189288	0.674477551728	0.116389235335
k	0.000303380691692	0.000134123830248	0.000257002554305	0.00533965419387	0.0899124702933	0.787063633909	0.116989701778
k	0.00128916679723	0.00165349403675	0.000484212694768	0.00373697489796	0.0423610177644	0.684882984636	0.265592117259
à	0.00180279947574	0.00227887794558	0.000623378958256	0.00311732989932	0.0211675017548	0.674997868212	0.296012205753
n	0.000932944645247	0.00102401625519	0.000357764509419	0.00183684623311	0.0120689333183	0.837307172737	0.146472285251
i	0.000664701058416	0.000542047798397	0.00021763012314	0.00122031843437	0.00709492467277	0.701728174246	0.288532195084
k	0.000513597633805	0.000325930604799	0.000150302187713	0.000563643711457	0.00333135164092	0.643457858082	0.351657351695
o	0.000315180725602	0.000182364090266	8.84586872377e-05	0.000270450480486	0.00135429227364	0.539712156027	0.458077120565
</S>	0.000345034062801	0.000144198230133	8.31777956188e-05	0.000184154290243	0.00079428410182	0.322079183013	0.676369960282
