 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.9751717	0.02366542025	0.001087963225	6.75413065e-05	2.18411725e-06	2.049236e-06	1.99575525e-06	1.182247025e-06
è	0.964878133333	0.0325091320833	0.00199562130833	0.000609651253167	2.83035971667e-06	2.1177033e-06	1.99545498333e-06	5.34776101667e-07
l	0.941450544444	0.0548305560278	0.00292400986944	0.000787348242389	3.71849773889e-06	1.7794994e-06	1.60195906778e-06	4.40094890556e-07
o	0.671786171481	0.270200628676	0.0445382754898	0.0133134757721	0.00012466414358	1.19264098e-05	9.75282089593e-06	1.51211007435e-05
k	0.286659819827	0.583155009559	0.11234674183	0.017615264964	0.00017293285086	1.70330028667e-05	1.31826953986e-05	2.00391185478e-05
a	0.100987088609	0.57134081652	0.303976433943	0.0235996726947	7.509552262e-05	8.0226642089e-06	5.4239849862e-06	7.4497395826e-06
i	0.0377832885363	0.306509305507	0.625818574648	0.0297955625649	7.23972168733e-05	1.16577793896e-05	5.5993234154e-06	3.57564932753e-06
M	0.0154938935121	0.137150391836	0.817338044883	0.0225263801883	0.00378937192229	0.00253564923546	0.000377553352805	0.000788674345809
a	0.00592256970403	0.084990459612	0.813076181628	0.0859769010628	0.0051144761741	0.00337033241902	0.000498312487135	0.00105076091814
r	0.00289254386801	0.0548966005373	0.806337943876	0.118869220354	0.013730682258	0.00243479591354	0.000300858641912	0.000537324742247
ì	0.00182961164267	0.0297263968458	0.743393221292	0.203258160118	0.0190381857527	0.00214813690118	0.000239119408971	0.000367136856982
a	0.0123949911342	0.0166677286153	0.478395620431	0.445411543373	0.0453021235842	0.00137592619706	0.000166603131324	0.000285479255227
è	0.0169729147781	0.0102093968051	0.21632521581	0.653994981124	0.0985317178614	0.00320671296569	0.000481071353775	0.000278043203742
n	0.00782454002603	0.00441767133503	0.09550836927	0.566744307041	0.12603326262	0.165184738822	0.0337021363846	0.000585005626581
a	0.032998754042	0.014400221245	0.0545492727567	0.327412099014	0.269972190873	0.243658249607	0.0498836054615	0.00712558397553
r	0.0404974737313	0.0171234124363	0.0282424388956	0.171073419171	0.422840636958	0.233302746536	0.0735809884872	0.0133388663252
t	0.0135173045247	0.00571716463277	0.00962179362187	0.0578249930403	0.336124172319	0.344898775512	0.221079242829	0.0112165802751
i	0.0045867372518	0.00193246006359	0.00339728797062	0.0231918914968	0.26970411744	0.323155848504	0.250442670943	0.123589017258
à	0.00189533449727	0.00069842660453	0.00190198127354	0.0125318921989	0.22435024248	0.268535582835	0.328703136981	0.161383401086
v	0.000927182075423	0.000265855893843	0.00133865618318	0.00558301419963	0.122931297493	0.289735794278	0.521183058994	0.0580351099287
v	0.00161200250147	0.000150620353614	0.000463592527393	0.00227145867088	0.074488444831	0.239617366759	0.587581566331	0.0938148842096
r	0.00189735663716	0.000118076431871	0.000167781366798	0.00078829608796	0.0842693639437	0.220342054253	0.576712255444	0.115704779403
i	0.00086474683572	7.0993217957e-05	6.5052595266e-05	0.000302010812653	0.0819601658812	0.182056013418	0.385867965148	0.348813067801
</S>	0.00068310934786	7.08470889785e-05	3.8054582133e-05	0.000172142041326	0.0420527647906	0.098866119709	0.235744002574	0.6223729839
