 	il	ladro	poteva	entrare	da	qui	</S>
o	0.85050979	0.14411442685	0.0043711802455	0.0009473240133	5.0432954505e-05	4.538370035e-06	2.283132915e-06
l	0.678213496667	0.304335485617	0.0158009794152	0.00147428940443	0.000105986269502	6.56936826783e-05	4.085852205e-06
à	0.406581388889	0.572515605206	0.0196738938051	0.00105064950681	9.19464336673e-05	8.32496526394e-05	3.338737435e-06
d	0.174836982963	0.795949155069	0.0275462786017	0.00157650527427	5.09731617224e-05	3.81832676265e-05	1.97462821167e-06
r	0.233999730988	0.662496605023	0.0994010078672	0.00394291005809	7.88706372408e-05	3.38369882088e-05	4.70272270039e-05
o	0.255400012329	0.504853568341	0.234234395956	0.0051796681527	0.000150247425747	9.34956267363e-05	8.85666523346e-05
ì	0.107649033943	0.37564210278	0.507478315319	0.0089024910509	0.000159250198582	0.000108128430245	6.06501767782e-05
s	0.038551267001	0.15937117026	0.65996263844	0.141075800684	0.000930522269527	8.1021491415e-05	2.75608932594e-05
o	0.0846436368537	0.09755104942	0.541106646147	0.258403436895	0.0131575465898	0.00496232903381	0.000175308462753
z	0.0998494116262	0.0680988707733	0.378429132049	0.408169202298	0.0385050808633	0.00671059247794	0.000237672060251
e	0.0345225193837	0.0254963320244	0.289582870683	0.569151014099	0.0725410436211	0.00822120029265	0.00048502168275
è	0.0213869902946	0.0136724251415	0.233099170228	0.588707451366	0.129936127874	0.00978717943088	0.00341064739425
m	0.0158865302415	0.0075804787605	0.122153132076	0.693562663789	0.151888375958	0.00482903194363	0.00409978283142
b	0.0691007258905	0.00373743080017	0.0787769680253	0.650745624596	0.161802905319	0.0218551477812	0.0139812123105
i	0.10040810763	0.00382759530006	0.0635998416751	0.368791558199	0.294103631773	0.129266096927	0.0400031607702
a	0.0500745655433	0.00290260409335	0.0247990898584	0.155357655066	0.323123553924	0.282904938976	0.160837572257
p	0.0196745166398	0.00114549094112	0.00879343998613	0.076540459022	0.334241101308	0.327363686325	0.232241307419
ò	0.00660602430093	0.000431009949707	0.00330045309204	0.0387676229073	0.296807623769	0.515700845442	0.138386405473
t	0.00234783584931	0.000166194587236	0.00122152751735	0.0158491702024	0.13050851059	0.660191048481	0.189715711491
t	0.0014735490031	7.20625677453e-05	0.00052388186245	0.00793834584413	0.0623553732967	0.702722732827	0.22491409383
u	0.0014569639677	5.19455099151e-05	0.00026295621315	0.00279814508904	0.0227097642489	0.583241087609	0.389479147943
</S>	0.00134024253385	5.66473049576e-05	0.000152794145075	0.00142037009102	0.0114988311995	0.356686433804	0.628844673972
